2.23E-05,2.23E-05,2.23E-05,2.23E-05,2.23E-05,0.296581321,2.23E-05,2.23E-05,0.132730094,2.23E-05,2.23E-05,2.23E-05,2.23E-05,2.23E-05,2.23E-05,2.23E-05,2.23E-05,2.23E-05,2.23E-05,2.23E-05,2.23E-05,2.23E-05,2.23E-05,2.23E-05,2.23E-05,2.23E-05,2.23E-05,2.23E-05,0.043843151,2.23E-05,2.23E-05,2.23E-05,2.23E-05,0.040087125,0.485754965,2.23E-05,2.23E-05,2.23E-05,2.23E-05,2.23E-05,2.23E-05,2.23E-05,2.23E-05,2.23E-05,2.23E-05,2.23E-05,2.23E-05,2.23E-05,2.23E-05,2.23E-05
2.68E-05,2.68E-05,2.68E-05,2.68E-05,2.68E-05,0.322578162,2.68E-05,2.68E-05,0.032451511,2.68E-05,2.68E-05,2.68E-05,2.68E-05,2.68E-05,2.68E-05,2.68E-05,2.68E-05,2.68E-05,2.68E-05,2.68E-05,2.68E-05,2.68E-05,2.68E-05,2.68E-05,2.68E-05,2.68E-05,2.68E-05,2.68E-05,2.68E-05,2.68E-05,2.68E-05,2.68E-05,2.68E-05,2.68E-05,0.643708582,2.68E-05,2.68E-05,2.68E-05,2.68E-05,2.68E-05,2.68E-05,2.68E-05,2.68E-05,2.68E-05,2.68E-05,2.68E-05,2.68E-05,2.68E-05,2.68E-05,2.68E-05
4.73E-05,4.73E-05,4.73E-05,4.73E-05,4.73E-05,4.73E-05,4.73E-05,4.73E-05,0.137977115,4.73E-05,4.73E-05,4.73E-05,4.73E-05,4.73E-05,4.73E-05,4.73E-05,4.73E-05,4.73E-05,4.73E-05,4.73E-05,4.73E-05,4.73E-05,4.73E-05,4.73E-05,4.73E-05,4.73E-05,4.73E-05,4.73E-05,0.022172347,4.73E-05,4.73E-05,4.73E-05,4.73E-05,4.73E-05,0.837628316,4.73E-05,4.73E-05,4.73E-05,4.73E-05,4.73E-05,4.73E-05,4.73E-05,4.73E-05,4.73E-05,4.73E-05,4.73E-05,4.73E-05,4.73E-05,4.73E-05,4.73E-05
3.18E-05,3.18E-05,3.18E-05,3.18E-05,3.18E-05,3.18E-05,3.18E-05,0.015851095,0.123467971,3.18E-05,3.18E-05,3.18E-05,3.18E-05,3.18E-05,3.18E-05,3.18E-05,3.18E-05,3.18E-05,3.18E-05,3.18E-05,3.18E-05,3.18E-05,3.18E-05,3.18E-05,3.18E-05,3.18E-05,3.18E-05,3.18E-05,0.016307702,3.18E-05,3.18E-05,3.18E-05,3.18E-05,3.18E-05,0.842908264,3.18E-05,3.18E-05,3.18E-05,3.18E-05,3.18E-05,3.18E-05,3.18E-05,3.18E-05,3.18E-05,3.18E-05,3.18E-05,3.18E-05,3.18E-05,3.18E-05,3.18E-05
2.75E-05,2.75E-05,2.75E-05,2.75E-05,2.75E-05,2.75E-05,2.75E-05,0.674353996,2.75E-05,2.75E-05,2.75E-05,2.75E-05,2.75E-05,2.75E-05,2.75E-05,2.75E-05,2.75E-05,2.75E-05,2.75E-05,2.75E-05,2.75E-05,2.75E-05,2.75E-05,2.75E-05,2.75E-05,2.75E-05,2.75E-05,2.75E-05,2.75E-05,2.75E-05,2.75E-05,2.75E-05,2.75E-05,2.75E-05,0.324325509,2.75E-05,2.75E-05,2.75E-05,2.75E-05,2.75E-05,2.75E-05,2.75E-05,2.75E-05,2.75E-05,2.75E-05,2.75E-05,2.75E-05,2.75E-05,2.75E-05,2.75E-05
4.23E-05,4.23E-05,4.23E-05,4.23E-05,4.23E-05,0.231421976,4.23E-05,4.23E-05,4.23E-05,4.23E-05,4.23E-05,4.23E-05,4.23E-05,4.23E-05,4.23E-05,4.23E-05,4.23E-05,4.23E-05,4.23E-05,4.23E-05,4.23E-05,4.23E-05,4.23E-05,4.23E-05,4.23E-05,4.23E-05,4.23E-05,4.23E-05,4.23E-05,4.23E-05,4.23E-05,4.23E-05,4.23E-05,4.23E-05,0.766548426,4.23E-05,4.23E-05,4.23E-05,4.23E-05,4.23E-05,4.23E-05,4.23E-05,4.23E-05,4.23E-05,4.23E-05,4.23E-05,4.23E-05,4.23E-05,4.23E-05,4.23E-05
3.96E-05,3.96E-05,3.96E-05,3.96E-05,3.96E-05,0.316910886,3.96E-05,3.96E-05,0.352515443,3.96E-05,3.96E-05,3.96E-05,3.96E-05,3.96E-05,3.96E-05,3.96E-05,3.96E-05,3.96E-05,3.96E-05,3.96E-05,3.96E-05,3.96E-05,3.96E-05,3.96E-05,3.96E-05,3.96E-05,3.96E-05,3.96E-05,3.96E-05,3.96E-05,3.96E-05,3.96E-05,3.96E-05,3.96E-05,0.328712285,3.96E-05,3.96E-05,3.96E-05,3.96E-05,3.96E-05,3.96E-05,3.96E-05,3.96E-05,3.96E-05,3.96E-05,3.96E-05,3.96E-05,3.96E-05,3.96E-05,3.96E-05
0.000126582,0.000126582,0.000126582,0.000126582,0.000126582,0.38012301,0.000126582,0.000126582,0.14284887,0.000126582,0.000126582,0.000126582,0.000126582,0.000126582,0.000126582,0.000126582,0.000126582,0.000126582,0.000126582,0.000126582,0.000126582,0.000126582,0.000126582,0.000126582,0.000126582,0.000126582,0.000126582,0.000126582,0.000126582,0.000126582,0.000126582,0.000126582,0.000126582,0.000126582,0.471078753,0.000126582,0.000126582,0.000126582,0.000126582,0.000126582,0.000126582,0.000126582,0.000126582,0.000126582,0.000126582,0.000126582,0.000126582,0.000126582,0.000126582,0.000126582
5.04E-05,5.04E-05,5.04E-05,5.04E-05,5.04E-05,0.037451458,5.04E-05,5.04E-05,0.100713054,5.04E-05,5.04E-05,5.04E-05,5.04E-05,5.04E-05,5.04E-05,5.04E-05,5.04E-05,5.04E-05,5.04E-05,5.04E-05,5.04E-05,5.04E-05,5.04E-05,5.04E-05,5.04E-05,5.04E-05,5.04E-05,5.04E-05,5.04E-05,5.04E-05,5.04E-05,5.04E-05,5.04E-05,5.04E-05,0.859467729,5.04E-05,5.04E-05,5.04E-05,5.04E-05,5.04E-05,5.04E-05,5.04E-05,5.04E-05,5.04E-05,5.04E-05,5.04E-05,5.04E-05,5.04E-05,5.04E-05,5.04E-05
4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,0.122277525,4.50E-05,4.50E-05,0.078034712,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,0.797570646,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05
5.39E-05,5.39E-05,5.39E-05,5.39E-05,5.39E-05,5.39E-05,5.39E-05,5.39E-05,0.251527752,5.39E-05,5.39E-05,5.39E-05,5.39E-05,5.39E-05,5.39E-05,5.39E-05,5.39E-05,5.39E-05,5.39E-05,5.39E-05,5.39E-05,5.39E-05,5.39E-05,5.39E-05,5.39E-05,5.39E-05,5.39E-05,5.39E-05,5.39E-05,5.39E-05,5.39E-05,5.39E-05,5.39E-05,5.39E-05,0.745884647,5.39E-05,5.39E-05,5.39E-05,5.39E-05,5.39E-05,5.39E-05,5.39E-05,5.39E-05,5.39E-05,5.39E-05,5.39E-05,5.39E-05,5.39E-05,5.39E-05,5.39E-05
1.49E-05,1.49E-05,1.49E-05,1.49E-05,1.49E-05,0.16987282,1.49E-05,0.040087635,0.137791989,1.49E-05,1.49E-05,1.49E-05,1.49E-05,1.49E-05,1.49E-05,1.49E-05,1.49E-05,1.49E-05,1.49E-05,1.49E-05,1.49E-05,1.49E-05,1.49E-05,1.49E-05,1.49E-05,1.49E-05,1.49E-05,1.49E-05,1.49E-05,1.49E-05,1.49E-05,1.49E-05,1.49E-05,1.49E-05,0.651563032,1.49E-05,1.49E-05,1.49E-05,1.49E-05,1.49E-05,1.49E-05,1.49E-05,1.49E-05,1.49E-05,1.49E-05,1.49E-05,1.49E-05,1.49E-05,1.49E-05,1.49E-05
9.85E-05,9.85E-05,9.85E-05,9.85E-05,9.85E-05,9.85E-05,9.85E-05,9.85E-05,0.058314043,9.85E-05,9.85E-05,9.85E-05,9.85E-05,9.85E-05,9.85E-05,9.85E-05,9.85E-05,9.85E-05,9.85E-05,9.85E-05,9.85E-05,9.85E-05,9.85E-05,9.85E-05,9.85E-05,9.85E-05,9.85E-05,9.85E-05,9.85E-05,9.85E-05,9.85E-05,9.85E-05,9.85E-05,9.85E-05,0.936956893,9.85E-05,9.85E-05,9.85E-05,9.85E-05,9.85E-05,9.85E-05,9.85E-05,9.85E-05,9.85E-05,9.85E-05,9.85E-05,9.85E-05,9.85E-05,9.85E-05,9.85E-05
1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.017660082,1.00E-05,0.043533961,0.340733475,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.597610402,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05
3.12E-05,3.12E-05,3.12E-05,3.12E-05,3.12E-05,0.242936801,3.12E-05,3.12E-05,0.121509982,3.12E-05,3.12E-05,3.12E-05,3.12E-05,3.12E-05,3.12E-05,3.12E-05,3.12E-05,3.12E-05,3.12E-05,3.12E-05,3.12E-05,3.12E-05,3.12E-05,3.12E-05,3.12E-05,3.12E-05,3.12E-05,3.12E-05,3.12E-05,3.12E-05,3.12E-05,3.12E-05,3.12E-05,3.12E-05,0.634086758,3.12E-05,3.12E-05,3.12E-05,3.12E-05,3.12E-05,3.12E-05,3.12E-05,3.12E-05,3.12E-05,3.12E-05,3.12E-05,3.12E-05,3.12E-05,3.12E-05,3.12E-05
