0.230241463,0.131525472,-0.04662998,0.231803685,0.037735518,0.091887295,0.030567823,-0.059380628,-0.037286744,0.094157405,-0.107187763,-0.057735592,-0.13082999,0.065914795,-0.085168466,-0.256254673,-0.225287512,-0.049185023,-0.179706842,0.215138748
0.202929214,0.062199704,-0.030082557,0.181609824,0.106806919,0.004145894,-0.058760568,0.123207942,0.071427748,-0.011949228,-0.209356919,0.019718515,-0.055363499,0.024387658,-0.07786826,-0.322158337,-0.101763301,-0.020734333,-0.299589485,0.178905785
0.036292631,0.206599161,-0.065361522,0.167143285,0.21407859,-0.117522791,-0.121634953,0.169453233,0.011077576,-0.113769501,0.040506981,0.12619637,-0.035546109,0.078138106,0.072504535,-0.355064631,-0.027000943,-0.041537721,-0.418100536,0.336937308
0.134235039,0.093286574,-0.161438644,0.200971097,0.167535692,-0.048860636,-0.142036811,0.149946541,0.049881518,-0.109167255,-0.070587367,0.133118704,-0.096571073,0.105724283,0.063336246,-0.392303795,-0.072146371,-0.040783405,-0.432867438,0.313835114
-0.057727497,-0.085232668,-0.215594158,0.305335432,0.090759978,0.051958296,-0.155936927,0.130408853,0.06704694,-0.163869679,-0.075735748,0.091312431,-0.223634511,0.307163715,-0.021521339,-0.313041478,0.023424758,-0.067518018,-0.120430529,0.123814628
0.137740105,0.152217418,-0.023927819,0.187961608,0.093411893,0.031592254,-0.080739856,0.032068733,0.055090919,-0.061623819,-0.098246589,-0.01685654,-0.041249953,0.10758841,-0.013626526,-0.3111808,-0.096709274,-0.099513128,-0.330554634,0.262665957
0.164485916,0.08980035,0.018974606,0.290693223,0.080051176,0.100406736,0.009833524,-0.034280442,0.056483798,-0.006123948,-0.262632012,-0.105328716,-0.105094358,0.021533515,-0.132754609,-0.190015808,-0.190991685,-0.05127313,-0.293903708,0.176365703
0.241450354,0.020268014,-0.022765543,0.23960112,0.067914538,0.080810949,-0.022642573,0.0475748,0.08428371,0.012960738,-0.302911222,-0.050159127,-0.089132771,0.01692942,-0.133014604,-0.270270944,-0.161172271,-0.028183889,-0.279010087,0.142717436
0.198338449,0.065061279,-0.187653527,0.123648681,0.069885843,0.017293513,-0.179873258,0.038173843,0.159993276,-0.059525289,-0.126018971,0.127122343,-0.13134338,0.21759364,0.113420367,-0.34918794,-0.085930809,-0.071940459,-0.327438474,0.318103164
0.262328118,-0.016530501,-0.199054599,0.212472618,0.109671757,0.025297649,-0.11617668,0.129407555,0.080972202,-0.056033134,-0.210250512,0.096973985,-0.128440559,0.079599723,0.004487685,-0.408862829,-0.128724709,-0.023001462,-0.402243555,0.243401617
0.174476802,0.097258642,-0.19295904,0.269084871,0.115879908,0.041997474,-0.091342404,0.021319972,-0.002958751,-0.077650495,-0.087534145,0.086900264,-0.212957278,0.117031142,0.048616637,-0.338927239,-0.198057443,-0.070511788,-0.431737304,0.309230477
