0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
2.22965440357e-05,2.22965440357e-05,2.22965440357e-05,2.22965440357e-05,2.22965440357e-05,0.296581321228,2.22965440357e-05,2.22965440357e-05,0.132730093755,2.22965440357e-05,2.22965440357e-05,2.22965440357e-05,2.22965440357e-05,2.22965440357e-05,2.22965440357e-05,2.22965440357e-05,2.22965440357e-05,2.22965440357e-05,2.22965440357e-05,2.22965440357e-05,2.22965440357e-05,2.22965440357e-05,2.22965440357e-05,2.22965440357e-05,2.22965440357e-05,2.22965440357e-05,2.22965440357e-05,2.22965440357e-05,0.0438431511997,2.22965440357e-05,2.22965440357e-05,2.22965440357e-05,2.22965440357e-05,0.0400871247316,0.485754964604,2.22965440357e-05,2.22965440357e-05,2.22965440357e-05,2.22965440357e-05,2.22965440357e-05,2.22965440357e-05,2.22965440357e-05,2.22965440357e-05,2.22965440357e-05,2.22965440357e-05,2.22965440357e-05,2.22965440357e-05,2.22965440357e-05,2.22965440357e-05,2.22965440357e-05
2.68456375839e-05,2.68456375839e-05,2.68456375839e-05,2.68456375839e-05,2.68456375839e-05,0.322578162092,2.68456375839e-05,2.68456375839e-05,0.0324515107195,2.68456375839e-05,2.68456375839e-05,2.68456375839e-05,2.68456375839e-05,2.68456375839e-05,2.68456375839e-05,2.68456375839e-05,2.68456375839e-05,2.68456375839e-05,2.68456375839e-05,2.68456375839e-05,2.68456375839e-05,2.68456375839e-05,2.68456375839e-05,2.68456375839e-05,2.68456375839e-05,2.68456375839e-05,2.68456375839e-05,2.68456375839e-05,2.68456375839e-05,2.68456375839e-05,2.68456375839e-05,2.68456375839e-05,2.68456375839e-05,2.68456375839e-05,0.643708582222,2.68456375839e-05,2.68456375839e-05,2.68456375839e-05,2.68456375839e-05,2.68456375839e-05,2.68456375839e-05,2.68456375839e-05,2.68456375839e-05,2.68456375839e-05,2.68456375839e-05,2.68456375839e-05,2.68456375839e-05,2.68456375839e-05,2.68456375839e-05,2.68456375839e-05
4.72813238771e-05,4.72813238771e-05,4.72813238771e-05,4.72813238771e-05,4.72813238771e-05,4.72813238771e-05,4.72813238771e-05,4.72813238771e-05,0.137977115427,4.72813238771e-05,4.72813238771e-05,4.72813238771e-05,4.72813238771e-05,4.72813238771e-05,4.72813238771e-05,4.72813238771e-05,4.72813238771e-05,4.72813238771e-05,4.72813238771e-05,4.72813238771e-05,4.72813238771e-05,4.72813238771e-05,4.72813238771e-05,4.72813238771e-05,4.72813238771e-05,4.72813238771e-05,4.72813238771e-05,4.72813238771e-05,0.0221723466875,4.72813238771e-05,4.72813238771e-05,4.72813238771e-05,4.72813238771e-05,4.72813238771e-05,0.837628315663,4.72813238771e-05,4.72813238771e-05,4.72813238771e-05,4.72813238771e-05,4.72813238771e-05,4.72813238771e-05,4.72813238771e-05,4.72813238771e-05,4.72813238771e-05,4.72813238771e-05,4.72813238771e-05,4.72813238771e-05,4.72813238771e-05,4.72813238771e-05,4.72813238771e-05
3.1847133758e-05,3.1847133758e-05,3.1847133758e-05,3.1847133758e-05,3.1847133758e-05,3.1847133758e-05,3.1847133758e-05,0.0158510951781,0.123467970976,3.1847133758e-05,3.1847133758e-05,3.1847133758e-05,3.1847133758e-05,3.1847133758e-05,3.1847133758e-05,3.1847133758e-05,3.1847133758e-05,3.1847133758e-05,3.1847133758e-05,3.1847133758e-05,3.1847133758e-05,3.1847133758e-05,3.1847133758e-05,3.1847133758e-05,3.1847133758e-05,3.1847133758e-05,3.1847133758e-05,3.1847133758e-05,0.0163077019678,3.1847133758e-05,3.1847133758e-05,3.1847133758e-05,3.1847133758e-05,3.1847133758e-05,0.842908263725,3.1847133758e-05,3.1847133758e-05,3.1847133758e-05,3.1847133758e-05,3.1847133758e-05,3.1847133758e-05,3.1847133758e-05,3.1847133758e-05,3.1847133758e-05,3.1847133758e-05,3.1847133758e-05,3.1847133758e-05,3.1847133758e-05,3.1847133758e-05,3.1847133758e-05
2.75103163686e-05,2.75103163686e-05,2.75103163686e-05,2.75103163686e-05,2.75103163686e-05,2.75103163686e-05,2.75103163686e-05,0.674353996015,2.75103163686e-05,2.75103163686e-05,2.75103163686e-05,2.75103163686e-05,2.75103163686e-05,2.75103163686e-05,2.75103163686e-05,2.75103163686e-05,2.75103163686e-05,2.75103163686e-05,2.75103163686e-05,2.75103163686e-05,2.75103163686e-05,2.75103163686e-05,2.75103163686e-05,2.75103163686e-05,2.75103163686e-05,2.75103163686e-05,2.75103163686e-05,2.75103163686e-05,2.75103163686e-05,2.75103163686e-05,2.75103163686e-05,2.75103163686e-05,2.75103163686e-05,2.75103163686e-05,0.324325508799,2.75103163686e-05,2.75103163686e-05,2.75103163686e-05,2.75103163686e-05,2.75103163686e-05,2.75103163686e-05,2.75103163686e-05,2.75103163686e-05,2.75103163686e-05,2.75103163686e-05,2.75103163686e-05,2.75103163686e-05,2.75103163686e-05,2.75103163686e-05,2.75103163686e-05
4.22832980973e-05,4.22832980973e-05,4.22832980973e-05,4.22832980973e-05,4.22832980973e-05,0.231421975805,4.22832980973e-05,4.22832980973e-05,4.22832980973e-05,4.22832980973e-05,4.22832980973e-05,4.22832980973e-05,4.22832980973e-05,4.22832980973e-05,4.22832980973e-05,4.22832980973e-05,4.22832980973e-05,4.22832980973e-05,4.22832980973e-05,4.22832980973e-05,4.22832980973e-05,4.22832980973e-05,4.22832980973e-05,4.22832980973e-05,4.22832980973e-05,4.22832980973e-05,4.22832980973e-05,4.22832980973e-05,4.22832980973e-05,4.22832980973e-05,4.22832980973e-05,4.22832980973e-05,4.22832980973e-05,4.22832980973e-05,0.766548425886,4.22832980973e-05,4.22832980973e-05,4.22832980973e-05,4.22832980973e-05,4.22832980973e-05,4.22832980973e-05,4.22832980973e-05,4.22832980973e-05,4.22832980973e-05,4.22832980973e-05,4.22832980973e-05,4.22832980973e-05,4.22832980973e-05,4.22832980973e-05,4.22832980973e-05
3.9603960396e-05,3.9603960396e-05,3.9603960396e-05,3.9603960396e-05,3.9603960396e-05,0.316910885615,3.9603960396e-05,3.9603960396e-05,0.352515443339,3.9603960396e-05,3.9603960396e-05,3.9603960396e-05,3.9603960396e-05,3.9603960396e-05,3.9603960396e-05,3.9603960396e-05,3.9603960396e-05,3.9603960396e-05,3.9603960396e-05,3.9603960396e-05,3.9603960396e-05,3.9603960396e-05,3.9603960396e-05,3.9603960396e-05,3.9603960396e-05,3.9603960396e-05,3.9603960396e-05,3.9603960396e-05,3.9603960396e-05,3.9603960396e-05,3.9603960396e-05,3.9603960396e-05,3.9603960396e-05,3.9603960396e-05,0.328712284908,3.9603960396e-05,3.9603960396e-05,3.9603960396e-05,3.9603960396e-05,3.9603960396e-05,3.9603960396e-05,3.9603960396e-05,3.9603960396e-05,3.9603960396e-05,3.9603960396e-05,3.9603960396e-05,3.9603960396e-05,3.9603960396e-05,3.9603960396e-05,3.9603960396e-05
0.000126582278481,0.000126582278481,0.000126582278481,0.000126582278481,0.000126582278481,0.380123010259,0.000126582278481,0.000126582278481,0.142848870056,0.000126582278481,0.000126582278481,0.000126582278481,0.000126582278481,0.000126582278481,0.000126582278481,0.000126582278481,0.000126582278481,0.000126582278481,0.000126582278481,0.000126582278481,0.000126582278481,0.000126582278481,0.000126582278481,0.000126582278481,0.000126582278481,0.000126582278481,0.000126582278481,0.000126582278481,0.000126582278481,0.000126582278481,0.000126582278481,0.000126582278481,0.000126582278481,0.000126582278481,0.471078752596,0.000126582278481,0.000126582278481,0.000126582278481,0.000126582278481,0.000126582278481,0.000126582278481,0.000126582278481,0.000126582278481,0.000126582278481,0.000126582278481,0.000126582278481,0.000126582278481,0.000126582278481,0.000126582278481,0.000126582278481
5.03778337532e-05,5.03778337532e-05,5.03778337532e-05,5.03778337532e-05,5.03778337532e-05,0.0374514583414,5.03778337532e-05,5.03778337532e-05,0.100713054299,5.03778337532e-05,5.03778337532e-05,5.03778337532e-05,5.03778337532e-05,5.03778337532e-05,5.03778337532e-05,5.03778337532e-05,5.03778337532e-05,5.03778337532e-05,5.03778337532e-05,5.03778337532e-05,5.03778337532e-05,5.03778337532e-05,5.03778337532e-05,5.03778337532e-05,5.03778337532e-05,5.03778337532e-05,5.03778337532e-05,5.03778337532e-05,5.03778337532e-05,5.03778337532e-05,5.03778337532e-05,5.03778337532e-05,5.03778337532e-05,5.03778337532e-05,0.859467729173,5.03778337532e-05,5.03778337532e-05,5.03778337532e-05,5.03778337532e-05,5.03778337532e-05,5.03778337532e-05,5.03778337532e-05,5.03778337532e-05,5.03778337532e-05,5.03778337532e-05,5.03778337532e-05,5.03778337532e-05,5.03778337532e-05,5.03778337532e-05,5.03778337532e-05
4.50450450451e-05,4.50450450451e-05,4.50450450451e-05,4.50450450451e-05,4.50450450451e-05,0.122277524984,4.50450450451e-05,4.50450450451e-05,0.0780347115163,4.50450450451e-05,4.50450450451e-05,4.50450450451e-05,4.50450450451e-05,4.50450450451e-05,4.50450450451e-05,4.50450450451e-05,4.50450450451e-05,4.50450450451e-05,4.50450450451e-05,4.50450450451e-05,4.50450450451e-05,4.50450450451e-05,4.50450450451e-05,4.50450450451e-05,4.50450450451e-05,4.50450450451e-05,4.50450450451e-05,4.50450450451e-05,4.50450450451e-05,4.50450450451e-05,4.50450450451e-05,4.50450450451e-05,4.50450450451e-05,4.50450450451e-05,0.797570646382,4.50450450451e-05,4.50450450451e-05,4.50450450451e-05,4.50450450451e-05,4.50450450451e-05,4.50450450451e-05,4.50450450451e-05,4.50450450451e-05,4.50450450451e-05,4.50450450451e-05,4.50450450451e-05,4.50450450451e-05,4.50450450451e-05,4.50450450451e-05,4.50450450451e-05
