2014/03/31,"[0.0, 0.0, -5.0, -1.0, 73.0, 54.0, 7.0, 1.0, 0.0, 0.0, 10.0, 57.0, 72.0, 11.0, 0.0, 1.0, 1.0, 8.0, 2.0, 7.0]","[-0.24213972857142857, 0.2968514052521008, -0.094789328571428674, 0.22648481764705894, 0.062325520420168007, -0.25261011260504213, -0.79936037394958082, 0.00032895882352942962, -0.24358077521008392, 0.00020882226890757102, -0.089064815126050481, 0.11696046638655469, -0.39202248445378163, 0.010602546218487394, 0.48954007983193282, -0.19079870084033615, -0.13929904579831939, -0.12833155378151259, -0.5635792605042016, -0.094855920168067265, -0.1987406911764705, -0.10142462016806729, 0.13370458235294114, -0.086827226890756309, -0.085335836134453738, -0.79843018739495786, 0.098049558823529337, -0.0041480756302520955, 0.18211558403361344, -0.36497050252100849, 1.9790160588235306, 0.29670723361344514, -0.094392346218487383, -0.20747972621848745, 0.11464000403361345, 0.047945228571428543, 0.25986094117647057, 0.16001949621848735, -0.03981444957983192, -0.22008280546218498, -0.19198458571428581, -0.14735849075630253, -0.23288022773109249, 0.09674704705882356, -0.10038900252100841, 0.19063603361344533, 0.0088229142857142815, 0.13126075630252099, -0.13336029579831929, 0.26737805042016799]"
2014/04/02,"[1.0, 0.0, -2.0, -1.0, 46.0, 49.0, 7.0, 0.0, 0.0, 0.0, 5.0, 49.0, 49.0, 5.0, 0.0, 0.0, 1.0, 14.0, 1.0, 3.0]","[-0.49498683750000005, 0.37315317687499994, -0.042477757499999984, 0.2703796, 0.090017862499999962, -0.15012838499999998, -0.89605348750000002, 0.013215152500000002, -0.28039498125000012, 0.012739623749999984, -0.115992995, 0.092963862499999966, -0.41533097625000021, 0.083508924999999984, 0.45860158749999985, -0.21807757499999991, -0.14602206124999992, -0.062082174999999976, -0.72428802499999989, -0.046971637499999989, -0.22180954375, -0.16309303750000004, 0.10776378499999997, -0.049247725000000006, -0.096386487499999993, -0.91245518250000024, 0.11786718749999996, -0.069832274999999999, 0.33808316249999981, -0.53854175000000026, 2.0310584000000005, 0.41642460999999981, -0.034105024999999997, -0.24795508549999989, 0.14509347500000003, 0.027345229999999991, 0.26773597500000007, 0.14960047125000003, -0.019430440000000028, -0.17544644625, -0.34126978750000014, -0.17393884999999998, -0.30259933750000012, 0.24775359000000013, -0.1783315325, 0.23463024000000005, 0.021640039999999992, 0.052095450000000001, -0.19881507999999998, 0.31860226250000007]"
2014/04/03,"[0.0, 1.0, 4.0, -1.0, 22.0, 18.0, 8.0, 0.0, 1.0, 0.0, 3.0, 20.0, 21.0, 5.0, 1.0, 0.0, 0.0, 2.0, 4.0, 0.0]","[-0.36407049999999996, 0.45982871999999997, -0.11262090000000002, 0.46920374999999998, 0.32035019999999992, -0.23142974999999999, -1.1150665, 0.25854945000000001, -0.45239089999999998, -0.091279354999999993, -0.18107665000000001, 0.16359990000000002, -0.43066000000000004, 0.28387859999999993, 0.45040931740000012, -0.38670700000000002, -0.20141524999999999, -0.36918299999999998, -0.99670699999999979, 0.024641550000000005, -0.37322824999999993, -0.39891750000000009, -0.04199576, -0.28228940000000002, -0.14730379999999998, -0.96874129999999981, 0.37759199999999993, -0.0053752000000000244, 0.47096320500000005, -0.54103069999999986, 2.0759805, 0.21536196999999996, -0.026629365000000009, -0.072817900000000019, 0.061271549999999994, 0.016036900000000014, 0.38842319999999997, 0.21321559000000004, 0.046083200000000005, -0.16515995, -0.24167594999999994, -0.14677630000000003, -0.46247872000000012, 0.11609799999999999, -0.029571980000000015, 0.32597520000000002, -0.045191500000000009, -0.058849799999999994, -0.24854174999999995, 0.41008960000000005]"
2014/04/04,"[0.0, 1.0, 5.0, 1.0, 87.0, 75.0, 10.0, 0.0, 0.0, 0.0, 8.0, 81.0, 81.0, 12.0, 0.0, 2.0, 0.0, 7.0, 4.0, 9.0]","[-0.345067067948718, 0.28689809487179485, -0.022911897435897444, 0.26652788589743592, 0.19624748461538455, -0.10222529487179487, -0.82330884615384625, 0.2000450512820513, -0.31723729999999994, -0.022357335897435882, -0.17290000128205132, 0.19376821794871793, -0.55344942307692313, 0.10724967948717946, 0.38779071728205128, -0.2385215615384616, -0.015325999999999994, -0.30423684358974351, -0.59580285897435892, -0.064433291025641035, -0.29197676923076921, -0.12510008974358974, 0.080082503846153841, -0.089076985897435915, -0.046482628205128183, -0.92627391025641037, 0.18966367897435893, -0.015777315384615409, 0.34085457820512821, -0.46382912820512812, 1.9695356666666664, 0.19816047179487173, 0.0093039320512820576, -0.15799717179487183, 0.10311470512820516, -0.0091304743589743515, 0.27437370769230773, 0.13852888974358971, 0.065978998717948725, -0.18169167948717943, -0.1967353205128205, -0.019679461538461514, -0.31509565525641003, 0.00067473333333333322, -0.038589238461538458, 0.22917738717948724, -0.047352301282051285, -0.0056545384615384522, -0.11179667692307685, 0.42855910256410251]"
2014/04/05,"[1.0, 0.0, -4.0, -1.0, 88.0, 73.0, 9.0, 0.0, 1.0, 0.0, 10.0, 84.0, 77.0, 12.0, 0.0, 1.0, 1.0, 6.0, 3.0, 7.0]","[-0.30759807514124282, 0.30389902146892644, -0.075491541242937804, 0.27648946949152559, 0.1575381983050847, -0.1651184519774011, -0.81198524293785335, 0.13982324858757048, -0.29004285649717509, -0.030338880056497205, -0.14513718192090402, 0.16182742937853115, -0.45142532372881344, 0.088669566101694935, 0.41271922879096057, -0.21586537175141257, -0.021639847457627107, -0.15629109265536706, -0.64714541807909587, -0.10160367005649719, -0.2867815197740114, -0.12260793785310727, 0.087056267796610146, -0.020157214124293818, -0.0026769209039548105, -0.92840679096045242, 0.18015340090395474, 0.042064357627118652, 0.34801198587570625, -0.46500033280790976, 1.9634603333333325, 0.21681420847457622, -0.049098337853107347, -0.15366679887005658, 0.096795740112994369, 0.049913561581920889, 0.24013784293785312, 0.16067170508474576, 0.041594264011299432, -0.16726776101694918, -0.15645175141242929, -0.064752881355932226, -0.27717092378531066, 0.122960775141243, -0.038208979096045211, 0.22475740960451976, 0.0062116163841807971, 0.026555953672316411, -0.099721394350282364, 0.32402083050847458]"
2014/04/06,"[1.0, 1.0, 3.0, 1.0, 14.0, 17.0, 9.0, 1.0, 0.0, 0.0, 6.0, 17.0, 12.0, 8.0, 0.0, 1.0, 0.0, 7.0, 2.0, 5.0]","[-0.35478871672354939, 0.27579190784982938, -0.03012507440273034, 0.30022321569965887, 0.11351225426621143, -0.11312840307167238, -0.79969593515358395, 0.16650832423208187, -0.27383209863481212, -0.038774425494880548, -0.12562033549488055, 0.15081316382252571, -0.51301148566552901, 0.055936072354948858, 0.40482760477815716, -0.21515268259385667, 0.0011313993174061697, -0.18830935017064854, -0.59515417952218441, -0.060530504778156961, -0.28289568941979509, -0.061846365187713324, 0.087156344027303795, 0.0064547017064846427, -0.036455423208191097, -0.88013798976109214, 0.17868541918088726, -0.0084871421501706394, 0.29872206450511968, -0.48096543244709933, 1.841629819112629, 0.20032037849829359, -0.018795840273037535, -0.17390906757679184, 0.12098225802047771, 0.028578724232081919, 0.20388708327645061, 0.11892815426621166, 0.089077144470989716, -0.18704936109215048, -0.17673711945392495, -0.011659549488054593, -0.2283276055290103, -0.0067575085324231956, -0.062983229692832793, 0.20037766450511943, -0.0053501310580204766, -0.019787329010238913, -0.08348680614334468, 0.36120448703071661]"
2014/04/07,"[0.0, 1.0, 6.0, -1.0, 8.0, 2.0, 13.0, 1.0, 5.0, 0.0, 11.0, 6.0, 6.0, 6.0, 1.0, 1.0, 0.0, 6.0, 11.0, 5.0]","[-0.35866649460317457, 0.30467952746031751, -0.071055074920634953, 0.36728926984126975, 0.093591000634920526, -0.19556364857142872, -0.84412430476190459, 0.14871869523809528, -0.27649111682539651, -0.059317437904761884, -0.10540744190476189, 0.12683516190476188, -0.43420465682539672, 0.055120798095238108, 0.42597247492063484, -0.23018012380952374, -0.025032793650793656, -0.10530474000000001, -0.6911377987301589, -0.044739232380952405, -0.32830132063492057, -0.094163796825396828, 0.06774209555555559, -0.0079574114285714068, -0.049459844444444435, -0.82066979999999945, 0.24532155809523809, 0.01441075292063493, 0.31964723555555585, -0.5215890273460323, 1.7825088888888898, 0.23888130444444447, -0.053341252063491995, -0.12585677619047633, 0.12141036761904764, 0.063420058412698252, 0.204118580952381, 0.12246902285714287, 0.12580933352380952, -0.16919265142857162, -0.20077841269841279, -0.089424930158730181, -0.20919021904761906, 0.095558589206349312, -0.076551053333333383, 0.21913139873015872, 0.0071303022222222196, -0.019642456507936494, -0.087829541587301524, 0.29475993555555541]"
2014/04/08,"[1.0, 0.0, -7.0, 1.0, 3.0, 1.0, 13.0, 1.0, 1.0, 0.0, 4.0, 2.0, 2.0, 9.0, 1.0, 1.0, 0.0, 7.0, 9.0, 2.0]","[-0.44651435732484085, 0.3546692839171976, -0.012052863057324835, 0.45237655732484083, 0.1303647522292993, -0.14725745987261163, -0.9254554171974515, 0.20470131528662411, -0.33842557261146472, -0.093066379299362983, -0.11146878343949047, 0.12567911464968165, -0.50489144044585987, 0.091079888535031961, 0.41034320375796202, -0.28182704713375795, -0.07183739490445859, -0.25091795350318469, -0.72212374904458643, 0.057049742038216562, -0.32291887579617812, -0.14031063375796174, 0.026614361146496818, -0.098382427388535018, -0.13093100636942673, -0.7867030891719744, 0.30355788757961777, -0.078881563630573276, 0.28745144649681548, -0.5704212821656055, 1.7027871082802555, 0.21554909872611466, 0.012959652866242042, -0.12466114171974529, 0.11926916050955418, -0.011889841401273877, 0.21132623248407648, 0.093024732484076389, 0.15870616496815279, -0.18752350828025494, -0.2723061566878982, -0.070439531847133738, -0.2318297681528666, -0.067336222292993575, -0.10449173694267519, 0.20002278343949015, -0.041980917197452179, -0.12558725031847132, -0.12381762802547759, 0.374134998089172]"
2014/04/09,"[1.0, 1.0, 2.0, -1.0, 18.0, 14.0, 9.0, 0.0, 1.0, 0.0, 4.0, 15.0, 20.0, 9.0, 0.0, 0.0, 2.0, 9.0, 3.0, 1.0]","[-0.41953326588235346, 0.37542990941176485, 0.023169152941176486, 0.38658907450980362, 0.1708004980392156, -0.23608321333333376, -0.92943548235294071, 0.13109710588235315, -0.32262408117647051, -0.078215004313725495, -0.15827671019607831, 0.15060620631372562, -0.44011862196078416, 0.09674029333333338, 0.36121464227450967, -0.25011037882352954, -0.084401427450980351, -0.23232082784313726, -0.66517480470588275, 0.066169205490196087, -0.30464149411764707, -0.20664774901960786, 0.025996032549019606, -0.12403713960784335, -0.12607144705882339, -0.74739801568627495, 0.35690845411764666, -0.042417092392156873, 0.34238879607843159, -0.54604954117647153, 1.7813975686274486, 0.26751969372548989, 0.034627133333333338, -0.06107671372549018, 0.081735495686274556, -0.025516494901960778, 0.2284908666666669, 0.092596427450980387, 0.15965557098039201, -0.14038092980392169, -0.30853122431372554, -0.17392247468235289, -0.25881727921568654, 0.097837447058823482, -0.12016982117647053, 0.21138976078431354, -0.078995507450980412, -0.10241251137254906, -0.091622414509803921, 0.34086133137254904]"
2014/04/11,"[1.0, 0.0, -5.0, -1.0, 53.0, 40.0, 5.0, 0.0, 0.0, 0.0, 6.0, 48.0, 46.0, 6.0, 1.0, 2.0, 0.0, 11.0, 0.0, 5.0]","[-0.40334165056818205, 0.36247870909090929, 0.06902199431818172, 0.28547670284090892, 0.14067017329545464, -0.22195644062500025, -0.93030411647727218, 0.086872348863636331, -0.28082746136363618, -0.056350555397727285, -0.15308229488636346, 0.10189292193181818, -0.44092607954545476, 0.10444301931818177, 0.3528371545454545, -0.19646153749999995, -0.065100804261363582, -0.21566749857954565, -0.68035131931818149, 0.070863245738636352, -0.15768522301136359, -0.226059213068182, 0.019496226136363641, -0.027840121590909116, -0.14868175284090906, -0.86850192045454588, 0.28764145454545464, -0.026459267045454551, 0.32950973920454596, -0.42713317329545525, 1.960759144886361, 0.25848065511363622, 0.086960034090909188, -0.13921896562499991, 0.078282758522727328, -0.024594520454545455, 0.21909447727272732, 0.094513317329545432, 0.051345607670454547, -0.17695945085227294, -0.26654048778409095, -0.1253021996818181, -0.25845273039772754, 0.063080905681818192, -0.15505423352272743, 0.21464832500000017, -0.069429646022727276, -0.041005397727272665, -0.089599818465909059, 0.34153294298295439]"
2014/04/12,"[1.0, 0.0, -4.0, 1.0, 40.0, 29.0, 4.0, 0.0, 1.0, 0.0, 7.0, 34.0, 32.0, 9.0, 1.0, 0.0, 0.0, 3.0, 4.0, 0.0]","[-0.41603917473118296, 0.34988490806451628, 0.00600257365591398, 0.31389646989247288, 0.14189600806451608, -0.24021202768817218, -0.88733957258064522, 0.16306407956989272, -0.34264866263440841, -0.036668693548387102, -0.13307312150537626, 0.10048658951612903, -0.46651728494623668, 0.093452612903225846, 0.38792544193548328, -0.21091791881720412, -0.032357408064516147, -0.22287030537634425, -0.79514165053763408, 0.046014741397849487, -0.19277069677419353, -0.22706847849462383, 0.012624224731182805, -0.13099372903225806, -0.13382361290322584, -0.86920196505376401, 0.27413989274193545, -0.056529104838709696, 0.28429313682795754, -0.42036982803763495, 1.9721062043010738, 0.29212309327956981, 0.10854327419354846, -0.10897647392473114, 0.11433813172043013, -0.042688605913978488, 0.25272982903225832, 0.12193455107526881, 0.052867220430107512, -0.20887202795698914, -0.31759159247311819, -0.13667135806451611, -0.26725569946236583, 0.074368307526881727, -0.1770661413978496, 0.22280397150537659, -0.080926050000000069, -0.0150258279569892, -0.13300144747311834, 0.32948522274193537]"
2014/04/13,"[1.0, 1.0, 2.0, 1.0, 0.0, 2.0, 5.0, 0.0, 1.0, 0.0, 6.0, 2.0, 0.0, 9.0, 0.0, 1.0, 0.0, 13.0, 2.0, 4.0]","[-0.51582531428571432, 0.37819437142857132, -0.037350524423963118, 0.37608562211981533, 0.06814313364055298, -0.19747064884792651, -0.95254075529953897, 0.16179632718893994, -0.229390232718894, -0.14371740092165886, -0.11341633179723505, 0.11941011714285713, -0.4365431751152074, 0.077482234562211996, 0.26872867649769577, -0.22627138156682022, 0.037498654838709677, -0.2352362963133641, -0.87607379262672846, 0.079597780645161278, -0.27190690368663606, -0.24684887096774191, 0.037104099078341023, -0.076379947465437775, -0.24692541474654375, -0.75304174193548323, 0.39271048433179689, -0.11056845161290317, 0.32680057142857144, -0.54624669599078413, 1.8004772811059906, 0.25269097050691242, 0.048424313364055276, -0.13165453456221213, 0.16178759907834112, -0.029789592626728114, 0.29116690046082955, 0.056211000921658982, 0.18989950230414743, -0.1231934783410138, -0.31456699170506952, -0.20722589585253443, -0.23183476497695868, 0.088482294009216533, -0.14961137695852536, 0.277165421658986, -0.063224500460829447, -0.13601826313364054, -0.13682404912442395, 0.39066615345622091]"
2014/04/14,"[0.0, 0.0, -1.0, -1.0, 2.0, 3.0, 6.0, 1.0, 1.0, 0.0, 9.0, 2.0, 2.0, 9.0, 0.0, 1.0, 0.0, 4.0, 4.0, 5.0]","[-0.39413134213197976, 0.34472484060913677, 0.0051361878172588825, 0.3585146497461929, 0.15449134010152279, -0.16300381725888316, -0.83767877055837536, 0.22758532284263949, -0.29879434974619279, -0.048397766497461969, -0.12966213197969553, 0.15545097370558378, -0.47102804568527917, 0.15075835736040616, 0.27434955279187828, -0.24281015634517775, 0.045145886294416258, -0.2715474355329951, -0.79852393401015165, 0.021604670050761422, -0.29735311319796964, -0.24417389847715745, -0.0031654497461928951, -0.10372710964467, -0.09244539746192898, -0.77490295939086318, 0.33607387969543134, -0.13592725888324866, 0.30787021827411154, -0.45884986832487334, 1.8075239086294412, 0.21004312233502526, 0.082915654822335094, -0.044781615736040614, 0.12594903553299486, -0.019047425380710688, 0.23197890253807105, 0.16885642538071058, 0.1342589512690357, -0.12443940152284268, -0.26072853401015239, -0.096022031979695374, -0.28679831319796972, 0.10462816040609138, -0.1718182121827411, 0.24582032842639581, -0.028907773604060914, -0.24967552842639579, -0.16293054020304559, 0.32004936446700499]"
