articles,tweets,date_final,date_start,label,stats
"[4.26439232409e-05, 4.26439232409e-05, 4.26439232409e-05, 4.26439232409e-05, 4.26439232409e-05, 4.26439232409e-05, 4.26439232409e-05, 4.26439232409e-05, 0.997910447761, 4.26439232409e-05, 4.26439232409e-05, 4.26439232409e-05, 4.26439232409e-05, 4.26439232409e-05, 4.26439232409e-05, 4.26439232409e-05, 4.26439232409e-05, 4.26439232409e-05, 4.26439232409e-05, 4.26439232409e-05, 4.26439232409e-05, 4.26439232409e-05, 4.26439232409e-05, 4.26439232409e-05, 4.26439232409e-05, 4.26439232409e-05, 4.26439232409e-05, 4.26439232409e-05, 4.26439232409e-05, 4.26439232409e-05, 4.26439232409e-05, 4.26439232409e-05, 4.26439232409e-05, 4.26439232409e-05, 4.26439232409e-05, 4.26439232409e-05, 4.26439232409e-05, 4.26439232409e-05, 4.26439232409e-05, 4.26439232409e-05, 4.26439232409e-05, 4.26439232409e-05, 4.26439232409e-05, 4.26439232409e-05, 4.26439232409e-05, 4.26439232409e-05, 4.26439232409e-05, 4.26439232409e-05, 4.26439232409e-05, 4.26439232409e-05]","[3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 0.516635746131, 3.62976406534e-05, 0.13914699980999998, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 0.272883570384, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 0.06966399220530001, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05]",9/21/14,9/20/14,0,"[1, 67, 88, 6, 0, 1, 0, 12, 93, 61, 11, 1, 3, 0, 9, 2, 7, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2.14132762313e-05, 2.14132762313e-05, 2.14132762313e-05, 2.14132762313e-05, 2.14132762313e-05, 0.121399421573, 2.14132762313e-05, 2.14132762313e-05, 0.877572741168, 2.14132762313e-05, 2.14132762313e-05, 2.14132762313e-05, 2.14132762313e-05, 2.14132762313e-05, 2.14132762313e-05, 2.14132762313e-05, 2.14132762313e-05, 2.14132762313e-05, 2.14132762313e-05, 2.14132762313e-05, 2.14132762313e-05, 2.14132762313e-05, 2.14132762313e-05, 2.14132762313e-05, 2.14132762313e-05, 2.14132762313e-05, 2.14132762313e-05, 2.14132762313e-05, 2.14132762313e-05, 2.14132762313e-05, 2.14132762313e-05, 2.14132762313e-05, 2.14132762313e-05, 2.14132762313e-05, 2.14132762313e-05, 2.14132762313e-05, 2.14132762313e-05, 2.14132762313e-05, 2.14132762313e-05, 2.14132762313e-05, 2.14132762313e-05, 2.14132762313e-05, 2.14132762313e-05, 2.14132762313e-05, 2.14132762313e-05, 2.14132762313e-05, 2.14132762313e-05, 2.14132762313e-05, 2.14132762313e-05, 2.14132762313e-05]","[3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 0.9984923076919999, 3.07692307692e-05, 3.07692307696e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05]",9/22/14,9/21/14,0,"[0, 68, 88, 12, 0, 2, 1, 8, 93, 62, 6, 0, 0, 1, 8, 3, 2, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"[5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 0.690743835713, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 0.306582069579, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05]","[2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 0.938387512529, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 0.0605326224541, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05]",9/23/14,9/22/14,1,"[0, 93, 63, 1, 1, 0, 0, 7, 81, 75, 8, 0, 1, 2, 11, 0, 5, -1, -5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"[3.9603960396e-05, 3.9603960396e-05, 3.9603960396e-05, 3.9603960396e-05, 3.9603960396e-05, 0.0047927731128, 3.9603960396e-05, 3.9603960396e-05, 0.856391783865, 3.9603960396e-05, 3.9603960396e-05, 3.9603960396e-05, 3.9603960396e-05, 3.9603960396e-05, 3.9603960396e-05, 3.9603960396e-05, 3.9603960396e-05, 3.9603960396e-05, 3.9603960396e-05, 3.9603960396e-05, 3.9603960396e-05, 3.9603960396e-05, 3.9603960396e-05, 3.9603960396e-05, 3.9603960396e-05, 3.9603960396e-05, 3.9603960396e-05, 3.9603960396e-05, 0.0409413706079, 3.9603960396e-05, 3.9603960396e-05, 3.9603960396e-05, 3.9603960396e-05, 3.9603960396e-05, 0.0960522902365, 3.9603960396e-05, 3.9603960396e-05, 3.9603960396e-05, 3.9603960396e-05, 3.9603960396e-05, 3.9603960396e-05, 3.9603960396e-05, 3.9603960396e-05, 3.9603960396e-05, 3.9603960396e-05, 3.9603960396e-05, 3.9603960396e-05, 3.9603960396e-05, 3.9603960396e-05, 3.9603960396e-05]","[2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 0.9990091001010001, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05]",9/24/14,9/23/14,1,"[1, 94, 63, 17, 0, 3, 0, 7, 81, 76, 6, 0, 1, 1, 11, 5, 4, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"[3.44827586207e-05, 3.44827586207e-05, 3.44827586207e-05, 3.44827586207e-05, 3.44827586207e-05, 0.193012926025, 3.44827586207e-05, 3.44827586207e-05, 0.622192703202, 3.44827586207e-05, 3.44827586207e-05, 3.44827586207e-05, 3.44827586207e-05, 3.44827586207e-05, 3.44827586207e-05, 3.44827586207e-05, 3.44827586207e-05, 3.44827586207e-05, 3.44827586207e-05, 3.44827586207e-05, 3.44827586207e-05, 3.44827586207e-05, 3.44827586207e-05, 3.44827586207e-05, 3.44827586207e-05, 3.44827586207e-05, 3.44827586207e-05, 3.44827586207e-05, 0.0542732373955, 3.44827586207e-05, 3.44827586207e-05, 3.44827586207e-05, 3.44827586207e-05, 3.44827586207e-05, 0.12893492648, 3.44827586207e-05, 3.44827586207e-05, 3.44827586207e-05, 3.44827586207e-05, 3.44827586207e-05, 3.44827586207e-05, 3.44827586207e-05, 3.44827586207e-05, 3.44827586207e-05, 3.44827586207e-05, 3.44827586207e-05, 3.44827586207e-05, 3.44827586207e-05, 3.44827586207e-05, 3.44827586207e-05]","[7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 0.9996272346899999, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06]",9/25/14,9/24/14,0,"[1, 95, 63, 15, 0, 0, 0, 10, 81, 77, 9, 0, 3, 0, 7, 9, 5, -1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"[1.87090739008e-05, 1.87090739008e-05, 1.87090739008e-05, 1.87090739008e-05, 1.87090739008e-05, 0.150329343057, 1.87090739008e-05, 0.566767555489, 0.193473945242, 1.87090739008e-05, 1.87090739008e-05, 1.87090739008e-05, 1.87090739008e-05, 1.87090739008e-05, 1.87090739008e-05, 1.87090739008e-05, 1.87090739008e-05, 1.87090739008e-05, 1.87090739008e-05, 1.87090739008e-05, 1.87090739008e-05, 1.87090739008e-05, 1.87090739008e-05, 1.87090739008e-05, 1.87090739008e-05, 1.87090739008e-05, 1.87090739008e-05, 1.87090739008e-05, 0.0885685388117, 1.87090739008e-05, 1.87090739008e-05, 1.87090739008e-05, 1.87090739008e-05, 1.87090739008e-05, 1.87090739008e-05, 1.87090739008e-05, 1.87090739008e-05, 1.87090739008e-05, 1.87090739008e-05, 1.87090739008e-05, 1.87090739008e-05, 1.87090739008e-05, 1.87090739008e-05, 1.87090739008e-05, 1.87090739008e-05, 1.87090739008e-05, 1.87090739008e-05, 1.87090739008e-05, 1.87090739008e-05, 1.87090739008e-05]","[2.40963855422e-05, 0.024486115520200004, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 0.130909746078, 0.826937865114, 2.40963855422e-05, 0.0165578395523, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05]",9/26/14,9/25/14,0,"[0, 95, 64, 5, 3, 4, 0, 7, 82, 77, 6, 1, 0, 0, 11, 5, 6, -1, -1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"[1.5503875969e-05, 1.5503875969e-05, 1.5503875969e-05, 1.5503875969e-05, 1.5503875969e-05, 0.0176814842249, 1.5503875969e-05, 0.0507136704108, 0.413153624019, 1.5503875969e-05, 1.5503875969e-05, 1.5503875969e-05, 1.5503875969e-05, 1.5503875969e-05, 1.5503875969e-05, 1.5503875969e-05, 1.5503875969e-05, 1.5503875969e-05, 1.5503875969e-05, 1.5503875969e-05, 1.5503875969e-05, 1.5503875969e-05, 1.5503875969e-05, 1.5503875969e-05, 1.5503875969e-05, 1.5503875969e-05, 1.5503875969e-05, 1.5503875969e-05, 0.51773804305, 1.5503875969e-05, 1.5503875969e-05, 1.5503875969e-05, 1.5503875969e-05, 1.5503875969e-05, 1.5503875969e-05, 1.5503875969e-05, 1.5503875969e-05, 1.5503875969e-05, 1.5503875969e-05, 1.5503875969e-05, 1.5503875969e-05, 1.5503875969e-05, 1.5503875969e-05, 1.5503875969e-05, 1.5503875969e-05, 1.5503875969e-05, 1.5503875969e-05, 1.5503875969e-05, 1.5503875969e-05, 1.5503875969e-05]","[4.92610837439e-05, 0.0362741898665, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 0.237966213406, 0.589073404708, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 0.0559328081508, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 0.0576419526229, 4.92610837439e-05, 4.92610837439e-05, 0.020943943561200003, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05]",9/27/14,9/26/14,0,"[0, 95, 65, 6, 1, 0, 1, 6, 82, 78, 12, 1, 0, 0, 12, 2, 4, -1, -2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2.49376558604e-05, 2.49376558604e-05, 2.49376558604e-05, 2.49376558604e-05, 2.49376558604e-05, 0.079340745438, 2.49376558604e-05, 2.49376558604e-05, 0.164085614271, 2.49376558604e-05, 2.49376558604e-05, 2.49376558604e-05, 2.49376558604e-05, 2.49376558604e-05, 2.49376558604e-05, 2.49376558604e-05, 2.49376558604e-05, 2.49376558604e-05, 2.49376558604e-05, 2.49376558604e-05, 2.49376558604e-05, 2.49376558604e-05, 2.49376558604e-05, 2.49376558604e-05, 2.49376558604e-05, 2.49376558604e-05, 2.49376558604e-05, 2.49376558604e-05, 0.755401570466, 2.49376558604e-05, 2.49376558604e-05, 2.49376558604e-05, 2.49376558604e-05, 2.49376558604e-05, 2.49376558604e-05, 2.49376558604e-05, 2.49376558604e-05, 2.49376558604e-05, 2.49376558604e-05, 2.49376558604e-05, 2.49376558604e-05, 2.49376558604e-05, 2.49376558604e-05, 2.49376558604e-05, 2.49376558604e-05, 2.49376558604e-05, 2.49376558604e-05, 2.49376558604e-05, 2.49376558604e-05, 2.49376558604e-05]","[2.71002710027e-05, 0.08976347764730001, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 0.14429600916500002, 0.742702256558, 2.71002710027e-05, 0.021991644163099996, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05]",9/28/14,9/27/14,1,"[0, 95, 66, 4, 3, 1, 0, 3, 83, 78, 6, 0, 0, 1, 5, 2, 4, -1, -2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[9.14913083257e-06, 9.14913083257e-06, 9.14913083257e-06, 9.14913083257e-06, 9.14913083257e-06, 9.14913083257e-06, 9.14913083257e-06, 9.14913083257e-06, 0.610603998576, 9.14913083257e-06, 9.14913083257e-06, 9.14913083257e-06, 9.14913083257e-06, 9.14913083257e-06, 9.14913083257e-06, 9.14913083257e-06, 9.14913083257e-06, 9.14913083257e-06, 9.14913083257e-06, 9.14913083257e-06, 9.14913083257e-06, 9.14913083257e-06, 9.14913083257e-06, 9.14913083257e-06, 9.14913083257e-06, 9.14913083257e-06, 9.14913083257e-06, 9.14913083257e-06, 0.182627070618, 9.14913083257e-06, 9.14913083257e-06, 9.14913083257e-06, 9.14913083257e-06, 9.14913083257e-06, 0.206338921658, 9.14913083257e-06, 9.14913083257e-06, 9.14913083257e-06, 9.14913083257e-06, 9.14913083257e-06, 9.14913083257e-06, 9.14913083257e-06, 9.14913083257e-06, 9.14913083257e-06, 9.14913083257e-06, 9.14913083257e-06, 9.14913083257e-06, 9.14913083257e-06, 9.14913083257e-06, 9.14913083257e-06]","[2.5492372040009994e-05, 0.15893514352725, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 0.770131930371, 2.5492372040009994e-05, 0.024953678085905758, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 0.04480659890176974, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05]",10/2/14,9/28/14,1,"[1, 96, 66, 5, 1, 1, 0, 8, 83, 79, 6, 0, 0, 1, 4, 1, 0, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[3.125e-05, 3.125e-05, 3.125e-05, 3.125e-05, 3.125e-05, 0.257754191489, 3.125e-05, 0.161183883324, 0.413963310442, 3.125e-05, 3.125e-05, 3.125e-05, 3.125e-05, 3.125e-05, 3.125e-05, 3.125e-05, 3.125e-05, 3.125e-05, 3.125e-05, 3.125e-05, 3.125e-05, 3.125e-05, 3.125e-05, 3.125e-05, 3.125e-05, 3.125e-05, 3.125e-05, 3.125e-05, 3.125e-05, 3.125e-05, 3.125e-05, 3.125e-05, 3.125e-05, 3.125e-05, 0.165661114745, 3.125e-05, 3.125e-05, 3.125e-05, 3.125e-05, 3.125e-05, 3.125e-05, 3.125e-05, 3.125e-05, 3.125e-05, 3.125e-05, 3.125e-05, 3.125e-05, 3.125e-05, 3.125e-05, 3.125e-05]","[3.69480879365e-06, 0.072296672744, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 0.927525976434, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06]",10/3/14,10/2/14,1,"[1, 0, 1, 8, 2, 3, 0, 6, 1, 0, 12, 0, 2, 1, 10, 3, 12, 1, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
