articles,tweets,date_final,date_start,label,stats
"[8.51063829787e-05, 8.51063829787e-05, 8.51063829787e-05, 8.51063829787e-05, 8.51063829787e-05, 8.51063829787e-05, 8.51063829787e-05, 8.51063829787e-05, 0.647925484042, 8.51063829787e-05, 8.51063829787e-05, 8.51063829787e-05, 8.51063829787e-05, 8.51063829787e-05, 8.51063829787e-05, 8.51063829787e-05, 8.51063829787e-05, 8.51063829787e-05, 8.51063829787e-05, 8.51063829787e-05, 8.51063829787e-05, 8.51063829787e-05, 8.51063829787e-05, 8.51063829787e-05, 8.51063829787e-05, 8.51063829787e-05, 8.51063829787e-05, 8.51063829787e-05, 8.51063829787e-05, 8.51063829787e-05, 8.51063829787e-05, 8.51063829787e-05, 8.51063829787e-05, 8.51063829787e-05, 0.347989409575, 8.51063829787e-05, 8.51063829787e-05, 8.51063829787e-05, 8.51063829787e-05, 8.51063829787e-05, 8.51063829787e-05, 8.51063829787e-05, 8.51063829787e-05, 8.51063829787e-05, 8.51063829787e-05, 8.51063829787e-05, 8.51063829787e-05, 8.51063829787e-05, 8.51063829787e-05, 8.51063829787e-05]","[3.28947368421e-05, 3.28947368421e-05, 3.28947368421e-05, 3.28947368421e-05, 3.28947368421e-05, 3.28947368421e-05, 3.28947368421e-05, 3.28947368421e-05, 3.28947368421e-05, 0.840902511721, 3.28947368421e-05, 3.28947368421e-05, 3.28947368421e-05, 3.28947368421e-05, 3.28947368421e-05, 3.28947368421e-05, 0.13748999873099998, 3.28947368421e-05, 3.28947368421e-05, 3.28947368421e-05, 3.28947368421e-05, 3.28947368421e-05, 3.28947368421e-05, 3.28947368421e-05, 3.28947368421e-05, 0.020061436916200003, 3.28947368421e-05, 3.28947368421e-05, 3.28947368421e-05, 3.28947368421e-05, 3.28947368421e-05, 3.28947368421e-05, 3.28947368421e-05, 3.28947368421e-05, 3.28947368421e-05, 3.28947368421e-05, 3.28947368421e-05, 3.28947368421e-05, 3.28947368421e-05, 3.28947368421e-05, 3.28947368421e-05, 3.28947368421e-05, 3.28947368421e-05, 3.28947368421e-05, 3.28947368421e-05, 3.28947368421e-05, 3.28947368421e-05, 3.28947368421e-05, 3.28947368421e-05, 3.28947368421e-05]",5/16/15,5/15/15,0,"[0, 18, 17, 7, 1, 1, 0, 6, 15, 18, 5, 1, 1, 0, 7, 3, 1, 1, -2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[4.95049504951e-05, 4.95049504951e-05, 4.95049504951e-05, 4.95049504951e-05, 4.95049504951e-05, 0.539312915839, 4.95049504951e-05, 4.95049504951e-05, 0.458310846538, 4.95049504951e-05, 4.95049504951e-05, 4.95049504951e-05, 4.95049504951e-05, 4.95049504951e-05, 4.95049504951e-05, 4.95049504951e-05, 4.95049504951e-05, 4.95049504951e-05, 4.95049504951e-05, 4.95049504951e-05, 4.95049504951e-05, 4.95049504951e-05, 4.95049504951e-05, 4.95049504951e-05, 4.95049504951e-05, 4.95049504951e-05, 4.95049504951e-05, 4.95049504951e-05, 4.95049504951e-05, 4.95049504951e-05, 4.95049504951e-05, 4.95049504951e-05, 4.95049504951e-05, 4.95049504951e-05, 4.95049504951e-05, 4.95049504951e-05, 4.95049504951e-05, 4.95049504951e-05, 4.95049504951e-05, 4.95049504951e-05, 4.95049504951e-05, 4.95049504951e-05, 4.95049504951e-05, 4.95049504951e-05, 4.95049504951e-05, 4.95049504951e-05, 4.95049504951e-05, 4.95049504951e-05, 4.95049504951e-05, 4.95049504951e-05]","[3.46620450607e-05, 3.46620450607e-05, 3.46620450607e-05, 3.46620450607e-05, 3.46620450607e-05, 3.46620450607e-05, 3.46620450607e-05, 3.46620450607e-05, 3.46620450607e-05, 0.572304332063, 3.46620450607e-05, 3.46620450607e-05, 3.46620450607e-05, 3.46620450607e-05, 3.46620450607e-05, 3.46620450607e-05, 3.46620450607e-05, 3.46620450607e-05, 0.025906484743499998, 3.46620450607e-05, 3.46620450607e-05, 3.46620450607e-05, 3.46620450607e-05, 3.46620450607e-05, 0.400160067075, 3.46620450607e-05, 3.46620450607e-05, 3.46620450607e-05, 3.46620450607e-05, 3.46620450607e-05, 3.46620450607e-05, 3.46620450607e-05, 3.46620450607e-05, 3.46620450607e-05, 3.46620450607e-05, 3.46620450607e-05, 3.46620450607e-05, 3.46620450607e-05, 3.46620450607e-05, 3.46620450607e-05, 3.46620450607e-05, 3.46620450607e-05, 3.46620450607e-05, 3.46620450607e-05, 3.46620450607e-05, 3.46620450607e-05, 3.46620450607e-05, 3.46620450607e-05, 3.46620450607e-05, 3.46620450607e-05]",5/17/15,5/16/15,1,"[0, 19, 17, 13, 0, 2, 0, 9, 15, 19, 3, 0, 1, 0, 7, 6, 1, 1, -5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1.49142431022e-05, 1.49142431022e-05, 1.49142431022e-05, 1.49142431022e-05, 1.49142431022e-05, 1.49142431022e-05, 1.49142431022e-05, 1.49142431022e-05, 0.792854633739, 1.49142431022e-05, 1.49142431022e-05, 1.49142431022e-05, 1.49142431022e-05, 1.49142431022e-05, 1.49142431022e-05, 1.49142431022e-05, 1.49142431022e-05, 1.49142431022e-05, 1.49142431022e-05, 1.49142431022e-05, 1.49142431022e-05, 1.49142431022e-05, 1.49142431022e-05, 1.49142431022e-05, 1.49142431022e-05, 1.49142431022e-05, 1.49142431022e-05, 1.49142431022e-05, 1.49142431022e-05, 1.49142431022e-05, 1.49142431022e-05, 1.49142431022e-05, 1.49142431022e-05, 1.49142431022e-05, 0.206429482592, 1.49142431022e-05, 1.49142431022e-05, 1.49142431022e-05, 1.49142431022e-05, 1.49142431022e-05, 1.49142431022e-05, 1.49142431022e-05, 1.49142431022e-05, 1.49142431022e-05, 1.49142431022e-05, 1.49142431022e-05, 1.49142431022e-05, 1.49142431022e-05, 1.49142431022e-05, 1.49142431022e-05]","[3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 0.835234098785, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 0.0896426437665, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 0.054035196112, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 0.019681333507900002, 3.05810397554e-05]",5/19/15,5/17/15,1,"[1, 19, 18, 6, 0, 0, 0, 7, 16, 19, 7, 0, 0, 0, 9, 0, 3, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2.08550573514e-05, 2.08550573514e-05, 2.08550573514e-05, 2.08550573514e-05, 2.08550573514e-05, 0.177912862018, 2.08550573514e-05, 2.08550573514e-05, 0.518727736851, 2.08550573514e-05, 2.08550573514e-05, 2.08550573514e-05, 2.08550573514e-05, 2.08550573514e-05, 2.08550573514e-05, 2.08550573514e-05, 2.08550573514e-05, 2.08550573514e-05, 2.08550573514e-05, 2.08550573514e-05, 2.08550573514e-05, 2.08550573514e-05, 2.08550573514e-05, 2.08550573514e-05, 2.08550573514e-05, 2.08550573514e-05, 2.08550573514e-05, 2.08550573514e-05, 2.08550573514e-05, 2.08550573514e-05, 2.08550573514e-05, 2.08550573514e-05, 2.08550573514e-05, 2.08550573514e-05, 0.302379213435, 2.08550573514e-05, 2.08550573514e-05, 2.08550573514e-05, 2.08550573514e-05, 2.08550573514e-05, 2.08550573514e-05, 2.08550573514e-05, 2.08550573514e-05, 2.08550573514e-05, 2.08550573514e-05, 2.08550573514e-05, 2.08550573514e-05, 2.08550573514e-05, 2.08550573514e-05, 2.08550573514e-05]","[3.10559006211e-05, 3.10559006211e-05, 3.10559006211e-05, 3.10559006211e-05, 3.10559006211e-05, 3.10559006211e-05, 3.10559006211e-05, 3.10559006211e-05, 3.10559006211e-05, 0.724685877523, 3.10559006211e-05, 3.10559006211e-05, 3.10559006211e-05, 3.10559006211e-05, 3.10559006211e-05, 0.0190915634175, 0.029210603522099997, 3.10559006211e-05, 0.0874304144094, 3.10559006211e-05, 3.10559006211e-05, 3.10559006211e-05, 3.10559006211e-05, 3.10559006211e-05, 0.0771018843924, 3.10559006211e-05, 3.10559006211e-05, 3.10559006211e-05, 3.10559006211e-05, 3.10559006211e-05, 3.10559006211e-05, 3.10559006211e-05, 0.0147628747658, 3.10559006211e-05, 3.10559006211e-05, 3.10559006211e-05, 3.10559006211e-05, 3.10559006211e-05, 3.10559006211e-05, 3.10559006211e-05, 3.10559006211e-05, 3.10559006211e-05, 3.10559006211e-05, 3.10559006211e-05, 3.10559006211e-05, 3.10559006211e-05, 3.10559006211e-05, 3.10559006211e-05, 0.0463813782431, 3.10559006211e-05]",5/20/15,5/19/15,0,"[1, 17, 21, 6, 1, 2, 0, 6, 17, 19, 13, 0, 1, 2, 9, 4, 9, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2.86532951289e-05, 2.86532951289e-05, 2.86532951289e-05, 2.86532951289e-05, 2.86532951289e-05, 0.527876070765, 2.86532951289e-05, 2.86532951289e-05, 0.0276706343252, 2.86532951289e-05, 2.86532951289e-05, 2.86532951289e-05, 2.86532951289e-05, 2.86532951289e-05, 2.86532951289e-05, 2.86532951289e-05, 2.86532951289e-05, 2.86532951289e-05, 2.86532951289e-05, 2.86532951289e-05, 2.86532951289e-05, 2.86532951289e-05, 2.86532951289e-05, 2.86532951289e-05, 2.86532951289e-05, 2.86532951289e-05, 2.86532951289e-05, 2.86532951289e-05, 0.0384224225523, 2.86532951289e-05, 2.86532951289e-05, 2.86532951289e-05, 2.86532951289e-05, 2.86532951289e-05, 0.404712820781, 2.86532951289e-05, 2.86532951289e-05, 2.86532951289e-05, 2.86532951289e-05, 2.86532951289e-05, 2.86532951289e-05, 2.86532951289e-05, 2.86532951289e-05, 2.86532951289e-05, 2.86532951289e-05, 2.86532951289e-05, 2.86532951289e-05, 2.86532951289e-05, 2.86532951289e-05, 2.86532951289e-05]","[2.94117647059e-05, 2.94117647059e-05, 2.94117647059e-05, 2.94117647059e-05, 2.94117647059e-05, 2.94117647059e-05, 2.94117647059e-05, 2.94117647059e-05, 2.94117647059e-05, 0.913887198099, 2.94117647059e-05, 2.94117647059e-05, 2.94117647059e-05, 2.94117647059e-05, 2.94117647059e-05, 2.94117647059e-05, 2.94117647059e-05, 2.94117647059e-05, 2.94117647059e-05, 2.94117647059e-05, 2.94117647059e-05, 2.94117647059e-05, 2.94117647059e-05, 2.94117647059e-05, 2.94117647059e-05, 0.028480774754499998, 2.94117647059e-05, 2.94117647059e-05, 2.94117647059e-05, 2.94117647059e-05, 2.94117647059e-05, 2.94117647059e-05, 0.0214391131518, 2.94117647059e-05, 2.94117647059e-05, 2.94117647059e-05, 2.94117647059e-05, 2.94117647059e-05, 2.94117647059e-05, 2.94117647059e-05, 2.94117647059e-05, 2.94117647059e-05, 2.94117647059e-05, 2.94117647059e-05, 2.94117647059e-05, 2.94117647059e-05, 2.94117647059e-05, 2.94117647059e-05, 0.034839972818400004, 2.94117647059e-05]",5/21/15,5/20/15,1,"[0, 18, 21, 12, 0, 1, 0, 6, 17, 20, 10, 0, 0, 0, 6, 4, 2, 1, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[3.6563071298e-05, 3.6563071298e-05, 3.6563071298e-05, 3.6563071298e-05, 3.6563071298e-05, 0.374716467964, 3.6563071298e-05, 3.6563071298e-05, 0.623528504614, 3.6563071298e-05, 3.6563071298e-05, 3.6563071298e-05, 3.6563071298e-05, 3.6563071298e-05, 3.6563071298e-05, 3.6563071298e-05, 3.6563071298e-05, 3.6563071298e-05, 3.6563071298e-05, 3.6563071298e-05, 3.6563071298e-05, 3.6563071298e-05, 3.6563071298e-05, 3.6563071298e-05, 3.6563071298e-05, 3.6563071298e-05, 3.6563071298e-05, 3.6563071298e-05, 3.6563071298e-05, 3.6563071298e-05, 3.6563071298e-05, 3.6563071298e-05, 3.6563071298e-05, 3.6563071298e-05, 3.6563071298e-05, 3.6563071298e-05, 3.6563071298e-05, 3.6563071298e-05, 3.6563071298e-05, 3.6563071298e-05, 3.6563071298e-05, 3.6563071298e-05, 3.6563071298e-05, 3.6563071298e-05, 3.6563071298e-05, 3.6563071298e-05, 3.6563071298e-05, 3.6563071298e-05, 3.6563071298e-05, 3.6563071298e-05]","[3.49040139616e-05, 3.49040139616e-05, 3.49040139616e-05, 3.49040139616e-05, 3.49040139616e-05, 3.49040139616e-05, 3.49040139616e-05, 3.49040139616e-05, 3.49040139616e-05, 0.934231843035, 3.49040139616e-05, 3.49040139616e-05, 3.49040139616e-05, 3.49040139616e-05, 3.49040139616e-05, 3.49040139616e-05, 3.49040139616e-05, 3.49040139616e-05, 0.0388800170449, 3.49040139616e-05, 3.49040139616e-05, 3.49040139616e-05, 3.49040139616e-05, 3.49040139616e-05, 3.49040139616e-05, 3.49040139616e-05, 3.49040139616e-05, 3.49040139616e-05, 3.49040139616e-05, 0.0252476512642, 3.49040139616e-05, 3.49040139616e-05, 3.49040139616e-05, 3.49040139616e-05, 3.49040139616e-05, 3.49040139616e-05, 3.49040139616e-05, 3.49040139616e-05, 3.49040139616e-05, 3.49040139616e-05, 3.49040139616e-05, 3.49040139616e-05, 3.49040139616e-05, 3.49040139616e-05, 3.49040139616e-05, 3.49040139616e-05, 3.49040139616e-05, 3.49040139616e-05, 3.49040139616e-05, 3.49040139616e-05]",5/22/15,5/21/15,1,"[1, 18, 22, 10, 1, 0, 1, 10, 18, 20, 6, 1, 1, 1, 12, 4, 5, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02]","[2.19538968167e-05, 0.00536654161393, 2.19538968167e-05, 2.19538968167e-05, 2.19538968167e-05, 2.19538968167e-05, 2.19538968167e-05, 2.19538968167e-05, 2.19538968167e-05, 0.646719756623, 2.19538968167e-05, 2.19538968167e-05, 2.19538968167e-05, 2.19538968167e-05, 2.19538968167e-05, 2.19538968167e-05, 2.19538968167e-05, 2.19538968167e-05, 2.19538968167e-05, 2.19538968167e-05, 2.19538968167e-05, 2.19538968167e-05, 2.19538968167e-05, 2.19538968167e-05, 0.284897522889, 0.062006299620000004, 2.19538968167e-05, 2.19538968167e-05, 2.19538968167e-05, 2.19538968167e-05, 2.19538968167e-05, 2.19538968167e-05, 2.19538968167e-05, 2.19538968167e-05, 2.19538968167e-05, 2.19538968167e-05, 2.19538968167e-05, 2.19538968167e-05, 2.19538968167e-05, 2.19538968167e-05, 2.19538968167e-05, 2.19538968167e-05, 2.19538968167e-05, 2.19538968167e-05, 2.19538968167e-05, 2.19538968167e-05, 2.19538968167e-05, 2.19538968167e-05, 2.19538968167e-05, 2.19538968167e-05]",5/23/15,5/22/15,0,"[1, 19, 20, 11, 1, 0, 0, 6, 16, 27, 14, 1, 1, 4, 6, 8, 5, -1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2.54777070064e-05, 2.54777070064e-05, 2.54777070064e-05, 2.54777070064e-05, 2.54777070064e-05, 0.0761462697137, 2.54777070064e-05, 2.54777070064e-05, 0.859546732557, 2.54777070064e-05, 2.54777070064e-05, 2.54777070064e-05, 2.54777070064e-05, 2.54777070064e-05, 2.54777070064e-05, 2.54777070064e-05, 2.54777070064e-05, 2.54777070064e-05, 2.54777070064e-05, 2.54777070064e-05, 2.54777070064e-05, 2.54777070064e-05, 2.54777070064e-05, 2.54777070064e-05, 2.54777070064e-05, 2.54777070064e-05, 2.54777070064e-05, 2.54777070064e-05, 2.54777070064e-05, 2.54777070064e-05, 2.54777070064e-05, 2.54777070064e-05, 2.54777070064e-05, 2.54777070064e-05, 0.0631095454998, 2.54777070064e-05, 2.54777070064e-05, 2.54777070064e-05, 2.54777070064e-05, 2.54777070064e-05, 2.54777070064e-05, 2.54777070064e-05, 2.54777070064e-05, 2.54777070064e-05, 2.54777070064e-05, 2.54777070064e-05, 2.54777070064e-05, 2.54777070064e-05, 2.54777070064e-05, 2.54777070064e-05]","[3.40715502555e-05, 3.40715502555e-05, 3.40715502555e-05, 3.40715502555e-05, 3.40715502555e-05, 3.40715502555e-05, 3.40715502555e-05, 3.40715502555e-05, 0.0221910300748, 0.752721392014, 3.40715502555e-05, 3.40715502555e-05, 3.40715502555e-05, 3.40715502555e-05, 3.40715502555e-05, 3.40715502555e-05, 0.042035044636199996, 3.40715502555e-05, 0.050388474262300004, 3.40715502555e-05, 3.40715502555e-05, 3.40715502555e-05, 3.40715502555e-05, 3.40715502555e-05, 0.131130839251, 3.40715502555e-05, 3.40715502555e-05, 3.40715502555e-05, 3.40715502555e-05, 3.40715502555e-05, 3.40715502555e-05, 3.40715502555e-05, 3.40715502555e-05, 3.40715502555e-05, 3.40715502555e-05, 3.40715502555e-05, 3.40715502555e-05, 3.40715502555e-05, 3.40715502555e-05, 3.40715502555e-05, 3.40715502555e-05, 3.40715502555e-05, 3.40715502555e-05, 3.40715502555e-05, 3.40715502555e-05, 3.40715502555e-05, 3.40715502555e-05, 3.40715502555e-05, 3.40715502555e-05, 3.40715502555e-05]",5/24/15,5/23/15,0,"[0, 19, 21, 9, 1, 0, 0, 10, 17, 27, 7, 0, 0, 1, 15, 0, 1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[0.000152671755725, 0.000152671755725, 0.000152671755725, 0.000152671755725, 0.000152671755725, 0.992519083969, 0.000152671755725, 0.000152671755725, 0.000152671755725, 0.000152671755725, 0.000152671755725, 0.000152671755725, 0.000152671755725, 0.000152671755725, 0.000152671755725, 0.000152671755725, 0.000152671755725, 0.000152671755725, 0.000152671755725, 0.000152671755725, 0.000152671755725, 0.000152671755725, 0.000152671755725, 0.000152671755725, 0.000152671755725, 0.000152671755725, 0.000152671755725, 0.000152671755725, 0.000152671755725, 0.000152671755725, 0.000152671755725, 0.000152671755725, 0.000152671755725, 0.000152671755725, 0.000152671755725, 0.000152671755725, 0.000152671755725, 0.000152671755725, 0.000152671755725, 0.000152671755725, 0.000152671755725, 0.000152671755725, 0.000152671755725, 0.000152671755725, 0.000152671755725, 0.000152671755725, 0.000152671755725, 0.000152671755725, 0.000152671755725, 0.000152671755725]","[2.91545189504e-05, 2.91545189504e-05, 2.91545189504e-05, 2.91545189504e-05, 2.91545189504e-05, 2.91545189504e-05, 2.91545189504e-05, 2.91545189504e-05, 2.91545189504e-05, 0.9153533987829999, 2.91545189504e-05, 2.91545189504e-05, 2.91545189504e-05, 2.91545189504e-05, 2.91545189504e-05, 2.91545189504e-05, 2.91545189504e-05, 2.91545189504e-05, 0.022584964619, 2.91545189504e-05, 2.91545189504e-05, 2.91545189504e-05, 2.91545189504e-05, 2.91545189504e-05, 0.0189417533465, 0.04177877537980001, 2.91545189504e-05, 2.91545189504e-05, 2.91545189504e-05, 2.91545189504e-05, 2.91545189504e-05, 2.91545189504e-05, 2.91545189504e-05, 2.91545189504e-05, 2.91545189504e-05, 2.91545189504e-05, 2.91545189504e-05, 2.91545189504e-05, 2.91545189504e-05, 2.91545189504e-05, 2.91545189504e-05, 2.91545189504e-05, 2.91545189504e-05, 2.91545189504e-05, 2.91545189504e-05, 2.91545189504e-05, 2.91545189504e-05, 2.91545189504e-05, 2.91545189504e-05, 2.91545189504e-05]",5/25/15,5/24/15,1,"[0, 19, 22, 6, 0, 0, 0, 6, 18, 27, 11, 0, 1, 0, 4, 2, 5, -1, -3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 0.472875583005, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 0.524450322288, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05, 5.57103064067e-05]","[2.28832951945e-05, 2.28832951945e-05, 2.28832951945e-05, 2.28832951945e-05, 2.28832951945e-05, 2.28832951945e-05, 2.28832951945e-05, 2.28832951945e-05, 2.28832951945e-05, 0.969109356504, 2.28832951945e-05, 2.28832951945e-05, 2.28832951945e-05, 2.28832951945e-05, 2.28832951945e-05, 2.28832951945e-05, 2.28832951945e-05, 2.28832951945e-05, 0.0297922453265, 2.28832951945e-05, 2.28832951945e-05, 2.28832951945e-05, 2.28832951945e-05, 2.28832951945e-05, 2.28832951945e-05, 2.28832951945e-05, 2.28832951945e-05, 2.28832951945e-05, 2.28832951945e-05, 2.28832951945e-05, 2.28832951945e-05, 2.28832951945e-05, 2.28832951945e-05, 2.28832951945e-05, 2.28832951945e-05, 2.28832951945e-05, 2.28832951945e-05, 2.28832951945e-05, 2.28832951945e-05, 2.28832951945e-05, 2.28832951945e-05, 2.28832951945e-05, 2.28832951945e-05, 2.28832951945e-05, 2.28832951945e-05, 2.28832951945e-05, 2.28832951945e-05, 2.28832951945e-05, 2.28832951945e-05, 2.28832951945e-05]",5/26/15,5/25/15,0,"[1, 29, 17, 11, 0, 1, 0, 3, 20, 22, 6, 0, 2, 0, 12, 3, 4, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
