"id","original_date","ampm","home_team_name","away_team_name","game_type","away_win","away_loss","away_team_runs","away_team_hits","away_team_errors","away_team_hr","away_team_sb","away_team_so","home_win","home_loss","home_team_runs","home_team_hits","home_team_errors","home_team_hr","home_team_sb","home_team_so"
"2016/09/09/balmlb-detmlb-1","2016/09/09","PM","Tigers","Orioles","R",76,64,3,5,0,"1","0","10",76,64,4,9,0,"1","1","7"
"2014/09/17/tormlb-balmlb-1","2014/09/17","PM","Orioles","Blue Jays","R",77,74,1,5,1,"0","0","6",92,60,6,9,0,"3","1","9"
"2015/07/06/balmlb-minmlb-1","2015/07/06","PM","Twins","Orioles","R",43,40,2,10,0,"2","1","6",44,39,4,6,0,"3","1","7"
"2014/05/15/balmlb-kcamlb-1","2014/05/15","PM","Royals","Orioles","R",21,18,2,10,0,"1","0","4",20,20,1,7,0,"0","0","13"
"2015/07/10/wasmlb-balmlb-1","2015/07/10","PM","Orioles","Nationals","R",46,39,2,10,0,"0","1","9",44,42,3,9,0,"2","0","9"
"2016/03/28/balmlb-bosmlb-1","2016/03/28","PM","Red Sox","Orioles","S",10,14,5,11,1,"3","3","4",12,15,3,9,0,"1","0","7"
"2014/08/17/balmlb-clemlb-1","2014/08/17","PM","Indians","Orioles","R",70,52,4,12,1,"2","0","6",62,61,1,2,1,"0","2","9"
"2014/03/23/pitmlb-balmlb-1","2014/03/23","PM","Orioles","Pirates","S",12,9,7,9,1,"2","1","7",12,7,7,12,1,"4","2","13"
"2016/10/04/balmlb-tormlb-1","2016/10/04","PM","Blue Jays","Orioles","F",0,1,2,4,0,"1","1","11",1,0,5,9,0,"2","0","12"
"2016/09/14/balmlb-bosmlb-1","2016/09/14","PM","Red Sox","Orioles","R",80,65,1,5,1,"1","0","7",81,64,0,4,0,"0","0","6"
"2016/04/20/tormlb-balmlb-1","2016/04/20","PM","Orioles","Blue Jays","R",8,8,3,9,0,"1","1","7",9,4,4,9,0,"0","0","9"
"2015/09/18/balmlb-tbamlb-1","2015/09/18","PM","Rays","Orioles","R",72,75,6,5,0,"3","0","6",71,76,8,13,0,"1","0","9"
"2014/06/18/balmlb-tbamlb-1","2014/06/18","PM","Rays","Orioles","R",37,34,2,7,1,"1","0","8",28,45,0,5,2,"0","0","6"
"2014/05/17/balmlb-kcamlb-1","2014/05/17","PM","Royals","Orioles","R",22,19,0,3,1,"0","0","1",21,21,1,4,0,"0","2","7"
"2015/09/16/bosmlb-balmlb-1","2015/09/16","PM","Orioles","Red Sox","R",69,76,10,12,1,"3","0","4",71,74,1,8,0,"0","0","5"
"2014/08/16/balmlb-clemlb-1","2014/08/16","PM","Indians","Orioles","R",69,52,0,4,1,"0","0","11",62,60,6,8,1,"2","2","6"
"2016/04/10/tbamlb-balmlb-1","2016/04/10","PM","Orioles","Rays","R",2,4,3,8,0,"1","0","4",5,0,5,11,1,"1","0","12"
"2014/03/24/bosmlb-balmlb-1","2014/03/24","PM","Orioles","Red Sox","S",8,15,NA,NA,NA,NA,NA,NA,12,7,NA,NA,NA,NA,NA,NA
"2015/09/29/tormlb-balmlb-1","2015/09/29","PM","Orioles","Blue Jays","R",91,65,NA,NA,NA,NA,NA,NA,76,80,NA,NA,NA,NA,NA,NA
"2016/03/08/bosmlb-balmlb-1","2016/03/08","PM","Orioles","Red Sox","S",4,3,5,12,0,"1","0","8",0,8,1,12,0,"0","0","4"
"2015/03/05/balmlb-tbamlb-1","2015/03/05","PM","Rays","Orioles","S",1,2,3,8,0,"1","0","9",0,1,2,7,1,"1","0","6"
"2016/04/12/balmlb-bosmlb-1","2016/04/12","PM","Red Sox","Orioles","R",7,0,9,11,0,"3","1","4",3,4,5,10,0,"1","0","9"
"2016/05/11/balmlb-minmlb-1","2016/05/11","PM","Twins","Orioles","R",20,12,9,16,0,"4","0","3",8,25,2,8,0,"1","1","9"
"2016/06/25/tbamlb-balmlb-1","2016/06/25","PM","Orioles","Rays","R",31,41,0,4,0,"0","0","10",43,30,5,11,1,"0","0","8"
"2014/09/20/bosmlb-balmlb-1","2014/09/20","PM","Orioles","Red Sox","R",67,88,2,6,0,"1","0","12",93,61,7,11,1,"3","0","9"
"2016/06/28/balmlb-sdnmlb-1","2016/06/28","PM","Padres","Orioles","R",46,30,11,17,1,"3","0","9",33,45,7,8,1,"2","2","7"
"2014/05/29/balmlb-houmlb-1","2014/05/29","PM","Astros","Orioles","R",26,26,1,7,2,"0","0","9",23,32,3,5,0,"1","2","12"
"2014/07/07/balmlb-wasmlb-1","2014/07/07","PM","Nationals","Orioles","R",49,40,8,15,0,"4","0","10",48,40,2,7,0,"1","0","12"
"2014/03/26/balmlb-tbamlb-1","2014/03/26","PM","Rays","Orioles","S",12,8,4,9,4,"0","0","8",15,6,4,11,0,"0","4","8"
"2016/06/07/kcamlb-balmlb-1","2016/06/07","PM","Orioles","Royals","R",30,28,1,10,0,"0","1","6",34,23,9,11,1,"4","0","8"
"2016/09/29/balmlb-tormlb-1","2016/09/29","PM","Blue Jays","Orioles","R",87,72,4,9,0,"0","1","8",87,72,0,3,0,"0","1","7"
"2015/03/19/pitmlb-balmlb-1","2015/03/19","PM","Orioles","Pirates","S",7,7,4,10,2,"1","3","4",6,12,6,8,1,"3","4","12"
"2015/04/13/nyamlb-balmlb-1","2015/04/13","PM","Orioles","Yankees","R",3,4,6,7,0,"3","0","13",3,4,5,11,0,"1","1","7"
"2014/08/09/slnmlb-balmlb-1","2014/08/09","PM","Orioles","Cardinals","R",61,54,3,9,1,"1","0","6",67,49,10,16,0,"3","0","8"
"2015/05/16/anamlb-balmlb-1","2015/05/16","PM","Orioles","Angels","R",19,17,6,13,0,"2","0","9",15,19,1,3,0,"1","0","7"
"2015/04/19/balmlb-bosmlb-1","2015/04/19","PM","Red Sox","Orioles","R",7,5,8,15,1,"2","1","7",7,5,3,6,0,"1","0","9"
"2015/08/03/balmlb-oakmlb-1","2015/08/03","PM","Athletics","Orioles","R",54,51,9,14,0,"2","0","6",47,60,2,6,1,"0","0","8"
"2015/06/11/bosmlb-balmlb-1","2015/06/11","PM","Orioles","Red Sox","R",27,34,5,8,1,"1","0","5",29,30,6,10,0,"3","0","6"
"2016/03/14/phimlb-balmlb-1","2016/03/14","PM","Orioles","Phillies","S",10,4,7,11,0,"3","1","6",2,11,8,9,0,"2","0","8"
"2016/08/20/houmlb-balmlb-1","2016/08/20","PM","Orioles","Astros","R",63,60,12,14,0,"3","0","9",67,55,2,7,1,"2","0","4"
"2016/05/27/balmlb-clemlb-1","2016/05/27","PM","Indians","Orioles","R",27,19,6,13,0,"1","0","8",25,21,4,10,0,"2","0","6"
"2015/07/22/balmlb-nyamlb-1","2015/07/22","PM","Yankees","Orioles","R",46,47,3,4,0,"2","1","5",52,41,4,7,0,"2","0","7"
"2014/07/31/anamlb-balmlb-1","2014/07/31","PM","Orioles","Angels","R",64,43,1,12,0,"0","0","16",60,47,0,5,0,"0","0","12"
"2015/03/15/balmlb-pitmlb-1","2015/03/15","PM","Pirates","Orioles","S",3,11,2,7,0,"1","0","7",6,5,4,12,0,"0","1","8"
"2015/06/20/balmlb-tormlb-1","2015/06/20","PM","Blue Jays","Orioles","R",35,33,5,10,0,"0","0","7",37,33,3,10,0,"0","0","8"
"2015/09/14/bosmlb-balmlb-1","2015/09/14","PM","Orioles","Red Sox","R",68,75,0,3,1,"0","0","13",70,73,2,9,0,"0","0","10"
"2016/06/11/balmlb-tormlb-1","2016/06/11","PM","Blue Jays","Orioles","R",36,25,6,12,0,"3","0","3",34,30,11,13,2,"3","0","8"
"2015/07/04/balmlb-chamlb-1","2015/07/04","PM","White Sox","Orioles","R",42,39,2,4,1,"1","0","8",36,42,3,11,0,"0","1","10"
"2016/06/06/kcamlb-balmlb-1","2016/06/06","PM","Orioles","Royals","R",30,27,1,5,1,"0","0","11",33,23,4,7,1,"3","0","7"
"2014/06/15/tormlb-balmlb-1","2014/06/15","PM","Orioles","Blue Jays","R",41,30,5,12,0,"0","0","10",35,33,2,9,0,"1","0","0"
"2014/03/27/tbamlb-balmlb-1","2014/03/27","PM","Orioles","Rays","S",16,6,4,9,0,"1","1","9",13,9,3,9,1,"0","0","7"
"2015/09/23/balmlb-wasmlb-1","2015/09/23","PM","Nationals","Orioles","R",75,76,4,8,0,"2","0","9",78,73,3,6,0,"0","1","13"
"2014/08/29/minmlb-balmlb-1","2014/08/29","PM","Orioles","Twins","R",59,75,1,4,0,"1","0","13",77,56,9,7,0,"2","0","9"
"2015/03/16/balmlb-phimlb-1","2015/03/16","PM","Phillies","Orioles","S",4,11,16,21,0,"5","0","11",8,6,4,8,1,"0","0","8"
"2016/04/22/balmlb-kcamlb-1","2016/04/22","PM","Royals","Orioles","R",10,5,2,5,0,"1","1","2",11,5,4,8,0,"1","0","12"
"2015/05/08/balmlb-nyamlb-1","2015/05/08","PM","Yankees","Orioles","R",12,15,4,10,0,"0","0","6",19,11,5,8,0,"1","1","5"
"2014/06/23/chamlb-balmlb-1","2014/06/23","PM","Orioles","White Sox","R",35,42,4,8,0,"1","0","7",40,35,6,15,0,"3","0","3"
"2016/07/20/balmlb-nyamlb-1","2016/07/20","PM","Yankees","Orioles","R",53,40,0,5,0,"0","0","6",48,46,5,6,1,"2","0","11"
"2015/04/17/balmlb-bosmlb-1","2015/04/17","PM","Red Sox","Orioles","R",5,5,2,5,0,"1","1","5",7,3,3,4,1,"1","0","8"
"2015/07/27/atlmlb-balmlb-1","2015/07/27","PM","Orioles","Braves","R",46,53,1,9,0,"1","2","11",49,49,2,7,0,"1","1","8"
"2016/05/10/balmlb-minmlb-1","2016/05/10","PM","Twins","Orioles","R",19,12,5,14,0,"2","0","12",8,24,3,6,1,"1","1","9"
"2014/09/28/balmlb-tormlb-1","2014/09/28","PM","Blue Jays","Orioles","R",96,66,1,5,1,"1","0","8",83,79,0,6,0,"0","1","4"
"2016/08/12/balmlb-sfnmlb-1","2016/08/12","PM","Giants","Orioles","R",65,50,5,10,0,"2","0","7",65,50,2,5,1,"0","0","11"
"2014/08/31/minmlb-balmlb-1","2014/08/31","PM","Orioles","Twins","R",59,77,8,15,1,"0","0","0",79,56,12,18,0,"0","0","0"
"2014/06/12/tormlb-balmlb-1","2014/06/12","PM","Orioles","Blue Jays","R",39,29,2,7,0,"0","1","6",34,31,4,9,0,"1","0","6"
"2014/03/03/minmlb-balmlb-1","2014/03/03","PM","Orioles","Twins","S",3,1,9,13,1,"1","0","4",2,2,2,9,1,"1","0","7"
"2014/07/05/balmlb-bosmlb-2","2014/07/05","PM","Red Sox","Orioles","R",47,40,7,16,0,"2","1","8",39,48,4,6,2,"1","0","13"
"2015/08/09/balmlb-anamlb-1","2015/08/09","PM","Angels","Orioles","R",56,54,4,9,0,"2","0","13",59,51,5,12,0,"2","2","12"
"2015/07/05/balmlb-chamlb-1","2015/07/05","PM","White Sox","Orioles","R",43,39,9,10,0,"1","2","8",36,43,1,5,4,"0","0","11"
"2016/07/06/balmlb-lanmlb-1","2016/07/06","PM","Dodgers","Orioles","R",49,35,6,13,0,"2","0","18",48,39,4,16,0,"1","0","18"
"2015/09/05/balmlb-tormlb-1","2015/09/05","PM","Blue Jays","Orioles","R",65,70,1,4,0,"0","0","9",77,58,5,10,0,"1","0","9"
"2015/05/03/tbamlb-balmlb-1","2015/05/03","PM","Orioles","Rays","R",13,12,2,7,0,"1","0","8",12,11,4,9,1,"0","0","8"
"2014/06/27/tbamlb-balmlb-2","2014/06/27","PM","Orioles","Rays","R",33,49,1,5,0,"1","0","7",42,37,4,10,0,"2","0","3"
"2015/10/01/tormlb-balmlb-1","2015/10/01","PM","Orioles","Blue Jays","R",92,67,4,9,0,"0","0","5",78,81,6,8,0,"2","2","10"
"2016/06/22/sdnmlb-balmlb-1","2016/06/22","PM","Orioles","Padres","R",30,43,2,5,1,"0","2","4",41,30,7,11,0,"2","0","11"
"2014/08/19/balmlb-chamlb-1","2014/08/19","PM","White Sox","Orioles","R",72,52,5,9,1,"0","0","0",59,67,1,3,0,"0","0","0"
"2016/09/10/balmlb-detmlb-1","2016/09/10","PM","Tigers","Orioles","R",77,64,11,12,0,"4","0","6",76,65,3,8,0,"0","1","9"
"2016/06/25/tbamlb-balmlb-2","2016/06/25","PM","Orioles","Rays","R",31,42,6,14,1,"1","1","2",44,30,8,14,0,"4","0","5"
"2015/04/06/balmlb-tbamlb-1","2015/04/06","PM","Rays","Orioles","R",1,0,6,8,0,"3","0","8",0,1,2,8,1,"1","0","11"
"2014/08/11/nyamlb-balmlb-1","2014/08/11","PM","Orioles","Yankees","R",61,57,3,6,0,"0","3","8",68,50,11,14,2,"3","0","7"
"2014/07/27/balmlb-seamlb-1","2014/07/27","PM","Mariners","Orioles","R",58,46,3,9,0,"0","0","9",54,51,2,10,0,"1","0","12"
"2015/03/20/balmlb-bosmlb-1","2015/03/20","PM","Red Sox","Orioles","S",7,12,11,14,3,"0","1","4",9,8,5,7,1,"1","0","5"
"2015/05/17/anamlb-balmlb-1","2015/05/17","PM","Orioles","Angels","R",19,18,0,6,0,"0","0","7",16,19,3,7,0,"0","0","9"
"2014/09/06/balmlb-tbamlb-1","2014/09/06","PM","Rays","Orioles","R",82,59,2,7,1,"1","0","8",69,74,3,5,1,"0","0","13"
"2015/08/12/balmlb-seamlb-1","2015/08/12","PM","Mariners","Orioles","R",57,56,0,0,0,"0","0","9",54,61,3,6,0,"0","0","7"
"2016/07/17/balmlb-tbamlb-1","2016/07/17","PM","Rays","Orioles","R",53,37,2,8,0,"1","0","5",35,56,5,6,0,"4","0","14"
"2016/08/02/texmlb-balmlb-1","2016/08/02","PM","Orioles","Rangers","R",62,45,1,3,0,"0","0","11",60,45,5,9,0,"4","0","9"
"2014/05/28/balmlb-milmlb-1","2014/05/28","PM","Brewers","Orioles","R",26,25,3,9,0,"2","0","2",32,22,8,10,1,"1","2","10"
"2015/04/22/balmlb-tormlb-1","2015/04/22","PM","Blue Jays","Orioles","R",7,8,2,5,1,"1","1","9",8,7,4,9,1,"2","2","6"
"2016/09/28/balmlb-tormlb-1","2016/09/28","PM","Blue Jays","Orioles","R",86,72,3,11,2,"2","1","7",87,71,2,6,0,"0","0","13"
"2016/03/17/minmlb-balmlb-1","2016/03/17","PM","Orioles","Twins","S",8,7,1,7,0,"0","1","9",4,11,4,9,0,"1","0","7"
"2015/07/02/texmlb-balmlb-1","2015/07/02","PM","Orioles","Rangers","R",41,39,2,7,1,"0","0","4",42,37,0,3,2,"0","0","9"
"2016/07/01/balmlb-seamlb-1","2016/07/01","PM","Mariners","Orioles","R",47,32,2,5,0,"1","0","10",41,39,5,10,1,"3","0","11"
"2016/07/24/clemlb-balmlb-1","2016/07/24","PM","Orioles","Indians","R",56,41,3,7,1,"0","0","11",57,40,5,7,1,"2","0","6"
"2015/03/05/tormlb-balmlb-1","2015/03/05","PM","Orioles","Blue Jays","S",1,2,0,4,0,"0","0","10",1,2,5,8,0,"2","0","9"
"2015/03/17/minmlb-balmlb-1","2015/03/17","PM","Orioles","Twins","S",7,3,10,15,1,"4","0","6",4,12,9,10,1,"1","1","2"
"2014/06/09/bosmlb-balmlb-1","2014/06/09","PM","Orioles","Red Sox","R",28,35,0,3,0,"0","0","8",32,30,4,8,0,"3","0","6"
"2016/10/01/balmlb-nyamlb-1","2016/10/01","PM","Yankees","Orioles","R",88,73,3,9,0,"1","0","10",84,77,7,12,0,"1","1","6"
"2014/07/21/balmlb-anamlb-1","2014/07/21","PM","Angels","Orioles","R",54,44,4,6,1,"2","0","11",59,39,2,8,0,"0","0","15"
"2015/10/03/nyamlb-balmlb-1","2015/10/03","PM","Orioles","Yankees","R",87,73,2,6,0,"0","0","5",79,81,9,15,1,"1","1","7"
"2015/09/24/balmlb-wasmlb-1","2015/09/24","PM","Nationals","Orioles","R",76,76,5,7,0,"2","0","7",78,74,4,10,0,"1","0","2"
"2015/03/30/balmlb-tbamlb-1","2015/03/30","PM","Rays","Orioles","S",11,16,6,14,1,"0","0","15",11,11,6,13,1,"2","3","7"
"2015/03/25/tormlb-balmlb-1","2015/03/25","PM","Orioles","Blue Jays","S",13,9,5,8,1,"2","0","7",9,14,2,5,1,"1","0","5"
"2016/09/13/balmlb-bosmlb-1","2016/09/13","PM","Red Sox","Orioles","R",79,65,6,9,1,"3","1","6",81,63,3,9,0,"1","0","10"
"2014/08/26/tbamlb-balmlb-1","2014/08/26","PM","Orioles","Rays","R",64,68,2,8,1,"0","0","7",75,55,4,9,0,"0","1","4"
"2014/09/07/balmlb-tbamlb-1","2014/09/07","PM","Rays","Orioles","R",83,59,7,10,1,"2","0","8",69,75,5,12,0,"4","0","13"
