"id","original_date","ampm","home_team_name","away_team_name","game_type","away_win","away_loss","away_team_runs","away_team_hits","away_team_errors","away_team_hr","away_team_sb","away_team_so","home_win","home_loss","home_team_runs","home_team_hits","home_team_errors","home_team_hr","home_team_sb","home_team_so"
"2015/08/28/balmlb-texmlb-1","2015/08/28","PM","Rangers","Orioles","R",63,65,1,3,0,"0","0","3",66,61,4,9,0,"2","0","12"
"2014/03/19/tbamlb-balmlb-1","2014/03/19","PM","Orioles","Rays","S",13,4,7,14,2,"3","1","5",10,7,4,10,0,"1","2","7"
"2015/08/05/balmlb-oakmlb-1","2015/08/05","PM","Athletics","Orioles","R",55,52,7,11,0,"1","0","11",48,61,3,8,0,"0","3","8"
"2016/06/14/balmlb-bosmlb-1","2016/06/14","PM","Red Sox","Orioles","R",37,26,3,5,0,"2","0","11",36,27,2,7,0,"1","0","13"
"2014/07/26/balmlb-seamlb-1","2014/07/26","PM","Mariners","Orioles","R",57,46,3,3,0,"0","0","7",54,50,4,7,1,"0","0","9"
"2014/08/13/nyamlb-balmlb-1","2014/08/13","PM","Orioles","Yankees","R",61,58,3,6,0,"1","1","8",69,50,5,6,0,"2","0","5"
"2016/03/19/balmlb-tbamlb-1","2016/03/19","PM","Rays","Orioles","S",5,12,NA,NA,NA,NA,NA,NA,8,9,NA,NA,NA,NA,NA,NA
"2016/07/10/anamlb-balmlb-1","2016/07/10","PM","Orioles","Angels","R",37,52,2,5,1,"0","0","7",51,36,4,12,1,"2","0","6"
"2014/03/09/pitmlb-balmlb-1","2014/03/09","PM","Orioles","Pirates","S",7,3,2,5,0,"2","0","6",8,2,9,16,1,"2","0","11"
"2016/04/25/balmlb-tbamlb-1","2016/04/25","PM","Rays","Orioles","R",11,7,0,5,0,"0","0","9",9,10,2,5,0,"0","0","11"
"2014/06/08/oakmlb-balmlb-1","2014/06/08","PM","Orioles","Athletics","R",39,24,11,10,0,"1","0","7",31,30,1,6,1,"0","0","5"
"2015/06/01/balmlb-houmlb-1","2015/06/01","PM","Astros","Orioles","R",23,27,2,7,0,"0","0","10",32,20,5,9,0,"1","1","8"
"2015/07/23/balmlb-nyamlb-1","2015/07/23","PM","Yankees","Orioles","R",46,48,3,5,0,"3","0","7",53,41,9,13,0,"1","0","8"
"2016/08/22/wasmlb-balmlb-1","2016/08/22","PM","Orioles","Nationals","R",73,51,3,5,0,"2","1","9",68,56,4,5,0,"2","0","9"
"2014/05/21/balmlb-pitmlb-1","2014/05/21","PM","Pirates","Orioles","R",23,21,8,12,0,"1","1","6",19,26,9,13,1,"0","0","9"
"2016/06/05/nyamlb-balmlb-1","2016/06/05","PM","Orioles","Yankees","R",26,30,1,10,1,"0","0","12",32,23,3,6,1,"0","0","8"
"2016/05/08/oakmlb-balmlb-1","2016/05/08","PM","Orioles","Athletics","R",14,18,3,7,0,"0","0","8",18,12,11,12,1,"6","0","9"
"2015/03/14/tbamlb-balmlb-1","2015/03/14","PM","Orioles","Rays","S",4,6,3,9,1,"1","2","7",3,10,2,4,0,"1","1","7"
"2015/09/19/balmlb-tbamlb-1","2015/09/19","PM","Rays","Orioles","R",73,75,2,10,0,"0","0","9",71,77,1,6,0,"0","0","5"
"2014/06/05/balmlb-texmlb-1","2014/06/05","PM","Rangers","Orioles","R",30,28,6,8,3,"2","1","4",30,30,8,13,0,"1","2","7"
"2015/07/29/atlmlb-balmlb-1","2015/07/29","PM","Orioles","Braves","R",46,55,0,4,0,"0","0","9",51,49,2,6,1,"2","0","2"
"2016/06/09/balmlb-tormlb-1","2016/06/09","PM","Blue Jays","Orioles","R",36,23,6,11,0,"2","0","6",32,30,5,8,0,"0","0","5"
"2015/06/21/balmlb-tormlb-1","2015/06/21","PM","Blue Jays","Orioles","R",36,33,13,16,0,"2","0","8",37,34,9,12,1,"3","0","9"
"2015/09/28/tormlb-balmlb-1","2015/09/28","PM","Orioles","Blue Jays","R",91,65,4,10,0,"1","0","5",76,80,3,4,0,"1","0","4"
"2014/08/05/balmlb-tormlb-1","2014/08/05","PM","Blue Jays","Orioles","R",64,48,9,14,0,"3","1","10",60,54,3,12,1,"1","0","8"
"2016/03/10/nyamlb-balmlb-1","2016/03/10","PM","Orioles","Yankees","S",2,5,4,12,3,"0","0","9",0,9,4,10,0,"1","0","8"
"2014/04/14/tbamlb-balmlb-1","2014/04/14","PM","Orioles","Rays","R",7,7,1,6,0,"0","0","0",6,7,7,13,0,"0","0","0"
"2014/05/20/balmlb-pitmlb-1","2014/05/20","PM","Pirates","Orioles","R",23,20,9,12,0,"4","0","9",18,26,2,10,0,"1","0","6"
"2014/03/06/tbamlb-balmlb-1","2014/03/06","PM","Orioles","Rays","S",4,1,NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA
"2015/06/10/bosmlb-balmlb-1","2015/06/10","PM","Orioles","Red Sox","R",27,33,2,7,0,"0","0","9",28,30,5,10,0,"0","0","10"
"2014/05/14/detmlb-balmlb-1","2014/05/14","PM","Orioles","Tigers","R",24,12,7,9,0,"1","3","6",20,18,5,9,1,"1","0","6"
"2016/03/29/atlmlb-balmlb-1","2016/03/29","PM","Orioles","Braves","S",6,18,4,12,0,"0","1","11",10,14,4,9,0,"2","1","8"
"2014/07/12/nyamlb-balmlb-1","2014/07/12","PM","Orioles","Yankees","R",47,46,3,9,0,"0","0","12",51,42,0,5,0,"0","1","5"
"2015/05/30/tbamlb-balmlb-1","2015/05/30","PM","Orioles","Rays","R",25,25,3,8,0,"2","1","8",23,25,0,3,0,"0","0","6"
"2014/08/28/tbamlb-balmlb-1","2014/08/28","PM","Orioles","Rays","R",65,69,4,7,2,"1","0","7",76,56,5,11,0,"1","2","6"
"2016/08/21/houmlb-balmlb-1","2016/08/21","PM","Orioles","Astros","R",64,60,5,9,0,"1","1","7",67,56,3,6,1,"2","0","5"
"2015/03/31/tbamlb-balmlb-1","2015/03/31","PM","Orioles","Rays","S",12,11,4,8,0,"1","0","6",11,17,3,11,2,"1","1","3"
"2014/08/30/minmlb-balmlb-1","2014/08/30","PM","Orioles","Twins","R",59,76,2,10,0,"0","0","6",78,56,3,8,1,"1","0","12"
"2015/04/25/bosmlb-balmlb-1","2015/04/25","PM","Orioles","Red Sox","R",10,8,4,8,0,"2","0","4",8,10,5,11,1,"2","1","7"
"2015/05/25/houmlb-balmlb-1","2015/05/25","PM","Orioles","Astros","R",29,17,3,11,0,"1","0","3",20,22,4,6,0,"2","0","12"
"2016/08/25/balmlb-wasmlb-1","2016/08/25","PM","Nationals","Orioles","R",70,57,0,3,0,"0","1","6",74,53,4,10,0,"1","2","10"
"2015/04/28/chamlb-balmlb-1","2015/04/28","PM","Orioles","White Sox","R",8,9,NA,NA,NA,NA,NA,NA,9,10,NA,NA,NA,NA,NA,NA
"2015/05/15/anamlb-balmlb-1","2015/05/15","PM","Orioles","Angels","R",18,17,3,7,1,"1","0","6",15,18,1,5,1,"1","0","7"
"2014/10/10/kcamlb-balmlb-1","2014/10/10","PM","Orioles","Royals","L",1,0,8,12,1,"3","0","10",0,1,6,14,1,"0","2","9"
"2015/08/30/balmlb-texmlb-1","2015/08/30","PM","Rangers","Orioles","R",63,67,0,3,1,"0","0","6",68,61,6,11,0,"0","2","11"
"2015/07/03/balmlb-chamlb-1","2015/07/03","PM","White Sox","Orioles","R",42,38,0,5,0,"0","0","5",35,42,1,7,1,"1","0","9"
"2015/07/28/atlmlb-balmlb-1","2015/07/28","PM","Orioles","Braves","R",46,54,3,8,1,"1","0","8",50,49,7,9,0,"2","0","4"
"2014/07/18/balmlb-oakmlb-1","2014/07/18","PM","Athletics","Orioles","R",52,43,4,7,0,"2","0","8",60,36,5,7,0,"2","0","4"
"2014/06/03/balmlb-texmlb-1","2014/06/03","PM","Rangers","Orioles","R",29,27,8,17,0,"2","0","7",29,29,3,7,0,"2","0","4"
"2016/08/03/texmlb-balmlb-1","2016/08/03","PM","Orioles","Rangers","R",62,46,2,7,0,"1","0","6",61,45,3,4,0,"0","1","7"
"2016/05/20/balmlb-anamlb-1","2016/05/20","PM","Angels","Orioles","R",25,15,9,14,1,"4","0","4",19,23,4,7,1,"0","0","7"
"2016/08/24/balmlb-wasmlb-1","2016/08/24","PM","Nationals","Orioles","R",70,56,10,12,0,"2","0","11",73,53,8,15,2,"2","0","8"
"2015/06/05/balmlb-clemlb-1","2015/06/05","PM","Indians","Orioles","R",25,29,5,11,0,"1","0","6",26,28,2,7,0,"0","0","7"
"2016/05/04/nyamlb-balmlb-1","2016/05/04","PM","Orioles","Yankees","R",9,16,7,10,0,"0","2","10",15,11,0,7,1,"0","0","5"
"2015/06/04/balmlb-houmlb-1","2015/06/04","PM","Astros","Orioles","R",24,29,3,8,1,"1","1","14",34,21,2,5,0,"1","1","10"
"2014/08/25/tbamlb-balmlb-1","2014/08/25","PM","Orioles","Rays","R",64,67,1,4,2,"0","0","8",74,55,9,14,1,"5","0","4"
"2016/07/03/balmlb-seamlb-1","2016/07/03","PM","Mariners","Orioles","R",47,34,4,12,1,"1","0","8",43,39,9,10,1,"1","0","6"
"2016/06/20/balmlb-texmlb-1","2016/06/20","PM","Rangers","Orioles","R",40,29,3,15,0,"0","0","8",46,25,4,9,0,"1","1","7"
"2016/03/02/atlmlb-balmlb-1","2016/03/02","PM","Orioles","Braves","S",1,0,11,14,0,"2","0","2",0,1,4,7,0,"2","1","4"
"2014/09/24/balmlb-nyamlb-1","2014/09/24","PM","Yankees","Orioles","R",95,63,9,15,0,"0","0","10",81,77,5,9,0,"3","0","7"
"2016/04/21/tormlb-balmlb-1","2016/04/21","PM","Orioles","Blue Jays","R",8,9,2,4,0,"0","0","12",10,4,3,10,0,"0","1","9"
"2015/04/10/tormlb-balmlb-1","2015/04/10","PM","Orioles","Blue Jays","R",3,1,12,16,1,"0","0","2",2,2,5,13,1,"2","0","6"
"2016/04/26/balmlb-tbamlb-1","2016/04/26","PM","Rays","Orioles","R",11,8,1,9,0,"0","0","8",10,10,3,7,0,"1","2","3"
"2015/09/30/tormlb-balmlb-2","2015/09/30","AM","Orioles","Blue Jays","R",92,66,1,5,0,"1","0","5",77,81,8,11,0,"4","0","11"
"2015/07/26/balmlb-tbamlb-1","2015/07/26","PM","Rays","Orioles","R",48,49,5,10,0,"1","0","7",49,51,2,8,0,"2","0","10"
"2014/06/30/texmlb-balmlb-1","2014/06/30","PM","Orioles","Rangers","R",37,45,1,4,2,"0","0","4",43,39,7,10,1,"4","0","9"
"2014/05/12/detmlb-balmlb-1","2014/05/12","PM","Orioles","Tigers","R",22,12,4,5,1,"1","1","4",20,16,1,6,0,"0","0","9"
"2015/05/19/seamlb-balmlb-1","2015/05/19","PM","Orioles","Mariners","R",17,21,4,6,1,"2","0","6",17,19,9,13,0,"1","2","9"
"2015/07/30/detmlb-balmlb-1","2015/07/30","PM","Orioles","Tigers","R",50,52,9,16,0,"1","0","6",51,50,8,10,0,"2","0","6"
"2016/07/09/anamlb-balmlb-1","2016/07/09","PM","Orioles","Angels","R",37,51,2,8,0,"0","0","9",50,36,3,10,0,"1","0","4"
"2015/05/28/chamlb-balmlb-2","2015/05/28","AM","Orioles","White Sox","R",21,25,3,6,2,"2","0","5",22,24,6,13,0,"0","1","4"
"2016/04/27/balmlb-tbamlb-1","2016/04/27","PM","Rays","Orioles","R",12,8,3,3,0,"1","0","10",10,11,1,4,0,"0","0","9"
"2016/03/31/atlmlb-balmlb-1","2016/03/31","PM","Orioles","Braves","S",6,20,1,5,0,"0","0","10",11,15,6,10,1,"2","1","6"
"2016/03/06/balmlb-bosmlb-1","2016/03/06","PM","Red Sox","Orioles","S",0,6,7,10,0,"0","2","8",3,2,8,14,2,"0","1","13"
"2016/09/12/balmlb-bosmlb-1","2016/09/12","PM","Red Sox","Orioles","R",78,65,2,2,1,"2","0","7",81,62,12,16,1,"3","0","9"
"2015/08/26/balmlb-kcamlb-1","2015/08/26","PM","Royals","Orioles","R",63,63,8,13,0,"5","1","6",77,49,5,11,0,"1","0","11"
"2015/08/10/balmlb-seamlb-1","2015/08/10","PM","Mariners","Orioles","R",57,54,3,7,1,"2","0","9",52,61,2,5,0,"1","0","7"
"2016/05/17/seamlb-balmlb-1","2016/05/17","PM","Orioles","Mariners","R",22,16,10,12,1,"2","0","3",23,14,0,2,1,"0","0","6"
"2015/06/30/texmlb-balmlb-1","2015/06/30","PM","Orioles","Rangers","R",40,38,8,12,1,"4","0","6",41,36,6,7,0,"3","1","4"
"2016/05/12/detmlb-balmlb-1","2016/05/12","PM","Orioles","Tigers","R",15,19,5,13,0,"1","0","5",21,12,7,12,1,"0","0","4"
"2014/09/03/cinmlb-balmlb-1","2014/09/03","PM","Orioles","Reds","R",66,73,0,4,0,"0","0","5",81,57,6,7,1,"3","0","8"
"2016/06/21/sdnmlb-balmlb-1","2016/06/21","PM","Orioles","Padres","R",30,42,10,15,1,"1","2","14",40,30,7,10,2,"2","0","7"
"2015/04/29/chamlb-balmlb-1","2015/04/29","PM","Orioles","White Sox","R",8,10,2,4,1,"0","0","7",10,10,8,11,1,"2","0","9"
"2015/04/02/balmlb-atlmlb-1","2015/04/02","PM","Braves","Orioles","S",11,18,5,11,0,"1","2","7",14,16,6,14,3,"0","0","9"
"2015/06/28/clemlb-balmlb-1","2015/06/28","PM","Orioles","Indians","R",33,40,0,4,0,"0","0","5",40,34,4,6,0,"2","0","8"
"2014/05/03/balmlb-minmlb-1","2014/05/03","PM","Twins","Orioles","R",15,13,1,7,2,"0","1","8",13,15,6,12,0,"2","1","4"
"2016/04/09/tbamlb-balmlb-1","2016/04/09","PM","Orioles","Rays","R",2,3,NA,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA
"2014/10/03/detmlb-balmlb-1","2014/10/03","PM","Orioles","Tigers","D",0,2,6,10,0,"2","1","6",2,0,7,9,0,"1","0","9"
"2015/04/03/atlmlb-balmlb-1","2015/04/03","PM","Orioles","Braves","S",14,17,2,5,0,"0","0","8",12,18,3,7,1,"1","1","11"
"2014/07/19/balmlb-oakmlb-1","2014/07/19","PM","Athletics","Orioles","R",53,43,8,13,0,"3","2","7",60,37,4,8,1,"1","0","7"
"2016/04/04/minmlb-balmlb-1","2016/04/04","PM","Orioles","Twins","R",0,1,2,7,0,"0","0","10",1,0,3,10,0,"0","1","10"
"2014/08/03/seamlb-balmlb-1","2014/08/03","PM","Orioles","Mariners","R",57,54,0,4,0,"0","1","7",62,48,1,5,0,"1","0","9"
"2015/03/08/balmlb-minmlb-1","2015/03/08","PM","Twins","Orioles","S",2,5,1,7,0,"0","0","7",2,2,2,4,1,"0","1","9"
"2014/08/24/balmlb-chnmlb-1","2014/08/24","PM","Cubs","Orioles","R",73,55,1,1,0,"1","0","4",58,72,2,6,0,"1","1","11"
"2014/03/20/balmlb-pitmlb-1","2014/03/20","PM","Pirates","Orioles","S",11,7,4,10,0,"0","4","8",11,8,2,6,3,"1","1","6"
"2016/07/27/colmlb-balmlb-1","2016/07/27","PM","Orioles","Rockies","R",49,52,3,5,0,"2","1","6",58,42,1,6,0,"1","0","11"
"2015/06/28/clemlb-balmlb-2","2015/06/28","PM","Orioles","Indians","R",33,41,0,8,1,"0","0","12",41,34,8,8,0,"3","0","7"
"2014/06/14/tormlb-balmlb-1","2014/06/14","PM","Orioles","Blue Jays","R",40,30,2,9,1,"0","1","4",35,32,3,7,0,"1","0","7"
"2016/05/31/bosmlb-balmlb-1","2016/05/31","PM","Orioles","Red Sox","R",32,20,6,10,0,"4","0","9",28,22,2,7,1,"0","0","10"
"2014/03/10/balmlb-pitmlb-1","2014/03/10","PM","Pirates","Orioles","S",9,2,7,11,0,"3","0","8",7,5,6,11,0,"2","1","7"
"2016/04/15/balmlb-texmlb-1","2016/04/15","PM","Rangers","Orioles","R",8,2,11,13,1,"5","0","11",6,6,5,6,1,"1","0","6"
"2016/05/05/nyamlb-balmlb-1","2016/05/05","PM","Orioles","Yankees","R",9,17,0,4,0,"0","1","8",16,11,1,7,0,"0","0","8"
"2015/04/15/nyamlb-balmlb-1","2015/04/15","PM","Orioles","Yankees","R",3,6,5,8,0,"1","1","11",5,4,7,15,0,"2","0","12"
"2016/05/28/balmlb-clemlb-1","2016/05/28","PM","Indians","Orioles","R",27,20,4,10,4,"0","0","5",26,21,11,13,0,"0","5","10"
"2014/09/13/nyamlb-balmlb-1","2014/09/13","PM","Orioles","Yankees","R",76,71,3,4,0,"1","2","10",88,60,2,9,0,"1","1","2"
"2014/10/15/balmlb-kcamlb-1","2014/10/15","PM","Royals","Orioles","L",0,4,1,4,1,"1","0","6",4,0,2,5,0,"0","0","8"
"2015/09/17/balmlb-tbamlb-1","2015/09/17","PM","Rays","Orioles","R",72,74,4,7,1,"0","0","8",70,76,3,6,0,"1","0","11"
"2014/06/24/chamlb-balmlb-1","2014/06/24","PM","Orioles","White Sox","R",36,42,4,11,0,"1","2","8",40,36,2,9,1,"1","0","3"
"2016/05/06/oakmlb-balmlb-1","2016/05/06","PM","Orioles","Athletics","R",13,16,NA,NA,NA,NA,NA,NA,16,11,NA,NA,NA,NA,NA,NA
"2016/08/14/balmlb-sfnmlb-1","2016/08/14","PM","Giants","Orioles","R",66,51,8,15,1,"2","0","4",66,51,7,14,1,"1","1","7"
"2015/04/27/chamlb-balmlb-1","2015/04/27","PM","Orioles","White Sox","R",8,9,NA,NA,NA,NA,NA,NA,9,10,NA,NA,NA,NA,NA,NA
"2014/04/20/balmlb-bosmlb-1","2014/04/20","PM","Red Sox","Orioles","R",8,9,5,12,3,"1","0","9",9,10,6,8,0,"1","2","9"
"2015/07/17/balmlb-detmlb-1","2015/07/17","PM","Tigers","Orioles","R",44,45,3,10,0,"0","0","0",45,44,7,8,1,"0","0","0"
"2015/09/27/balmlb-bosmlb-1","2015/09/27","PM","Red Sox","Orioles","R",76,79,0,5,1,"0","1","7",75,80,2,8,1,"1","0","8"
"2016/06/29/balmlb-sdnmlb-1","2016/06/29","PM","Padres","Orioles","R",47,30,12,12,0,"1","0","8",33,46,6,8,1,"1","0","10"
"2016/05/14/detmlb-balmlb-1","2016/05/14","PM","Orioles","Tigers","R",15,21,3,5,1,"1","0","5",23,12,9,11,0,"4","0","9"
"2016/05/29/balmlb-clemlb-1","2016/05/29","PM","Indians","Orioles","R",28,20,6,8,1,"2","0","9",26,22,4,8,0,"3","0","12"
"2015/08/17/oakmlb-balmlb-1","2015/08/17","PM","Orioles","Athletics","R",51,69,2,3,3,"2","0","7",61,56,4,7,1,"1","0","4"
"2015/08/25/balmlb-kcamlb-1","2015/08/25","PM","Royals","Orioles","R",62,63,2,7,0,"0","1","3",77,48,3,6,1,"1","0","9"
"2015/08/07/balmlb-anamlb-1","2015/08/07","PM","Angels","Orioles","R",55,53,4,12,0,"2","0","5",58,50,8,13,1,"2","0","5"
"2014/05/31/balmlb-houmlb-1","2014/05/31","PM","Astros","Orioles","R",27,27,4,8,1,"1","0","6",24,33,1,5,0,"0","0","7"
"2015/05/11/tormlb-balmlb-1","2015/05/11","PM","Orioles","Blue Jays","R",16,17,2,8,1,"0","1","9",14,16,5,8,0,"3","0","13"
"2015/06/13/nyamlb-balmlb-1","2015/06/13","PM","Orioles","Yankees","R",33,28,4,11,0,"1","0","4",31,30,9,15,0,"3","0","9"
"2014/03/15/nyamlb-balmlb-1","2014/03/15","PM","Orioles","Yankees","S",8,8,1,6,0,"1","0","4",10,5,2,5,0,"1","1","10"
"2016/09/02/nyamlb-balmlb-1","2016/09/02","PM","Orioles","Yankees","R",69,64,0,2,0,"0","0","11",73,61,8,10,0,"4","0","7"
"2014/05/09/houmlb-balmlb-1","2014/05/09","PM","Orioles","Astros","R",11,25,3,6,0,"1","1","7",19,14,4,8,1,"2","0","6"
"2015/08/22/minmlb-balmlb-1","2015/08/22","PM","Orioles","Twins","R",62,61,3,7,0,"0","0","6",62,60,2,7,0,"0","0","8"
"2015/09/01/tbamlb-balmlb-1","2015/09/01","PM","Orioles","Rays","R",66,66,11,15,0,"1","0","14",63,69,2,6,0,"1","1","8"
"2015/05/26/houmlb-balmlb-1","2015/05/26","PM","Orioles","Astros","R",30,17,4,8,1,"0","1","5",20,23,1,5,0,"0","2","5"
"2015/07/07/balmlb-minmlb-1","2015/07/07","PM","Twins","Orioles","R",43,41,3,7,0,"1","0","7",45,39,8,11,0,"1","1","10"
"2016/03/05/balmlb-minmlb-1","2016/03/05","PM","Twins","Orioles","S",0,4,2,6,5,"0","0","2",2,1,13,16,1,"3","0","5"
"2015/06/03/balmlb-houmlb-1","2015/06/03","PM","Astros","Orioles","R",23,29,1,4,0,"0","0","10",34,20,3,4,0,"3","0","11"
"2016/05/21/balmlb-anamlb-1","2016/05/21","PM","Angels","Orioles","R",26,15,3,5,0,"1","0","7",19,24,1,9,0,"0","0","13"
"2015/05/28/chamlb-balmlb-1","2015/05/28","PM","Orioles","White Sox","R",21,24,3,9,0,"0","2","16",21,24,2,6,0,"1","0","2"
"2014/05/26/balmlb-milmlb-1","2014/05/26","PM","Brewers","Orioles","R",26,23,7,14,1,"2","0","9",30,22,6,11,0,"2","0","6"
"2015/03/12/balmlb-slnmlb-1","2015/03/12","PM","Cardinals","Orioles","S",3,8,2,5,0,"0","0","5",5,3,8,10,0,"1","1","8"
"2014/03/25/balmlb-minmlb-1","2014/03/25","PM","Twins","Orioles","S",12,8,1,6,1,"0","0","4",8,13,4,10,0,"0","1","6"
"2016/05/01/chamlb-balmlb-1","2016/05/01","PM","Orioles","White Sox","R",18,8,7,13,0,"1","0","11",14,10,1,8,0,"0","0","8"
"2014/03/05/balmlb-minmlb-1","2014/03/05","PM","Twins","Orioles","S",4,2,11,12,1,"1","2","9",4,3,5,9,1,"0","0","10"
"2014/07/02/texmlb-balmlb-1","2014/07/02","PM","Orioles","Rangers","R",37,47,4,8,0,"0","0","5",45,39,6,8,1,"2","0","7"
"2014/04/21/balmlb-bosmlb-1","2014/04/21","AM","Red Sox","Orioles","R",9,9,7,10,0,"0","0","9",9,11,6,11,0,"2","0","2"
"2015/04/20/balmlb-bosmlb-1","2015/04/20","AM","Red Sox","Orioles","R",7,6,1,4,3,"0","1","3",8,5,7,5,0,"0","1","7"
"2015/03/29/minmlb-balmlb-1","2015/03/29","PM","Orioles","Twins","S",11,13,6,9,2,"2","1","5",10,16,5,7,1,"3","0","8"
"2015/06/09/bosmlb-balmlb-1","2015/06/09","PM","Orioles","Red Sox","R",27,32,0,5,0,"0","0","8",27,30,1,5,0,"0","0","6"
"2016/08/17/bosmlb-balmlb-1","2016/08/17","PM","Orioles","Red Sox","R",67,52,8,13,1,"2","1","4",66,53,1,4,0,"1","0","4"
"2016/10/02/balmlb-nyamlb-1","2016/10/02","PM","Yankees","Orioles","R",89,73,5,7,0,"2","0","6",84,78,2,10,0,"1","0","8"
"2016/04/30/chamlb-balmlb-1","2016/04/30","PM","Orioles","White Sox","R",17,8,8,10,2,"2","1","6",14,9,7,14,2,"2","0","8"
"2015/08/08/balmlb-anamlb-1","2015/08/08","PM","Angels","Orioles","R",56,53,5,11,1,"2","1","6",58,51,0,5,1,"0","0","9"
"2016/07/05/balmlb-lanmlb-1","2016/07/05","PM","Dodgers","Orioles","R",48,35,4,9,0,"1","0","7",48,38,1,6,1,"0","0","11"
"2015/10/02/nyamlb-balmlb-1","2015/10/02","PM","Orioles","Yankees","R",87,72,NA,NA,NA,NA,NA,NA,78,81,NA,NA,NA,NA,NA,NA
"2015/09/15/bosmlb-balmlb-1","2015/09/15","PM","Orioles","Red Sox","R",68,76,5,12,1,"1","1","12",71,73,6,9,0,"2","0","15"
"2016/09/21/bosmlb-balmlb-1","2016/09/21","PM","Orioles","Red Sox","R",88,64,5,6,0,"1","1","6",82,70,1,4,3,"0","0","10"
"2014/07/08/balmlb-wasmlb-1","2014/07/08","PM","Nationals","Orioles","R",49,40,NA,NA,NA,NA,NA,NA,48,40,NA,NA,NA,NA,NA,NA
"2016/09/03/nyamlb-balmlb-1","2016/09/03","PM","Orioles","Yankees","R",69,65,0,4,1,"0","0","5",74,61,2,8,0,"1","0","10"
"2016/08/30/tormlb-balmlb-1","2016/08/30","PM","Orioles","Blue Jays","R",75,57,3,7,0,"1","1","5",72,60,5,7,1,"3","0","5"
"2014/06/17/balmlb-tbamlb-1","2014/06/17","PM","Rays","Orioles","R",36,34,7,8,1,"2","0","8",28,44,5,11,0,"2","0","9"
"2014/09/26/balmlb-tormlb-1","2014/09/26","PM","Blue Jays","Orioles","R",95,65,2,6,1,"0","1","6",82,78,4,12,1,"0","0","12"
"2016/08/08/balmlb-oakmlb-1","2016/08/08","PM","Athletics","Orioles","R",63,48,2,7,0,"1","0","7",49,63,3,7,0,"1","0","7"
"2015/03/03/balmlb-detmlb-1","2015/03/03","PM","Tigers","Orioles","S",0,1,2,8,1,"0","0","6",1,0,15,10,1,"3","1","3"
"2014/04/24/balmlb-tormlb-1","2014/04/24","PM","Blue Jays","Orioles","R",11,10,11,14,0,"1","3","5",11,11,4,7,0,"2","0","12"
"2015/05/12/tormlb-balmlb-1","2015/05/12","PM","Orioles","Blue Jays","R",17,17,10,13,1,"3","0","5",14,17,2,5,3,"0","0","9"
"2015/06/26/clemlb-balmlb-1","2015/06/26","PM","Orioles","Indians","R",33,39,3,10,0,"3","0","10",39,34,4,10,0,"1","0","9"
"2014/06/20/balmlb-nyamlb-1","2014/06/20","PM","Yankees","Orioles","R",37,35,3,9,0,"0","0","4",39,33,5,11,2,"1","3","10"
"2016/09/17/tbamlb-balmlb-1","2016/09/17","PM","Orioles","Rays","R",64,84,5,6,0,"1","0","4",81,67,2,7,1,"0","0","7"
"2014/05/27/balmlb-milmlb-1","2014/05/27","PM","Brewers","Orioles","R",26,24,6,7,1,"2","0","9",31,22,7,12,1,"3","0","11"
"2016/09/05/balmlb-tbamlb-1","2016/09/05","PM","Rays","Orioles","R",75,62,7,9,0,"1","1","6",58,78,3,2,1,"1","2","10"
"2016/03/25/nyamlb-balmlb-1","2016/03/25","PM","Orioles","Yankees","S",9,12,10,15,3,"1","0","8",7,14,11,9,1,"5","1","7"
"2016/07/02/balmlb-seamlb-1","2016/07/02","PM","Mariners","Orioles","R",47,33,6,12,0,"1","0","5",42,39,12,16,1,"5","1","4"
"2014/03/02/balmlb-bosmlb-1","2014/03/02","PM","Red Sox","Orioles","S",2,1,6,9,0,"0","0","7",1,2,8,12,1,"1","0","8"
"2016/06/04/nyamlb-balmlb-1","2016/06/04","PM","Orioles","Yankees","R",26,29,8,16,0,"0","2","9",31,23,6,8,0,"3","0","5"
"2014/09/19/bosmlb-balmlb-1","2014/09/19","PM","Orioles","Red Sox","R",67,87,5,9,1,"3","0","6",92,61,3,10,3,"0","0","7"
"2015/05/31/tbamlb-balmlb-1","2015/05/31","PM","Orioles","Rays","R",26,25,9,15,0,"2","0","7",23,26,5,10,1,"4","0","14"
"2016/05/22/balmlb-anamlb-1","2016/05/22","PM","Angels","Orioles","R",26,16,2,5,1,"1","1","3",20,24,10,13,0,"1","1","8"
"2014/06/25/chamlb-balmlb-1","2014/06/25","PM","Orioles","White Sox","R",36,43,4,11,0,"1","2","6",41,36,5,12,0,"1","0","12"
"2014/08/07/balmlb-tormlb-1","2014/08/07","PM","Blue Jays","Orioles","R",65,49,2,5,0,"1","0","8",61,55,1,4,0,"1","1","13"
"2016/09/16/tbamlb-balmlb-1","2016/09/16","PM","Orioles","Rays","R",63,84,4,10,2,"2","0","7",81,66,5,9,1,"2","0","8"
"2016/04/29/chamlb-balmlb-1","2016/04/29","PM","Orioles","White Sox","R",16,8,3,6,2,"1","0","7",14,8,6,8,0,"1","0","10"
"2016/04/14/balmlb-texmlb-1","2016/04/14","PM","Rangers","Orioles","R",7,2,3,9,0,"1","0","5",6,5,6,10,0,"0","0","7"
