,original_date,previous_date,wins_today,wins_last_game,away_win,away_loss,away_team_hits,away_team_errors,away_team_hr,away_team_sb,away_team_so,home_win,home_loss,home_team_hits,home_team_errors,home_team_hr,home_team_sb,home_team_so,away_team_runs,home_team_runs,gameday_link,isHome,score_diff,opponentAngels,opponentAstros,opponentAthletics,opponentBlue.Jays,opponentBraves,opponentBrewers,opponentCardinals,opponentCubs,opponentD.backs,opponentDodgers,opponentGiants,opponentIndians,opponentMariners,opponentMarlins,opponentMets,opponentNationals,opponentPadres,opponentPhillies,opponentPirates,opponentRangers,opponentRays,opponentRed.Sox,opponentReds,opponentRockies,opponentRoyals,opponentTides,opponentTigers,opponentTwins,opponentWhite.Sox,opponentYankees,Prev_opponentAngels,Prev_opponentAstros,Prev_opponentAthletics,Prev_opponentBlue.Jays,Prev_opponentBraves,Prev_opponentBrewers,Prev_opponentCardinals,Prev_opponentCubs,Prev_opponentD.backs,Prev_opponentDodgers,Prev_opponentGiants,Prev_opponentIndians,Prev_opponentMariners,Prev_opponentMarlins,Prev_opponentMets,Prev_opponentNationals,Prev_opponentPadres,Prev_opponentPhillies,Prev_opponentPirates,Prev_opponentRangers,Prev_opponentRays,Prev_opponentRed.Sox,Prev_opponentReds,Prev_opponentRockies,Prev_opponentRoyals,Prev_opponentTides,Prev_opponentTigers,Prev_opponentTwins,Prev_opponentWhite.Sox,Prev_opponentYankees
263,5/26/15,5/25/15,0,1,29,17,11,0,1,0,3,20,22,6,0,2,0,12,3,4,2015_05_25_houmlb_balmlb_1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,5/27/15,5/26/15,1,0,30,17,8,1,0,1,5,20,23,5,0,0,2,5,4,1,2015_05_26_houmlb_balmlb_1,1,-3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,5/28/15,5/27/15,0,1,30,18,11,0,1,0,9,21,23,10,0,3,2,5,4,5,2015_05_27_houmlb_balmlb_1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,5/29/15,5/28/15,1,1,21,25,6,2,2,0,5,22,24,13,0,0,1,4,3,6,2015_05_28_chamlb_balmlb_2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
268,5/30/15,5/29/15,0,1,24,25,5,0,1,0,9,23,24,6,0,1,0,8,1,2,2015_05_29_tbamlb_balmlb_1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
269,5/31/15,5/30/15,0,0,25,25,8,0,2,1,8,23,25,3,0,0,0,6,3,0,2015_05_30_tbamlb_balmlb_1,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
270,6/1/15,5/31/15,0,0,26,25,15,0,2,0,7,23,26,10,1,4,0,14,9,5,2015_05_31_tbamlb_balmlb_1,1,-4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
271,6/2/15,6/1/15,0,0,23,27,7,0,0,0,10,32,20,9,0,1,1,8,2,5,2015_06_01_balmlb_houmlb_1,-1,-3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,6/3/15,6/2/15,0,0,23,28,7,0,0,0,9,33,20,9,0,2,0,9,4,6,2015_06_02_balmlb_houmlb_1,-1,-2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,6/4/15,6/3/15,1,0,23,29,4,0,0,0,10,34,20,4,0,3,0,11,1,3,2015_06_03_balmlb_houmlb_1,-1,-2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,6/5/15,6/4/15,1,1,24,29,8,1,1,1,14,34,21,5,0,1,1,10,3,2,2015_06_04_balmlb_houmlb_1,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,6/6/15,6/5/15,0,1,25,29,11,0,1,0,6,26,28,7,0,0,0,7,5,2,2015_06_05_balmlb_clemlb_1,-1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,6/7/15,6/6/15,1,0,25,30,6,0,1,0,9,27,28,7,0,0,1,12,1,2,2015_06_06_balmlb_clemlb_1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,6/9/15,6/7/15,1,1,26,30,12,0,2,0,12,27,29,9,2,0,0,11,7,3,2015_06_07_balmlb_clemlb_1,-1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,6/10/15,6/9/15,1,1,27,32,5,0,0,0,8,27,30,5,0,0,0,6,0,1,2015_06_09_bosmlb_balmlb_1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
279,6/11/15,6/10/15,1,1,27,33,7,0,0,0,9,28,30,10,0,0,0,10,2,5,2015_06_10_bosmlb_balmlb_1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
280,6/12/15,6/11/15,1,1,27,34,8,1,1,0,5,29,30,10,0,3,0,6,5,6,2015_06_11_bosmlb_balmlb_1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
281,6/13/15,6/12/15,1,1,33,27,9,2,1,1,4,30,30,16,0,2,0,11,3,11,2015_06_12_nyamlb_balmlb_1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
282,6/14/15,6/13/15,0,1,33,28,11,0,1,0,4,31,30,15,0,3,0,9,4,9,2015_06_13_nyamlb_balmlb_1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
283,6/15/15,6/14/15,1,0,34,28,10,0,0,0,10,31,31,6,0,0,0,7,5,3,2015_06_14_nyamlb_balmlb_1,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
284,6/16/15,6/15/15,1,1,22,43,4,1,0,0,5,32,31,5,0,1,1,11,0,4,2015_06_15_phimlb_balmlb_1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
285,6/17/15,6/16/15,1,1,22,44,6,2,1,1,7,33,31,17,1,8,0,5,3,19,2015_06_16_phimlb_balmlb_1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
286,6/18/15,6/17/15,0,1,34,31,8,1,2,0,9,22,45,9,1,1,2,9,6,4,2015_06_17_balmlb_phimlb_1,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
287,6/19/15,6/18/15,0,0,34,32,6,0,1,1,4,23,45,5,1,1,1,11,1,2,2015_06_18_balmlb_phimlb_1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
288,6/20/15,6/19/15,1,0,34,33,6,2,0,1,2,37,32,9,0,0,0,8,4,5,2015_06_19_balmlb_tormlb_1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,6/21/15,6/20/15,1,1,35,33,10,0,0,0,7,37,33,10,0,0,0,8,5,3,2015_06_20_balmlb_tormlb_1,-1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,6/23/15,6/21/15,1,1,36,33,16,0,2,0,8,37,34,12,1,3,0,9,13,9,2015_06_21_balmlb_tormlb_1,-1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,6/24/15,6/23/15,0,1,37,33,11,0,1,0,12,31,41,8,0,0,0,5,6,4,2015_06_23_balmlb_bosmlb_1,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
292,6/25/15,6/24/15,1,0,37,34,8,2,0,0,5,32,41,7,0,1,0,11,1,5,2015_06_24_balmlb_bosmlb_1,-1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
293,6/26/15,6/25/15,1,1,38,34,14,0,1,1,7,32,42,12,2,1,0,9,8,6,2015_06_25_balmlb_bosmlb_1,-1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
294,6/28/15,6/26/15,1,1,33,39,10,0,3,0,10,39,34,10,0,1,0,9,3,4,2015_06_26_clemlb_balmlb_1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,6/29/15,6/28/15,0,1,33,41,8,1,0,0,12,41,34,8,0,3,0,7,0,8,2015_06_28_clemlb_balmlb_2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,6/30/15,6/29/15,0,0,39,38,14,0,4,0,14,41,35,9,1,0,0,8,8,1,2015_06_29_texmlb_balmlb_1,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
298,7/1/15,6/30/15,1,0,40,38,12,1,4,0,6,41,36,7,0,3,1,4,8,6,2015_06_30_texmlb_balmlb_1,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
299,7/2/15,7/1/15,0,1,40,39,4,1,2,0,7,42,36,9,0,2,0,5,2,4,2015_07_01_texmlb_balmlb_1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
300,7/3/15,7/2/15,0,0,41,39,7,1,0,0,4,42,37,3,2,0,0,9,2,0,2015_07_02_texmlb_balmlb_1,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
301,7/4/15,7/3/15,0,0,42,38,5,0,0,0,5,35,42,7,1,1,0,9,0,1,2015_07_03_balmlb_chamlb_1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
302,7/5/15,7/4/15,1,0,42,39,4,1,1,0,8,36,42,11,0,0,1,10,2,3,2015_07_04_balmlb_chamlb_1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
303,7/6/15,7/5/15,0,1,43,39,10,0,1,2,8,36,43,5,4,0,0,11,9,1,2015_07_05_balmlb_chamlb_1,-1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
304,7/7/15,7/6/15,0,0,43,40,10,0,2,1,6,44,39,6,0,3,1,7,2,4,2015_07_06_balmlb_minmlb_1,-1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
305,7/8/15,7/7/15,0,0,43,41,7,0,1,0,7,45,39,11,0,1,1,10,3,8,2015_07_07_balmlb_minmlb_1,-1,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
306,7/10/15,7/8/15,1,0,43,42,7,0,2,0,9,46,39,11,0,2,2,6,3,5,2015_07_08_balmlb_minmlb_1,-1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
307,7/11/15,7/10/15,0,1,46,39,10,0,0,1,9,44,42,9,0,2,0,9,2,3,2015_07_10_wasmlb_balmlb_1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,7/12/15,7/11/15,0,0,47,39,11,0,2,1,6,44,43,10,0,2,0,7,7,4,2015_07_11_wasmlb_balmlb_1,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,7/17/15,7/12/15,0,0,48,39,8,0,0,0,8,44,44,4,1,2,0,9,3,2,2015_07_12_wasmlb_balmlb_1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,7/18/15,7/17/15,1,0,44,45,10,0,0,0,0,45,44,8,1,0,0,0,3,7,2015_07_17_balmlb_detmlb_1,-1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
311,7/19/15,7/18/15,1,1,45,45,10,0,1,0,10,45,45,1,1,0,0,13,3,0,2015_07_18_balmlb_detmlb_1,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
312,7/21/15,7/19/15,0,1,46,45,14,0,2,0,8,45,46,14,0,0,0,8,9,3,2015_07_19_balmlb_detmlb_1,-1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
313,7/22/15,7/21/15,0,0,46,46,7,0,0,0,5,51,41,11,0,0,0,7,2,3,2015_07_21_balmlb_nyamlb_1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
314,7/23/15,7/22/15,0,0,46,47,4,0,2,1,5,52,41,7,0,2,0,7,3,4,2015_07_22_balmlb_nyamlb_1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
315,7/24/15,7/23/15,0,0,46,48,5,0,3,0,7,53,41,13,0,1,0,8,3,9,2015_07_23_balmlb_nyamlb_1,-1,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
316,7/25/15,7/24/15,1,0,46,49,7,0,0,0,5,49,49,5,0,0,1,14,1,3,2015_07_24_balmlb_tbamlb_1,-1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
317,7/26/15,7/25/15,1,1,47,49,7,0,1,0,6,49,50,5,2,1,0,3,5,1,2015_07_25_balmlb_tbamlb_1,-1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
318,7/27/15,7/26/15,1,1,48,49,10,0,1,0,7,49,51,8,0,2,0,10,5,2,2015_07_26_balmlb_tbamlb_1,-1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
319,7/28/15,7/27/15,1,1,46,53,9,0,1,2,11,49,49,7,0,1,1,8,1,2,2015_07_27_atlmlb_balmlb_1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,7/29/15,7/28/15,1,1,46,54,8,1,1,0,8,50,49,9,0,2,0,4,3,7,2015_07_28_atlmlb_balmlb_1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,7/30/15,7/29/15,0,1,46,55,4,0,0,0,9,51,49,6,1,2,0,2,0,2,2015_07_29_atlmlb_balmlb_1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,7/31/15,7/30/15,1,0,50,52,16,0,1,0,6,51,50,10,0,2,0,6,9,8,2015_07_30_detmlb_balmlb_1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
323,8/1/15,7/31/15,1,1,50,53,16,2,3,0,5,52,50,11,0,2,0,12,7,8,2015_07_31_detmlb_balmlb_1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
324,8/2/15,8/1/15,0,1,50,54,6,0,1,1,7,53,50,10,0,2,1,8,2,6,2015_08_01_detmlb_balmlb_1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
325,8/3/15,8/2/15,1,0,51,54,9,0,1,2,5,53,51,4,1,1,0,5,6,1,2015_08_02_detmlb_balmlb_1,1,-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
326,8/4/15,8/3/15,0,1,54,51,14,0,2,0,6,47,60,6,1,0,0,8,9,2,2015_08_03_balmlb_oakmlb_1,-1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,8/5/15,8/4/15,1,0,54,52,7,0,0,0,8,48,60,7,0,1,0,9,0,5,2015_08_04_balmlb_oakmlb_1,-1,-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,8/7/15,8/5/15,0,1,55,52,11,0,1,0,11,48,61,8,0,0,3,8,7,3,2015_08_05_balmlb_oakmlb_1,-1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,8/8/15,8/7/15,1,0,55,53,12,0,2,0,5,58,50,13,1,2,0,5,4,8,2015_08_07_balmlb_anamlb_1,-1,-4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,8/9/15,8/8/15,0,1,56,53,11,1,2,1,6,58,51,5,1,0,0,9,5,0,2015_08_08_balmlb_anamlb_1,-1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,8/10/15,8/9/15,1,0,56,54,9,0,2,0,13,59,51,12,0,2,2,12,4,5,2015_08_09_balmlb_anamlb_1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,8/11/15,8/10/15,0,1,57,54,7,1,2,0,9,52,61,5,0,1,0,7,3,2,2015_08_10_balmlb_seamlb_1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
