dates,lda
7/29/16,"[2.43309002433e-05, 2.43309002433e-05, 2.43309002433e-05, 2.43309002433e-05, 2.43309002433e-05, 2.43309002433e-05, 2.43309002433e-05, 2.43309002433e-05, 2.43309002433e-05, 0.31402817767200003, 2.43309002433e-05, 2.43309002433e-05, 2.43309002433e-05, 2.43309002433e-05, 2.43309002433e-05, 0.653916950955, 2.43309002433e-05, 2.43309002433e-05, 2.43309002433e-05, 2.43309002433e-05, 2.43309002433e-05, 2.43309002433e-05, 2.43309002433e-05, 2.43309002433e-05, 0.0200910435964, 0.010844606365700001, 2.43309002433e-05, 2.43309002433e-05, 2.43309002433e-05, 2.43309002433e-05, 2.43309002433e-05, 2.43309002433e-05, 2.43309002433e-05, 2.43309002433e-05, 2.43309002433e-05, 2.43309002433e-05, 2.43309002433e-05, 2.43309002433e-05, 2.43309002433e-05, 2.43309002433e-05, 2.43309002433e-05, 2.43309002433e-05, 2.43309002433e-05, 2.43309002433e-05, 2.43309002433e-05, 2.43309002433e-05, 2.43309002433e-05, 2.43309002433e-05, 2.43309002433e-05, 2.43309002433e-05]"
7/30/16,"[2.63852242744e-05, 2.63852242744e-05, 2.63852242744e-05, 2.63852242744e-05, 2.63852242744e-05, 2.63852242744e-05, 2.63852242744e-05, 2.63852242744e-05, 2.63852242744e-05, 0.105956534834, 2.63852242744e-05, 2.63852242744e-05, 2.63852242744e-05, 2.63852242744e-05, 2.63852242744e-05, 0.7424751802230001, 2.63852242744e-05, 2.63852242744e-05, 0.061050898683, 2.63852242744e-05, 2.63852242744e-05, 2.63852242744e-05, 2.63852242744e-05, 2.63852242744e-05, 2.63852242744e-05, 2.63852242744e-05, 2.63852242744e-05, 2.63852242744e-05, 2.63852242744e-05, 0.0893036659437, 2.63852242744e-05, 2.63852242744e-05, 2.63852242744e-05, 2.63852242744e-05, 2.63852242744e-05, 2.63852242744e-05, 2.63852242744e-05, 2.63852242744e-05, 2.63852242744e-05, 2.63852242744e-05, 2.63852242744e-05, 2.63852242744e-05, 2.63852242744e-05, 2.63852242744e-05, 2.63852242744e-05, 2.63852242744e-05, 2.63852242744e-05, 2.63852242744e-05, 2.63852242744e-05, 2.63852242744e-05]"
7/31/16,"[1.70502983802e-05, 1.70502983802e-05, 1.70502983802e-05, 1.70502983802e-05, 1.70502983802e-05, 1.70502983802e-05, 1.70502983802e-05, 1.70502983802e-05, 1.70502983802e-05, 0.222271147682, 1.70502983802e-05, 1.70502983802e-05, 1.70502983802e-05, 1.70502983802e-05, 1.70502983802e-05, 0.5128575407989999, 1.70502983802e-05, 1.70502983802e-05, 1.70502983802e-05, 1.70502983802e-05, 1.70502983802e-05, 1.70502983802e-05, 1.70502983802e-05, 1.70502983802e-05, 1.70502983802e-05, 1.70502983802e-05, 1.70502983802e-05, 1.70502983802e-05, 1.70502983802e-05, 0.22783766037099998, 1.70502983802e-05, 1.70502983802e-05, 0.0163021850029, 1.70502983802e-05, 1.70502983802e-05, 1.70502983802e-05, 1.70502983802e-05, 1.70502983802e-05, 1.70502983802e-05, 1.70502983802e-05, 1.70502983802e-05, 1.70502983802e-05, 1.70502983802e-05, 1.70502983802e-05, 1.70502983802e-05, 1.70502983802e-05, 1.70502983802e-05, 1.70502983802e-05, 0.0199642027177, 1.70502983802e-05]"
8/2/16,"[3.240448871515e-05, 3.240448871515e-05, 3.240448871515e-05, 3.240448871515e-05, 3.240448871515e-05, 3.240448871515e-05, 3.240448871515e-05, 3.240448871515e-05, 3.240448871515e-05, 0.598019943637, 3.240448871515e-05, 3.240448871515e-05, 3.240448871515e-05, 3.240448871515e-05, 3.240448871515e-05, 0.1084900606153, 3.240448871515e-05, 3.240448871515e-05, 0.030739434927787, 3.240448871515e-05, 3.240448871515e-05, 3.240448871515e-05, 3.240448871515e-05, 3.240448871515e-05, 0.05189201254322815, 0.033473433475936995, 3.240448871515e-05, 3.240448871515e-05, 3.240448871515e-05, 0.025071923473887, 3.240448871515e-05, 3.240448871515e-05, 0.150919798312487, 3.240448871515e-05, 3.240448871515e-05, 3.240448871515e-05, 3.240448871515e-05, 3.240448871515e-05, 3.240448871515e-05, 3.240448871515e-05, 3.240448871515e-05, 3.240448871515e-05, 3.240448871515e-05, 3.240448871515e-05, 3.240448871515e-05, 3.240448871515e-05, 3.240448871515e-05, 3.240448871515e-05, 3.240448871515e-05, 3.240448871515e-05]"
8/3/16,"[2.64200792602e-05, 2.64200792602e-05, 2.64200792602e-05, 2.64200792602e-05, 2.64200792602e-05, 2.64200792602e-05, 2.64200792602e-05, 2.64200792602e-05, 2.64200792602e-05, 0.9987054161159999, 2.64200792602e-05, 2.64200792602e-05, 2.64200792602e-05, 2.64200792602e-05, 2.64200792602e-05, 2.64200792602e-05, 2.64200792602e-05, 2.64200792602e-05, 2.64200792602e-05, 2.64200792602e-05, 2.64200792602e-05, 2.64200792602e-05, 2.64200792602e-05, 2.64200792602e-05, 2.64200792602e-05, 2.64200792602e-05, 2.64200792602e-05, 2.64200792602e-05, 2.64200792602e-05, 2.64200792602e-05, 2.64200792602e-05, 2.64200792602e-05, 2.64200792602e-05, 2.64200792602e-05, 2.64200792602e-05, 2.64200792602e-05, 2.64200792602e-05, 2.64200792602e-05, 2.64200792602e-05, 2.64200792602e-05, 2.64200792602e-05, 2.64200792602e-05, 2.64200792602e-05, 2.64200792602e-05, 2.64200792602e-05, 2.64200792602e-05, 2.64200792602e-05, 2.64200792602e-05, 2.64200792602e-05, 2.64200792602e-05]"
8/4/16,"[3.01659125189e-05, 3.01659125189e-05, 3.01659125189e-05, 3.01659125189e-05, 3.01659125189e-05, 3.01659125189e-05, 3.01659125189e-05, 3.01659125189e-05, 3.01659125189e-05, 0.8096256130230001, 3.01659125189e-05, 3.01659125189e-05, 3.01659125189e-05, 3.01659125189e-05, 3.01659125189e-05, 0.10558108949799999, 3.01659125189e-05, 3.01659125189e-05, 3.01659125189e-05, 3.01659125189e-05, 3.01659125189e-05, 3.01659125189e-05, 3.01659125189e-05, 3.01659125189e-05, 0.08337549959030001, 3.01659125189e-05, 3.01659125189e-05, 3.01659125189e-05, 3.01659125189e-05, 3.01659125189e-05, 3.01659125189e-05, 3.01659125189e-05, 3.01659125189e-05, 3.01659125189e-05, 3.01659125189e-05, 3.01659125189e-05, 3.01659125189e-05, 3.01659125189e-05, 3.01659125189e-05, 3.01659125189e-05, 3.01659125189e-05, 3.01659125189e-05, 3.01659125189e-05, 3.01659125189e-05, 3.01659125189e-05, 3.01659125189e-05, 3.01659125189e-05, 3.01659125189e-05, 3.01659125189e-05, 3.01659125189e-05]"
8/5/16,"[3.50877192983e-05, 3.50877192983e-05, 3.50877192983e-05, 3.50877192983e-05, 3.50877192983e-05, 3.50877192983e-05, 3.50877192983e-05, 3.50877192983e-05, 0.007336409889090001, 0.471895893736, 3.50877192983e-05, 3.50877192983e-05, 3.50877192983e-05, 3.50877192983e-05, 3.50877192983e-05, 0.09155698465980001, 3.50877192983e-05, 3.50877192983e-05, 0.159421389, 3.50877192983e-05, 3.50877192983e-05, 3.50877192983e-05, 3.50877192983e-05, 3.50877192983e-05, 0.268210375347, 3.50877192983e-05, 3.50877192983e-05, 3.50877192983e-05, 3.50877192983e-05, 3.50877192983e-05, 3.50877192983e-05, 3.50877192983e-05, 3.50877192983e-05, 3.50877192983e-05, 3.50877192983e-05, 3.50877192983e-05, 3.50877192983e-05, 3.50877192983e-05, 3.50877192983e-05, 3.50877192983e-05, 3.50877192983e-05, 3.50877192983e-05, 3.50877192983e-05, 3.50877192983e-05, 3.50877192983e-05, 3.50877192983e-05, 3.50877192983e-05, 3.50877192983e-05, 3.50877192983e-05, 3.50877192983e-05]"
8/6/16,"[4.77326968974e-05, 4.77326968974e-05, 4.77326968974e-05, 4.77326968974e-05, 4.77326968974e-05, 4.77326968974e-05, 4.77326968974e-05, 4.77326968974e-05, 4.77326968974e-05, 0.39536910458400004, 4.77326968974e-05, 4.77326968974e-05, 4.77326968974e-05, 4.77326968974e-05, 4.77326968974e-05, 0.09624751390969999, 4.77326968974e-05, 4.77326968974e-05, 0.263478850291, 4.77326968974e-05, 4.77326968974e-05, 4.77326968974e-05, 4.77326968974e-05, 4.77326968974e-05, 0.242708827158, 4.77326968974e-05, 4.77326968974e-05, 4.77326968974e-05, 4.77326968974e-05, 4.77326968974e-05, 4.77326968974e-05, 4.77326968974e-05, 4.77326968974e-05, 4.77326968974e-05, 4.77326968974e-05, 4.77326968974e-05, 4.77326968974e-05, 4.77326968974e-05, 4.77326968974e-05, 4.77326968974e-05, 4.77326968974e-05, 4.77326968974e-05, 4.77326968974e-05, 4.77326968974e-05, 4.77326968974e-05, 4.77326968974e-05, 4.77326968974e-05, 4.77326968974e-05, 4.77326968974e-05, 4.77326968974e-05]"
8/7/16,"[2.6525198938999996e-05, 2.6525198938999996e-05, 2.6525198938999996e-05, 2.6525198938999996e-05, 2.6525198938999996e-05, 2.6525198938999996e-05, 2.6525198938999996e-05, 2.6525198938999996e-05, 2.6525198938999996e-05, 0.535406828058, 2.6525198938999996e-05, 2.6525198938999996e-05, 2.6525198938999996e-05, 2.6525198938999996e-05, 2.6525198938999996e-05, 0.0144248235096, 2.6525198938999996e-05, 2.6525198938999996e-05, 0.039067732690199995, 2.6525198938999996e-05, 2.6525198938999996e-05, 2.6525198938999996e-05, 2.6525198938999996e-05, 2.6525198938999996e-05, 2.6525198938999996e-05, 2.6525198938999996e-05, 2.6525198938999996e-05, 2.6525198938999996e-05, 2.6525198938999996e-05, 0.40988045659100003, 2.6525198938999996e-05, 2.6525198938999996e-05, 2.6525198938999996e-05, 2.6525198938999996e-05, 2.6525198938999996e-05, 2.6525198938999996e-05, 2.6525198938999996e-05, 2.6525198938999996e-05, 2.6525198938999996e-05, 2.6525198938999996e-05, 2.6525198938999996e-05, 2.6525198938999996e-05, 2.6525198938999996e-05, 2.6525198938999996e-05, 2.6525198938999996e-05, 2.6525198938999996e-05, 2.6525198938999996e-05, 2.6525198938999996e-05, 2.6525198938999996e-05, 2.6525198938999996e-05]"
8/8/16,"[7.2463768116e-05, 7.2463768116e-05, 7.2463768116e-05, 7.2463768116e-05, 7.2463768116e-05, 7.2463768116e-05, 7.2463768116e-05, 7.2463768116e-05, 7.2463768116e-05, 0.453464440519, 7.2463768116e-05, 7.2463768116e-05, 7.2463768116e-05, 7.2463768116e-05, 7.2463768116e-05, 0.0663916796509, 7.2463768116e-05, 7.2463768116e-05, 0.05217183989659999, 7.2463768116e-05, 7.2463768116e-05, 7.2463768116e-05, 7.2463768116e-05, 7.2463768116e-05, 7.2463768116e-05, 7.2463768116e-05, 7.2463768116e-05, 7.2463768116e-05, 7.2463768116e-05, 0.42463870659999997, 7.2463768116e-05, 7.2463768116e-05, 7.2463768116e-05, 7.2463768116e-05, 7.2463768116e-05, 7.2463768116e-05, 7.2463768116e-05, 7.2463768116e-05, 7.2463768116e-05, 7.2463768116e-05, 7.2463768116e-05, 7.2463768116e-05, 7.2463768116e-05, 7.2463768116e-05, 7.2463768116e-05, 7.2463768116e-05, 7.2463768116e-05, 7.2463768116e-05, 7.2463768116e-05, 7.2463768116e-05]"
8/9/16,"[4.12371134021e-05, 4.12371134021e-05, 4.12371134021e-05, 4.12371134021e-05, 4.12371134021e-05, 4.12371134021e-05, 4.12371134021e-05, 4.12371134021e-05, 4.12371134021e-05, 0.631726975703, 4.12371134021e-05, 4.12371134021e-05, 4.12371134021e-05, 4.12371134021e-05, 4.12371134021e-05, 0.09093243683910002, 4.12371134021e-05, 4.12371134021e-05, 4.12371134021e-05, 4.12371134021e-05, 4.12371134021e-05, 4.12371134021e-05, 4.12371134021e-05, 4.12371134021e-05, 4.12371134021e-05, 4.12371134021e-05, 4.12371134021e-05, 4.12371134021e-05, 4.12371134021e-05, 0.275402443128, 4.12371134021e-05, 4.12371134021e-05, 4.12371134021e-05, 4.12371134021e-05, 4.12371134021e-05, 4.12371134021e-05, 4.12371134021e-05, 4.12371134021e-05, 4.12371134021e-05, 4.12371134021e-05, 4.12371134021e-05, 4.12371134021e-05, 4.12371134021e-05, 4.12371134021e-05, 4.12371134021e-05, 4.12371134021e-05, 4.12371134021e-05, 4.12371134021e-05, 4.12371134021e-05, 4.12371134021e-05]"
8/10/16,"[4.11522633745e-05, 4.11522633745e-05, 4.11522633745e-05, 4.11522633745e-05, 4.11522633745e-05, 4.11522633745e-05, 4.11522633745e-05, 4.11522633745e-05, 4.11522633745e-05, 0.6412634171580001, 4.11522633745e-05, 4.11522633745e-05, 4.11522633745e-05, 4.11522633745e-05, 4.11522633745e-05, 0.0624769881628, 4.11522633745e-05, 4.11522633745e-05, 0.0512738699955, 4.11522633745e-05, 4.11522633745e-05, 4.11522633745e-05, 4.11522633745e-05, 0.00520305533496, 4.11522633745e-05, 4.11522633745e-05, 4.11522633745e-05, 4.11522633745e-05, 4.11522633745e-05, 0.23793081749699999, 4.11522633745e-05, 4.11522633745e-05, 4.11522633745e-05, 4.11522633745e-05, 4.11522633745e-05, 4.11522633745e-05, 4.11522633745e-05, 4.11522633745e-05, 4.11522633745e-05, 4.11522633745e-05, 4.11522633745e-05, 4.11522633745e-05, 4.11522633745e-05, 4.11522633745e-05, 4.11522633745e-05, 4.11522633745e-05, 4.11522633745e-05, 4.11522633745e-05, 4.11522633745e-05, 4.11522633745e-05]"
8/11/16,"[2.8860028859999997e-05, 2.8860028859999997e-05, 2.8860028859999997e-05, 2.8860028859999997e-05, 2.8860028859999997e-05, 2.8860028859999997e-05, 2.8860028859999997e-05, 2.8860028859999997e-05, 2.8860028859999997e-05, 0.558729961496, 2.8860028859999997e-05, 2.8860028859999997e-05, 2.8860028859999997e-05, 2.8860028859999997e-05, 2.8860028859999997e-05, 0.101903996768, 2.8860028859999997e-05, 2.8860028859999997e-05, 2.8860028859999997e-05, 2.8860028859999997e-05, 2.8860028859999997e-05, 2.8860028859999997e-05, 2.8860028859999997e-05, 2.8860028859999997e-05, 0.13331367888, 2.8860028859999997e-05, 2.8860028859999997e-05, 2.8860028859999997e-05, 2.8860028859999997e-05, 0.20472480152800002, 2.8860028859999997e-05, 2.8860028859999997e-05, 2.8860028859999997e-05, 2.8860028859999997e-05, 2.8860028859999997e-05, 2.8860028859999997e-05, 2.8860028859999997e-05, 2.8860028859999997e-05, 2.8860028859999997e-05, 2.8860028859999997e-05, 2.8860028859999997e-05, 2.8860028859999997e-05, 2.8860028859999997e-05, 2.8860028859999997e-05, 2.8860028859999997e-05, 2.8860028859999997e-05, 2.8860028859999997e-05, 2.8860028859999997e-05, 2.8860028859999997e-05, 2.8860028859999997e-05]"
8/12/16,"[4.96277915633e-05, 0.0630716773601, 4.96277915633e-05, 4.96277915633e-05, 4.96277915633e-05, 4.96277915633e-05, 4.96277915633e-05, 4.96277915633e-05, 4.96277915633e-05, 0.934546188645, 4.96277915633e-05, 4.96277915633e-05, 4.96277915633e-05, 4.96277915633e-05, 4.96277915633e-05, 4.96277915633e-05, 4.96277915633e-05, 4.96277915633e-05, 4.96277915633e-05, 4.96277915633e-05, 4.96277915633e-05, 4.96277915633e-05, 4.96277915633e-05, 4.96277915633e-05, 4.96277915633e-05, 4.96277915633e-05, 4.96277915633e-05, 4.96277915633e-05, 4.96277915633e-05, 4.96277915633e-05, 4.96277915633e-05, 4.96277915633e-05, 4.96277915633e-05, 4.96277915633e-05, 4.96277915633e-05, 4.96277915633e-05, 4.96277915633e-05, 4.96277915633e-05, 4.96277915633e-05, 4.96277915633e-05, 4.96277915633e-05, 4.96277915633e-05, 4.96277915633e-05, 4.96277915633e-05, 4.96277915633e-05, 4.96277915633e-05, 4.96277915633e-05, 4.96277915633e-05, 4.96277915633e-05, 4.96277915633e-05]"
8/13/16,"[3.52733686067e-05, 0.030048693447599997, 3.52733686067e-05, 3.52733686067e-05, 3.52733686067e-05, 3.52733686067e-05, 3.52733686067e-05, 3.52733686067e-05, 3.52733686067e-05, 0.947394773461, 3.52733686067e-05, 3.52733686067e-05, 3.52733686067e-05, 3.52733686067e-05, 3.52733686067e-05, 0.0208986847666, 3.52733686067e-05, 3.52733686067e-05, 3.52733686067e-05, 3.52733686067e-05, 3.52733686067e-05, 3.52733686067e-05, 3.52733686067e-05, 3.52733686067e-05, 3.52733686067e-05, 3.52733686067e-05, 3.52733686067e-05, 3.52733686067e-05, 3.52733686067e-05, 3.52733686067e-05, 3.52733686067e-05, 3.52733686067e-05, 3.52733686067e-05, 3.52733686067e-05, 3.52733686067e-05, 3.52733686067e-05, 3.52733686067e-05, 3.52733686067e-05, 3.52733686067e-05, 3.52733686067e-05, 3.52733686067e-05, 3.52733686067e-05, 3.52733686067e-05, 3.52733686067e-05, 3.52733686067e-05, 3.52733686067e-05, 3.52733686067e-05, 3.52733686067e-05, 3.52733686067e-05, 3.52733686067e-05]"
8/14/16,"[2.50941028858e-05, 0.0701052906503, 2.50941028858e-05, 2.50941028858e-05, 2.50941028858e-05, 2.50941028858e-05, 2.50941028858e-05, 2.50941028858e-05, 2.50941028858e-05, 0.722170444182, 2.50941028858e-05, 2.50941028858e-05, 2.50941028858e-05, 2.50941028858e-05, 2.50941028858e-05, 0.112991038498, 2.50941028858e-05, 2.50941028858e-05, 2.50941028858e-05, 2.50941028858e-05, 2.50941028858e-05, 2.50941028858e-05, 2.50941028858e-05, 2.50941028858e-05, 0.093578897937, 2.50941028858e-05, 2.50941028858e-05, 2.50941028858e-05, 2.50941028858e-05, 2.50941028858e-05, 2.50941028858e-05, 2.50941028858e-05, 2.50941028858e-05, 2.50941028858e-05, 2.50941028858e-05, 2.50941028858e-05, 2.50941028858e-05, 2.50941028858e-05, 2.50941028858e-05, 2.50941028858e-05, 2.50941028858e-05, 2.50941028858e-05, 2.50941028858e-05, 2.50941028858e-05, 2.50941028858e-05, 2.50941028858e-05, 2.50941028858e-05, 2.50941028858e-05, 2.50941028858e-05, 2.50941028858e-05]"
8/16/16,"[4.648635123195e-05, 0.02330599754472415, 4.648635123195e-05, 4.648635123195e-05, 4.648635123195e-05, 4.648635123195e-05, 4.648635123195e-05, 4.648635123195e-05, 4.648635123195e-05, 0.48243391100200006, 4.648635123195e-05, 4.648635123195e-05, 4.648635123195e-05, 4.648635123195e-05, 4.648635123195e-05, 0.02393747967552415, 0.01162897567177415, 4.648635123195e-05, 0.013575418800657801, 4.648635123195e-05, 4.648635123195e-05, 4.648635123195e-05, 4.648635123195e-05, 4.648635123195e-05, 0.4319920235685001, 4.648635123195e-05, 4.648635123195e-05, 4.648635123195e-05, 4.648635123195e-05, 0.0111272806335578, 4.648635123195e-05, 4.648635123195e-05, 4.648635123195e-05, 4.648635123195e-05, 4.648635123195e-05, 4.648635123195e-05, 4.648635123195e-05, 4.648635123195e-05, 4.648635123195e-05, 4.648635123195e-05, 4.648635123195e-05, 4.648635123195e-05, 4.648635123195e-05, 4.648635123195e-05, 4.648635123195e-05, 4.648635123195e-05, 4.648635123195e-05, 4.648635123195e-05, 4.648635123195e-05, 4.648635123195e-05]"
8/17/16,"[2.80112044818e-05, 2.80112044818e-05, 2.80112044818e-05, 2.80112044818e-05, 2.80112044818e-05, 2.80112044818e-05, 2.80112044818e-05, 2.80112044818e-05, 2.80112044818e-05, 0.22582793579500002, 2.80112044818e-05, 2.80112044818e-05, 2.80112044818e-05, 2.80112044818e-05, 2.80112044818e-05, 0.0184073023126, 2.80112044818e-05, 2.80112044818e-05, 2.80112044818e-05, 2.80112044818e-05, 2.80112044818e-05, 2.80112044818e-05, 2.80112044818e-05, 2.80112044818e-05, 0.64750728633, 2.80112044818e-05, 2.80112044818e-05, 2.80112044818e-05, 2.80112044818e-05, 0.106968960155, 2.80112044818e-05, 2.80112044818e-05, 2.80112044818e-05, 2.80112044818e-05, 2.80112044818e-05, 2.80112044818e-05, 2.80112044818e-05, 2.80112044818e-05, 2.80112044818e-05, 2.80112044818e-05, 2.80112044818e-05, 2.80112044818e-05, 2.80112044818e-05, 2.80112044818e-05, 2.80112044818e-05, 2.80112044818e-05, 2.80112044818e-05, 2.80112044818e-05, 2.80112044818e-05, 2.80112044818e-05]"
8/18/16,"[3.0534351145e-05, 3.0534351145e-05, 3.0534351145e-05, 3.0534351145e-05, 3.0534351145e-05, 3.0534351145e-05, 3.0534351145e-05, 3.0534351145e-05, 3.0534351145e-05, 0.777333702002, 3.0534351145e-05, 3.0534351145e-05, 3.0534351145e-05, 3.0534351145e-05, 3.0534351145e-05, 0.044274185190399995, 3.0534351145e-05, 3.0534351145e-05, 3.0534351145e-05, 3.0534351145e-05, 3.0534351145e-05, 3.0534351145e-05, 3.0534351145e-05, 3.0534351145e-05, 0.17695699830400002, 3.0534351145e-05, 3.0534351145e-05, 3.0534351145e-05, 3.0534351145e-05, 3.0534351145e-05, 3.0534351145e-05, 3.0534351145e-05, 3.0534351145e-05, 3.0534351145e-05, 3.0534351145e-05, 3.0534351145e-05, 3.0534351145e-05, 3.0534351145e-05, 3.0534351145e-05, 3.0534351145e-05, 3.0534351145e-05, 3.0534351145e-05, 3.0534351145e-05, 3.0534351145e-05, 3.0534351145e-05, 3.0534351145e-05, 3.0534351145e-05, 3.0534351145e-05, 3.0534351145e-05, 3.0534351145e-05]"
8/19/16,"[2.40673886883e-05, 2.40673886883e-05, 2.40673886883e-05, 2.40673886883e-05, 2.40673886883e-05, 2.40673886883e-05, 2.40673886883e-05, 2.40673886883e-05, 2.40673886883e-05, 0.8193600494869999, 2.40673886883e-05, 2.40673886883e-05, 2.40673886883e-05, 2.40673886883e-05, 2.40673886883e-05, 0.067644267662, 2.40673886883e-05, 2.40673886883e-05, 2.40673886883e-05, 2.40673886883e-05, 2.40673886883e-05, 2.40673886883e-05, 2.40673886883e-05, 2.40673886883e-05, 0.111864515582, 2.40673886883e-05, 2.40673886883e-05, 2.40673886883e-05, 2.40673886883e-05, 2.40673886883e-05, 2.40673886883e-05, 2.40673886883e-05, 2.40673886883e-05, 2.40673886883e-05, 2.40673886883e-05, 2.40673886883e-05, 2.40673886883e-05, 2.40673886883e-05, 2.40673886883e-05, 2.40673886883e-05, 2.40673886883e-05, 2.40673886883e-05, 2.40673886883e-05, 2.40673886883e-05, 2.40673886883e-05, 2.40673886883e-05, 2.40673886883e-05, 2.40673886883e-05, 2.40673886883e-05, 2.40673886883e-05]"
8/20/16,"[3.03490136571e-05, 0.016310202543299998, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 0.942788664006, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 0.0394747298089, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05, 3.03490136571e-05]"
8/21/16,"[3.34448160535e-05, 0.0412719294729, 3.34448160535e-05, 3.34448160535e-05, 3.34448160535e-05, 3.34448160535e-05, 3.34448160535e-05, 3.34448160535e-05, 3.34448160535e-05, 0.721919101432, 3.34448160535e-05, 3.34448160535e-05, 3.34448160535e-05, 3.34448160535e-05, 3.34448160535e-05, 0.143085600079, 3.34448160535e-05, 3.34448160535e-05, 3.34448160535e-05, 3.34448160535e-05, 3.34448160535e-05, 3.34448160535e-05, 3.34448160535e-05, 3.34448160535e-05, 0.09218490747739999, 3.34448160535e-05, 3.34448160535e-05, 3.34448160535e-05, 3.34448160535e-05, 3.34448160535e-05, 3.34448160535e-05, 3.34448160535e-05, 3.34448160535e-05, 3.34448160535e-05, 3.34448160535e-05, 3.34448160535e-05, 3.34448160535e-05, 3.34448160535e-05, 3.34448160535e-05, 3.34448160535e-05, 3.34448160535e-05, 3.34448160535e-05, 3.34448160535e-05, 3.34448160535e-05, 3.34448160535e-05, 3.34448160535e-05, 3.34448160535e-05, 3.34448160535e-05, 3.34448160535e-05, 3.34448160535e-05]"
8/22/16,"[2.52525252525e-05, 2.52525252525e-05, 2.52525252525e-05, 2.52525252525e-05, 2.52525252525e-05, 2.52525252525e-05, 2.52525252525e-05, 2.52525252525e-05, 2.52525252525e-05, 0.7863602216140001, 2.52525252525e-05, 2.52525252525e-05, 2.52525252525e-05, 2.52525252525e-05, 2.52525252525e-05, 2.52525252525e-05, 2.52525252525e-05, 2.52525252525e-05, 0.117820764957, 2.52525252525e-05, 2.52525252525e-05, 2.52525252525e-05, 2.52525252525e-05, 2.52525252525e-05, 0.026106059928700003, 2.52525252525e-05, 2.52525252525e-05, 2.52525252525e-05, 2.52525252525e-05, 0.0685513373394, 2.52525252525e-05, 2.52525252525e-05, 2.52525252525e-05, 2.52525252525e-05, 2.52525252525e-05, 2.52525252525e-05, 2.52525252525e-05, 2.52525252525e-05, 2.52525252525e-05, 2.52525252525e-05, 2.52525252525e-05, 2.52525252525e-05, 2.52525252525e-05, 2.52525252525e-05, 2.52525252525e-05, 2.52525252525e-05, 2.52525252525e-05, 2.52525252525e-05, 2.52525252525e-05, 2.52525252525e-05]"
8/23/16,"[3.14960629921e-05, 3.14960629921e-05, 3.14960629921e-05, 3.14960629921e-05, 3.14960629921e-05, 3.14960629921e-05, 3.14960629921e-05, 3.14960629921e-05, 3.14960629921e-05, 0.875557957928, 3.14960629921e-05, 3.14960629921e-05, 3.14960629921e-05, 3.14960629921e-05, 3.14960629921e-05, 3.14960629921e-05, 0.014673710811700002, 3.14960629921e-05, 0.06640836407180001, 3.14960629921e-05, 3.14960629921e-05, 3.14960629921e-05, 3.14960629921e-05, 3.14960629921e-05, 3.14960629921e-05, 3.14960629921e-05, 3.14960629921e-05, 3.14960629921e-05, 3.14960629921e-05, 0.041911148290699994, 3.14960629921e-05, 3.14960629921e-05, 3.14960629921e-05, 3.14960629921e-05, 3.14960629921e-05, 3.14960629921e-05, 3.14960629921e-05, 3.14960629921e-05, 3.14960629921e-05, 3.14960629921e-05, 3.14960629921e-05, 3.14960629921e-05, 3.14960629921e-05, 3.14960629921e-05, 3.14960629921e-05, 3.14960629921e-05, 3.14960629921e-05, 3.14960629921e-05, 3.14960629921e-05, 3.14960629921e-05]"
8/24/16,"[2.05973223481e-05, 2.05973223481e-05, 2.05973223481e-05, 2.05973223481e-05, 2.05973223481e-05, 2.05973223481e-05, 2.05973223481e-05, 2.05973223481e-05, 2.05973223481e-05, 0.655081067058, 2.05973223481e-05, 2.05973223481e-05, 2.05973223481e-05, 2.05973223481e-05, 2.05973223481e-05, 0.0472809254973, 2.05973223481e-05, 2.05973223481e-05, 2.05973223481e-05, 2.05973223481e-05, 2.05973223481e-05, 2.05973223481e-05, 2.05973223481e-05, 2.05973223481e-05, 2.05973223481e-05, 2.05973223481e-05, 2.05973223481e-05, 2.05973223481e-05, 2.05973223481e-05, 0.296669933294, 2.05973223481e-05, 2.05973223481e-05, 2.05973223481e-05, 2.05973223481e-05, 2.05973223481e-05, 2.05973223481e-05, 2.05973223481e-05, 2.05973223481e-05, 2.05973223481e-05, 2.05973223481e-05, 2.05973223481e-05, 2.05973223481e-05, 2.05973223481e-05, 2.05973223481e-05, 2.05973223481e-05, 2.05973223481e-05, 2.05973223481e-05, 2.05973223481e-05, 2.05973223481e-05, 2.05973223481e-05]"
