dates,lda
9/16/14,"[4.36014824504e-06, 4.36014824504e-06, 4.36014824504e-06, 4.36014824504e-06, 4.36014824504e-06, 4.36014824504e-06, 4.36014824504e-06, 4.36014824504e-06, 4.36014824504e-06, 4.36014824504e-06, 4.36014824504e-06, 4.36014824504e-06, 4.36014824504e-06, 4.36014824504e-06, 4.36014824504e-06, 0.0172112087675, 0.0229524013289, 4.36014824504e-06, 0.9596314629359999, 4.36014824504e-06, 4.36014824504e-06, 4.36014824504e-06, 4.36014824504e-06, 4.36014824504e-06, 4.36014824504e-06, 4.36014824504e-06, 4.36014824504e-06, 4.36014824504e-06, 4.36014824504e-06, 4.36014824504e-06, 4.36014824504e-06, 4.36014824504e-06, 4.36014824504e-06, 4.36014824504e-06, 4.36014824504e-06, 4.36014824504e-06, 4.36014824504e-06, 4.36014824504e-06, 4.36014824504e-06, 4.36014824504e-06, 4.36014824504e-06, 4.36014824504e-06, 4.36014824504e-06, 4.36014824504e-06, 4.36014824504e-06, 4.36014824504e-06, 4.36014824504e-06, 4.36014824504e-06, 4.36014824504e-06, 4.36014824504e-06]"
9/17/14,"[9.56937799043e-06, 9.56937799043e-06, 9.56937799043e-06, 9.56937799043e-06, 9.56937799043e-06, 9.56937799043e-06, 9.56937799043e-06, 9.56937799043e-06, 9.56937799043e-06, 9.56937799043e-06, 9.56937799043e-06, 9.56937799043e-06, 9.56937799043e-06, 9.56937799043e-06, 9.56937799043e-06, 0.0809078901643, 0.057241745722000005, 9.56937799043e-06, 0.8614006033480001, 9.56937799043e-06, 9.56937799043e-06, 9.56937799043e-06, 9.56937799043e-06, 9.56937799043e-06, 9.56937799043e-06, 9.56937799043e-06, 9.56937799043e-06, 9.56937799043e-06, 9.56937799043e-06, 9.56937799043e-06, 9.56937799043e-06, 9.56937799043e-06, 9.56937799043e-06, 9.56937799043e-06, 9.56937799043e-06, 9.56937799043e-06, 9.56937799043e-06, 9.56937799043e-06, 9.56937799043e-06, 9.56937799043e-06, 9.56937799043e-06, 9.56937799043e-06, 9.56937799043e-06, 9.56937799043e-06, 9.56937799043e-06, 9.56937799043e-06, 9.56937799043e-06, 9.56937799043e-06, 9.56937799043e-06, 9.56937799043e-06]"
9/19/14,"[4.253306039075e-05, 0.051165409941300005, 4.253306039075e-05, 4.253306039075e-05, 4.253306039075e-05, 4.253306039075e-05, 4.253306039075e-05, 4.253306039075e-05, 4.253306039075e-05, 0.024388710802500598, 4.253306039075e-05, 4.253306039075e-05, 4.253306039075e-05, 4.253306039075e-05, 4.253306039075e-05, 4.253306039075e-05, 0.39657301691549995, 4.253306039075e-05, 0.35509302169749996, 4.253306039075e-05, 4.253306039075e-05, 4.253306039075e-05, 4.253306039075e-05, 0.014169861781899998, 0.1327061631227506, 4.253306039075e-05, 4.253306039075e-05, 4.253306039075e-05, 4.253306039075e-05, 0.0240748941420506, 4.253306039075e-05, 4.253306039075e-05, 4.253306039075e-05, 4.253306039075e-05, 4.253306039075e-05, 4.253306039075e-05, 4.253306039075e-05, 4.253306039075e-05, 4.253306039075e-05, 4.253306039075e-05, 4.253306039075e-05, 4.253306039075e-05, 4.253306039075e-05, 4.253306039075e-05, 4.253306039075e-05, 4.253306039075e-05, 4.253306039075e-05, 4.253306039075e-05, 4.253306039075e-05, 4.253306039075e-05]"
9/20/14,"[3.55871886121e-05, 3.55871886121e-05, 3.55871886121e-05, 3.55871886121e-05, 3.55871886121e-05, 3.55871886121e-05, 3.55871886121e-05, 3.55871886121e-05, 3.55871886121e-05, 0.392281358136, 3.55871886121e-05, 3.55871886121e-05, 3.55871886121e-05, 3.55871886121e-05, 3.55871886121e-05, 3.55871886121e-05, 0.106809563193, 3.55871886121e-05, 0.254546943834, 3.55871886121e-05, 3.55871886121e-05, 3.55871886121e-05, 3.55871886121e-05, 0.0161091404596, 0.212733626035, 3.55871886121e-05, 3.55871886121e-05, 3.55871886121e-05, 3.55871886121e-05, 3.55871886121e-05, 3.55871886121e-05, 3.55871886121e-05, 0.0159535320428, 3.55871886121e-05, 3.55871886121e-05, 3.55871886121e-05, 3.55871886121e-05, 3.55871886121e-05, 3.55871886121e-05, 3.55871886121e-05, 3.55871886121e-05, 3.55871886121e-05, 3.55871886121e-05, 3.55871886121e-05, 3.55871886121e-05, 3.55871886121e-05, 3.55871886121e-05, 3.55871886121e-05, 3.55871886121e-05, 3.55871886121e-05]"
9/21/14,"[3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 0.516635746131, 3.62976406534e-05, 0.13914699980999998, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 0.272883570384, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 0.06966399220530001, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05, 3.62976406534e-05]"
9/22/14,"[3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 0.9984923076919999, 3.07692307692e-05, 3.07692307696e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05, 3.07692307692e-05]"
9/23/14,"[2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 0.938387512529, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 0.0605326224541, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05, 2.24971878515e-05]"
9/24/14,"[2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 0.9990091001010001, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05, 2.02224469161e-05]"
9/25/14,"[7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 0.9996272346899999, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06, 7.6074553062e-06]"
9/26/14,"[2.40963855422e-05, 0.024486115520200004, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 0.130909746078, 0.826937865114, 2.40963855422e-05, 0.0165578395523, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05, 2.40963855422e-05]"
9/27/14,"[4.92610837439e-05, 0.0362741898665, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 0.237966213406, 0.589073404708, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 0.0559328081508, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 0.0576419526229, 4.92610837439e-05, 4.92610837439e-05, 0.020943943561200003, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05, 4.92610837439e-05]"
9/28/14,"[2.71002710027e-05, 0.08976347764730001, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 0.14429600916500002, 0.742702256558, 2.71002710027e-05, 0.021991644163099996, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05, 2.71002710027e-05]"
10/2/14,"[2.5492372040009994e-05, 0.15893514352725, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 0.770131930371, 2.5492372040009994e-05, 0.024953678085905758, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 0.04480659890176974, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05, 2.5492372040009994e-05]"
10/3/14,"[3.69480879365e-06, 0.072296672744, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 0.927525976434, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06, 3.69480879365e-06]"
10/5/14,"[1.2513365874049999e-05, 0.383206661489, 1.2513365874049999e-05, 1.2513365874049999e-05, 1.2513365874049999e-05, 1.2513365874049999e-05, 1.2513365874049999e-05, 1.2513365874049999e-05, 1.2513365874049999e-05, 1.2513365874049999e-05, 1.2513365874049999e-05, 1.2513365874049999e-05, 1.2513365874049999e-05, 1.2513365874049999e-05, 1.2513365874049999e-05, 1.2513365874049999e-05, 0.5847905507894999, 1.2513365874049999e-05, 0.011233033818814998, 1.2513365874049999e-05, 1.2513365874049999e-05, 1.2513365874049999e-05, 1.2513365874049999e-05, 1.2513365874049999e-05, 1.2513365874049999e-05, 0.020194139072564996, 1.2513365874049999e-05, 1.2513365874049999e-05, 1.2513365874049999e-05, 1.2513365874049999e-05, 1.2513365874049999e-05, 1.2513365874049999e-05, 1.2513365874049999e-05, 1.2513365874049999e-05, 1.2513365874049999e-05, 1.2513365874049999e-05, 1.2513365874049999e-05, 1.2513365874049999e-05, 1.2513365874049999e-05, 1.2513365874049999e-05, 1.2513365874049999e-05, 1.2513365874049999e-05, 1.2513365874049999e-05, 1.2513365874049999e-05, 1.2513365874049999e-05, 1.2513365874049999e-05, 1.2513365874049999e-05, 1.2513365874049999e-05, 1.2513365874049999e-05, 1.2513365874049999e-05]"
10/10/14,"[1.4490332305200001e-05, 0.5730627767892, 1.4490332305200001e-05, 1.4490332305200001e-05, 1.4490332305200001e-05, 1.4490332305200001e-05, 1.4490332305200001e-05, 1.4490332305200001e-05, 1.4490332305200001e-05, 0.01288172918229992, 1.4490332305200001e-05, 1.4490332305200001e-05, 1.4490332305200001e-05, 1.4490332305200001e-05, 1.4490332305200001e-05, 1.4490332305200001e-05, 0.2621110704964, 1.4490332305200001e-05, 0.02137031884764762, 1.4490332305200001e-05, 1.4490332305200001e-05, 1.4490332305200001e-05, 1.4490332305200001e-05, 1.4490332305200001e-05, 1.4490332305200001e-05, 0.11795495296130784, 1.4490332305200001e-05, 1.4490332305200001e-05, 1.4490332305200001e-05, 0.0020896004537026202, 1.4490332305200001e-05, 1.4490332305200001e-05, 0.00990646698073016, 1.4490332305200001e-05, 1.4490332305200001e-05, 1.4490332305200001e-05, 1.4490332305200001e-05, 1.4490332305200001e-05, 1.4490332305200001e-05, 1.4490332305200001e-05, 1.4490332305200001e-05, 1.4490332305200001e-05, 1.4490332305200001e-05, 1.4490332305200001e-05, 1.4490332305200001e-05, 1.4490332305200001e-05, 1.4490332305200001e-05, 1.4490332305200001e-05, 1.4490332305200001e-05, 1.4490332305200001e-05]"
10/11/14,"[3.4995625546800004e-06, 0.5071118959359999, 3.4995625546800004e-06, 3.4995625546800004e-06, 3.4995625546800004e-06, 3.4995625546800004e-06, 3.4995625546800004e-06, 3.4995625546800004e-06, 3.4995625546800004e-06, 0.0299943574308, 3.4995625546800004e-06, 3.4995625546800004e-06, 3.4995625546800004e-06, 3.4995625546800004e-06, 3.4995625546800004e-06, 3.4995625546800004e-06, 0.462729267193, 3.4995625546800004e-06, 3.4995625546800004e-06, 3.4995625546800004e-06, 3.4995625546800004e-06, 3.4995625546800004e-06, 3.4995625546800004e-06, 3.4995625546800004e-06, 3.4995625546800004e-06, 3.4995625546800004e-06, 3.4995625546800004e-06, 3.4995625546800004e-06, 3.4995625546800004e-06, 3.4995625546800004e-06, 3.4995625546800004e-06, 3.4995625546800004e-06, 3.4995625546800004e-06, 3.4995625546800004e-06, 3.4995625546800004e-06, 3.4995625546800004e-06, 3.4995625546800004e-06, 3.4995625546800004e-06, 3.4995625546800004e-06, 3.4995625546800004e-06, 3.4995625546800004e-06, 3.4995625546800004e-06, 3.4995625546800004e-06, 3.4995625546800004e-06, 3.4995625546800004e-06, 3.4995625546800004e-06, 3.4995625546800004e-06, 3.4995625546800004e-06, 3.4995625546800004e-06, 3.4995625546800004e-06]"
10/14/14,"[2.6524920240533334e-05, 0.6409963909386667, 2.6524920240533334e-05, 2.6524920240533334e-05, 2.6524920240533334e-05, 2.6524920240533334e-05, 2.6524920240533334e-05, 2.6524920240533334e-05, 2.6524920240533334e-05, 0.012791644155468332, 2.6524920240533334e-05, 2.6524920240533334e-05, 2.6524920240533334e-05, 2.6524920240533334e-05, 2.6524920240533334e-05, 2.6524920240533334e-05, 0.23805134071466663, 2.6524920240533334e-05, 0.03252655433380553, 2.6524920240533334e-05, 2.6524920240533334e-05, 2.6524920240533334e-05, 2.6524920240533334e-05, 2.6524920240533334e-05, 2.6524920240533334e-05, 0.05763808208790001, 2.6524920240533334e-05, 2.6524920240533334e-05, 2.6524920240533334e-05, 2.6524920240533334e-05, 2.6524920240533334e-05, 0.016828891278739367, 2.6524920240533334e-05, 2.6524920240533334e-05, 2.6524920240533334e-05, 2.6524920240533334e-05, 2.6524920240533334e-05, 2.6524920240533334e-05, 2.6524920240533334e-05, 2.6524920240533334e-05, 2.6524920240533334e-05, 2.6524920240533334e-05, 2.6524920240533334e-05, 2.6524920240533334e-05, 2.6524920240533334e-05, 2.6524920240533334e-05, 2.6524920240533334e-05, 2.6524920240533334e-05, 2.6524920240533334e-05, 2.6524920240533334e-05]"
10/15/14,"[0.000740740740741, 0.000740740740741, 0.000740740740741, 0.000740740740741, 0.000740740740741, 0.000740740740741, 0.000740740740741, 0.000740740740741, 0.000740740740741, 0.6988069963950001, 0.000740740740741, 0.000740740740741, 0.000740740740741, 0.000740740740741, 0.000740740740741, 0.000740740740741, 0.000740740740741, 0.000740740740741, 0.000740740740741, 0.000740740740741, 0.000740740740741, 0.000740740740741, 0.000740740740741, 0.000740740740741, 0.000740740740741, 0.265637448049, 0.000740740740741, 0.000740740740741, 0.000740740740741, 0.000740740740741, 0.000740740740741, 0.000740740740741, 0.000740740740741, 0.000740740740741, 0.000740740740741, 0.000740740740741, 0.000740740740741, 0.000740740740741, 0.000740740740741, 0.000740740740741, 0.000740740740741, 0.000740740740741, 0.000740740740741, 0.000740740740741, 0.000740740740741, 0.000740740740741, 0.000740740740741, 0.000740740740741, 0.000740740740741, 0.000740740740741]"
3/4/15,"[0.00012957683701848334, 0.00012957683701848334, 0.00012957683701848334, 0.00012957683701848334, 0.00012957683701848334, 0.00012957683701848334, 0.00012957683701848334, 0.00012957683701848334, 0.00012957683701848334, 0.1053525985058585, 0.00012957683701848334, 0.00012957683701848334, 0.00012957683701848334, 0.00012957683701848334, 0.00012957683701848334, 0.010900190277517966, 0.08457404062804584, 0.00012957683701848334, 0.06291840679436798, 0.00012957683701848334, 0.00012957683701848334, 0.00012957683701848334, 0.00012957683701848334, 0.04812969741483114, 0.016447672630422516, 0.6408676944051667, 0.00012957683701848334, 0.00012957683701848334, 0.00012957683701848334, 0.014462661996758483, 0.00012957683701848334, 0.00012957683701848334, 0.011034387029227148, 0.00012957683701848334, 0.00012957683701848334, 0.00012957683701848334, 0.00012957683701848334, 0.00012957683701848334, 0.00012957683701848334, 0.00012957683701848334, 0.00012957683701848334, 0.00012957683701848334, 0.00012957683701848334, 0.00012957683701848334, 0.00012957683701848334, 0.00012957683701848334, 0.00012957683701848334, 0.00012957683701848334, 0.00012957683701848334, 0.00012957683701848334]"
3/5/15,"[3.6496350365000004e-05, 3.6496350365000004e-05, 3.6496350365000004e-05, 3.6496350365000004e-05, 3.6496350365000004e-05, 3.6496350365000004e-05, 3.6496350365000004e-05, 3.6496350365000004e-05, 3.6496350365000004e-05, 0.467146895, 3.6496350365000004e-05, 3.6496350365000004e-05, 3.6496350365000004e-05, 3.6496350365000004e-05, 3.6496350365000004e-05, 0.06856000722040001, 3.6496350365000004e-05, 3.6496350365000004e-05, 3.6496350365000004e-05, 3.6496350365000004e-05, 3.6496350365000004e-05, 3.6496350365000004e-05, 3.6496350365000004e-05, 3.6496350365000004e-05, 3.6496350365000004e-05, 0.46257776931199995, 3.6496350365000004e-05, 3.6496350365000004e-05, 3.6496350365000004e-05, 3.6496350365000004e-05, 3.6496350365000004e-05, 3.6496350365000004e-05, 3.6496350365000004e-05, 3.6496350365000004e-05, 3.6496350365000004e-05, 3.6496350365000004e-05, 3.6496350365000004e-05, 3.6496350365000004e-05, 3.6496350365000004e-05, 3.6496350365000004e-05, 3.6496350365000004e-05, 3.6496350365000004e-05, 3.6496350365000004e-05, 3.6496350365000004e-05, 3.6496350365000004e-05, 3.6496350365000004e-05, 3.6496350365000004e-05, 3.6496350365000004e-05, 3.6496350365000004e-05, 3.6496350365000004e-05]"
3/6/15,"[6.89655172414e-05, 6.89655172414e-05, 6.89655172414e-05, 6.89655172414e-05, 6.89655172414e-05, 6.89655172414e-05, 6.89655172414e-05, 6.89655172414e-05, 6.89655172414e-05, 0.16991716543, 6.89655172414e-05, 6.89655172414e-05, 6.89655172414e-05, 6.89655172414e-05, 6.89655172414e-05, 0.401817199143, 6.89655172414e-05, 6.89655172414e-05, 6.89655172414e-05, 6.89655172414e-05, 6.89655172414e-05, 6.89655172414e-05, 6.89655172414e-05, 6.89655172414e-05, 6.89655172414e-05, 0.425024256117, 6.89655172414e-05, 6.89655172414e-05, 6.89655172414e-05, 6.89655172414e-05, 6.89655172414e-05, 6.89655172414e-05, 6.89655172414e-05, 6.89655172414e-05, 6.89655172414e-05, 6.89655172414e-05, 6.89655172414e-05, 6.89655172414e-05, 6.89655172414e-05, 6.89655172414e-05, 6.89655172414e-05, 6.89655172414e-05, 6.89655172414e-05, 6.89655172414e-05, 6.89655172414e-05, 6.89655172414e-05, 6.89655172414e-05, 6.89655172414e-05, 6.89655172414e-05, 6.89655172414e-05]"
3/7/15,"[8.65800865801e-05, 8.65800865801e-05, 8.65800865801e-05, 8.65800865801e-05, 8.65800865801e-05, 8.65800865801e-05, 8.65800865801e-05, 8.65800865801e-05, 8.65800865801e-05, 0.044948894204699996, 8.65800865801e-05, 8.65800865801e-05, 8.65800865801e-05, 8.65800865801e-05, 8.65800865801e-05, 8.65800865801e-05, 8.65800865801e-05, 8.65800865801e-05, 8.65800865801e-05, 8.65800865801e-05, 8.65800865801e-05, 8.65800865801e-05, 8.65800865801e-05, 8.65800865801e-05, 0.40180790573700004, 0.405335564322, 8.65800865801e-05, 8.65800865801e-05, 8.65800865801e-05, 0.143924951754, 8.65800865801e-05, 8.65800865801e-05, 8.65800865801e-05, 8.65800865801e-05, 8.65800865801e-05, 8.65800865801e-05, 8.65800865801e-05, 8.65800865801e-05, 8.65800865801e-05, 8.65800865801e-05, 8.65800865801e-05, 8.65800865801e-05, 8.65800865801e-05, 8.65800865801e-05, 8.65800865801e-05, 8.65800865801e-05, 8.65800865801e-05, 8.65800865801e-05, 8.65800865801e-05, 8.65800865801e-05]"
3/8/15,"[8.81057268723e-05, 8.81057268723e-05, 8.81057268723e-05, 8.81057268723e-05, 8.81057268723e-05, 8.81057268723e-05, 8.81057268723e-05, 8.81057268723e-05, 0.020672572336400002, 0.559865507106, 8.81057268723e-05, 8.81057268723e-05, 8.81057268723e-05, 8.81057268723e-05, 8.81057268723e-05, 8.81057268723e-05, 0.136756828022, 8.81057268723e-05, 8.81057268723e-05, 8.81057268723e-05, 8.81057268723e-05, 8.81057268723e-05, 8.81057268723e-05, 8.81057268723e-05, 8.81057268723e-05, 0.26488296528599997, 8.81057268723e-05, 8.81057268723e-05, 8.81057268723e-05, 8.81057268723e-05, 8.81057268723e-05, 8.81057268723e-05, 0.013857369540299999, 8.81057268723e-05, 8.81057268723e-05, 8.81057268723e-05, 8.81057268723e-05, 8.81057268723e-05, 8.81057268723e-05, 8.81057268723e-05, 8.81057268723e-05, 8.81057268723e-05, 8.81057268723e-05, 8.81057268723e-05, 8.81057268723e-05, 8.81057268723e-05, 8.81057268723e-05, 8.81057268723e-05, 8.81057268723e-05, 8.81057268723e-05]"
