"original_date","home_team_name","away_team_name","away_win","away_loss","away_team_hits","away_team_errors","away_team_hr","away_team_sb","away_team_so","home_win","home_loss","home_team_hits","home_team_errors","home_team_hr","home_team_sb","home_team_so","away_team_runs","home_team_runs","gameday_link","isHome","score_diff","opponent","wins","opponentAngels","opponentAstros","opponentAthletics","opponentBlue.Jays","opponentBraves","opponentBrewers","opponentCardinals","opponentCubs","opponentD.backs","opponentDodgers","opponentGiants","opponentIndians","opponentMariners","opponentMarlins","opponentMets","opponentNationals","opponentPadres","opponentPhillies","opponentPirates","opponentRangers","opponentRays","opponentRed.Sox","opponentReds","opponentRockies","opponentRoyals","opponentTides","opponentTigers","opponentTwins","opponentWhite.Sox","opponentYankees"
"2014/06/01","Astros","Orioles",28,27,12,0,"2","2","12",24,34,8,0,"1","0","7",9,4,"2014_06_01_balmlb_houmlb_1",-1,5,"Astros",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014/06/03","Rangers","Orioles",29,27,17,0,"2","0","7",29,29,7,0,"2","0","4",8,3,"2014_06_03_balmlb_texmlb_1",-1,5,"Rangers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2014/06/04","Rangers","Orioles",30,27,13,1,"2","0","9",29,30,11,2,"2","0","4",6,5,"2014_06_04_balmlb_texmlb_1",-1,1,"Rangers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2014/06/05","Rangers","Orioles",30,28,8,3,"2","1","4",30,30,13,0,"1","2","7",6,8,"2014_06_05_balmlb_texmlb_1",-1,-2,"Rangers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2014/06/06","Orioles","Athletics",38,23,10,0,"2","2","9",30,29,13,1,"2","0","11",4,3,"2014_06_06_oakmlb_balmlb_1",1,-1,"Athletics",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014/06/07","Orioles","Athletics",38,24,7,0,"1","0","11",31,29,7,1,"2","0","9",3,6,"2014_06_07_oakmlb_balmlb_1",1,3,"Athletics",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014/06/08","Orioles","Athletics",39,24,10,0,"1","0","7",31,30,6,1,"0","0","5",11,1,"2014_06_08_oakmlb_balmlb_1",1,-10,"Athletics",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014/06/09","Orioles","Red Sox",28,35,3,0,"0","0","8",32,30,8,0,"3","0","6",0,4,"2014_06_09_bosmlb_balmlb_1",1,4,"Red Sox",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2014/06/10","Orioles","Red Sox",29,35,8,0,"0","0","9",32,31,2,1,"0","0","4",1,0,"2014_06_10_bosmlb_balmlb_1",1,-1,"Red Sox",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2014/06/11","Orioles","Red Sox",29,36,4,0,"0","0","10",33,31,9,1,"1","1","8",0,6,"2014_06_11_bosmlb_balmlb_1",1,6,"Red Sox",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2014/06/12","Orioles","Blue Jays",39,29,7,0,"0","1","6",34,31,9,0,"1","0","6",2,4,"2014_06_12_tormlb_balmlb_1",1,2,"Blue Jays",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014/06/13","Orioles","Blue Jays",40,29,4,0,"1","0","7",34,32,9,1,"0","0","3",4,0,"2014_06_13_tormlb_balmlb_1",1,-4,"Blue Jays",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014/06/14","Orioles","Blue Jays",40,30,9,1,"0","1","4",35,32,7,0,"1","0","7",2,3,"2014_06_14_tormlb_balmlb_1",1,1,"Blue Jays",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014/06/15","Orioles","Blue Jays",41,30,12,0,"0","0","10",35,33,9,0,"1","0","0",5,2,"2014_06_15_tormlb_balmlb_1",1,-3,"Blue Jays",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014/06/16","Rays","Orioles",35,34,8,0,"2","0","5",28,43,9,0,"3","0","9",4,5,"2014_06_16_balmlb_tbamlb_1",-1,-1,"Rays",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2014/06/17","Rays","Orioles",36,34,8,1,"2","0","8",28,44,11,0,"2","0","9",7,5,"2014_06_17_balmlb_tbamlb_1",-1,2,"Rays",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2014/06/18","Rays","Orioles",37,34,7,1,"1","0","8",28,45,5,2,"0","0","6",2,0,"2014_06_18_balmlb_tbamlb_1",-1,2,"Rays",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2014/06/20","Yankees","Orioles",37,35,9,0,"0","0","4",39,33,11,2,"1","3","10",3,5,"2014_06_20_balmlb_nyamlb_1",-1,-2,"Yankees",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2014/06/21","Yankees","Orioles",38,35,9,0,"4","0","6",39,34,7,1,"1","0","8",6,1,"2014_06_21_balmlb_nyamlb_1",-1,5,"Yankees",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2014/06/22","Yankees","Orioles",39,35,12,1,"2","0","3",39,35,4,2,"0","0","7",8,0,"2014_06_22_balmlb_nyamlb_1",-1,8,"Yankees",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2014/06/23","Orioles","White Sox",35,42,8,0,"1","0","7",40,35,15,0,"3","0","3",4,6,"2014_06_23_chamlb_balmlb_1",1,2,"White Sox",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2014/06/24","Orioles","White Sox",36,42,11,0,"1","2","8",40,36,9,1,"1","0","3",4,2,"2014_06_24_chamlb_balmlb_1",1,-2,"White Sox",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2014/06/25","Orioles","White Sox",36,43,11,0,"1","2","6",41,36,12,0,"1","0","12",4,5,"2014_06_25_chamlb_balmlb_1",1,1,"White Sox",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2014/06/27","Orioles","Rays",33,48,9,1,"0","0","9",41,37,3,0,"1","0","7",5,2,"2014_06_27_tbamlb_balmlb_1",1,-3,"Rays",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2014/06/27","Orioles","Rays",33,49,5,0,"1","0","7",42,37,10,0,"2","0","3",1,4,"2014_06_27_tbamlb_balmlb_2",1,3,"Rays",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2014/06/28","Orioles","Rays",34,49,10,0,"3","0","9",42,38,8,1,"2","0","10",5,4,"2014_06_28_tbamlb_balmlb_1",1,-1,"Rays",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2014/06/29","Orioles","Rays",35,49,18,0,"5","0","10",42,39,13,0,"2","1","5",12,7,"2014_06_29_tbamlb_balmlb_1",1,-5,"Rays",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2014/06/30","Orioles","Rangers",37,45,4,2,"0","0","4",43,39,10,1,"4","0","9",1,7,"2014_06_30_texmlb_balmlb_1",1,6,"Rangers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2014/07/01","Orioles","Rangers",37,46,10,2,"0","0","4",44,39,8,0,"3","0","6",3,8,"2014_07_01_texmlb_balmlb_1",1,5,"Rangers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2014/07/02","Orioles","Rangers",37,47,8,0,"0","0","5",45,39,8,1,"2","0","7",4,6,"2014_07_02_texmlb_balmlb_1",1,2,"Rangers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2014/07/03","Orioles","Rangers",37,48,7,0,"1","0","8",46,39,12,0,"0","4","7",2,5,"2014_07_03_texmlb_balmlb_1",1,3,"Rangers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2014/07/05","Red Sox","Orioles",46,40,5,1,"0","0","6",39,47,9,3,"1","0","9",2,3,"2014_07_05_balmlb_bosmlb_1",-1,-1,"Red Sox",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2014/07/05","Red Sox","Orioles",47,40,16,0,"2","1","8",39,48,6,2,"1","0","13",7,4,"2014_07_05_balmlb_bosmlb_2",-1,3,"Red Sox",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2014/07/06","Red Sox","Orioles",48,40,16,0,"0","0","16",39,49,15,2,"1","1","5",7,6,"2014_07_06_balmlb_bosmlb_1",-1,1,"Red Sox",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2014/07/07","Nationals","Orioles",49,40,15,0,"4","0","10",48,40,7,0,"1","0","12",8,2,"2014_07_07_balmlb_wasmlb_1",-1,6,"Nationals",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014/07/09","Orioles","Nationals",49,40,7,0,"3","1","4",49,41,7,0,"1","0","5",6,2,"2014_07_09_wasmlb_balmlb_1",1,-4,"Nationals",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014/07/10","Orioles","Nationals",49,41,10,1,"1","0","9",50,41,6,0,"1","0","9",3,4,"2014_07_10_wasmlb_balmlb_1",1,1,"Nationals",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014/07/11","Orioles","Yankees",46,46,7,0,"2","0","7",51,41,5,0,"0","0","6",2,3,"2014_07_11_nyamlb_balmlb_1",1,1,"Yankees",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2014/07/12","Orioles","Yankees",47,46,9,0,"0","0","12",51,42,5,0,"0","1","5",3,0,"2014_07_12_nyamlb_balmlb_1",1,-3,"Yankees",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2014/07/13","Orioles","Yankees",47,47,4,0,"1","0","4",52,42,5,0,"1","0","2",1,3,"2014_07_13_nyamlb_balmlb_1",1,2,"Yankees",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2014/07/18","Athletics","Orioles",52,43,7,0,"2","0","8",60,36,7,0,"2","0","4",4,5,"2014_07_18_balmlb_oakmlb_1",-1,-1,"Athletics",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014/07/19","Athletics","Orioles",53,43,13,0,"3","2","7",60,37,8,1,"1","0","7",8,4,"2014_07_19_balmlb_oakmlb_1",-1,4,"Athletics",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014/07/20","Athletics","Orioles",53,44,3,1,"0","0","10",61,37,15,3,"0","0","11",2,10,"2014_07_20_balmlb_oakmlb_1",-1,-8,"Athletics",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014/07/21","Angels","Orioles",54,44,6,1,"2","0","11",59,39,8,0,"0","0","15",4,2,"2014_07_21_balmlb_anamlb_1",-1,2,"Angels",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014/07/22","Angels","Orioles",55,44,7,0,"1","0","7",59,40,3,0,"1","0","9",4,2,"2014_07_22_balmlb_anamlb_1",-1,2,"Angels",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014/07/23","Angels","Orioles",55,45,6,2,"0","1","5",60,40,7,0,"0","1","8",2,3,"2014_07_23_balmlb_anamlb_1",-1,-1,"Angels",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014/07/24","Mariners","Orioles",56,45,8,0,"1","1","4",53,49,5,0,"0","1","9",4,0,"2014_07_24_balmlb_seamlb_1",-1,4,"Mariners",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014/07/25","Mariners","Orioles",57,45,6,0,"2","0","9",53,50,8,0,"0","1","12",2,1,"2014_07_25_balmlb_seamlb_1",-1,1,"Mariners",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014/07/26","Mariners","Orioles",57,46,3,0,"0","0","7",54,50,7,1,"0","0","9",3,4,"2014_07_26_balmlb_seamlb_1",-1,-1,"Mariners",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014/07/27","Mariners","Orioles",58,46,9,0,"0","0","9",54,51,10,0,"1","0","12",3,2,"2014_07_27_balmlb_seamlb_1",-1,1,"Mariners",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014/07/29","Orioles","Angels",63,42,11,1,"1","0","9",59,46,10,2,"3","0","11",6,7,"2014_07_29_anamlb_balmlb_1",1,1,"Angels",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014/07/30","Orioles","Angels",63,43,4,0,"0","0","7",60,46,6,0,"1","0","5",3,4,"2014_07_30_anamlb_balmlb_1",1,1,"Angels",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014/07/31","Orioles","Angels",64,43,12,0,"0","0","16",60,47,5,0,"0","0","12",1,0,"2014_07_31_anamlb_balmlb_1",1,-1,"Angels",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014/08/01","Orioles","Mariners",56,53,5,1,"0","1","7",61,47,8,1,"0","0","8",1,2,"2014_08_01_seamlb_balmlb_1",1,1,"Mariners",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014/08/02","Orioles","Mariners",57,53,11,2,"2","0","9",61,48,8,0,"1","0","2",6,3,"2014_08_02_seamlb_balmlb_1",1,-3,"Mariners",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014/08/03","Orioles","Mariners",57,54,4,0,"0","1","7",62,48,5,0,"1","0","9",0,1,"2014_08_03_seamlb_balmlb_1",1,1,"Mariners",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014/08/04","Nationals","Orioles",63,48,14,0,"2","0","6",60,50,8,1,"1","0","5",7,3,"2014_08_04_balmlb_wasmlb_1",-1,4,"Nationals",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014/08/05","Blue Jays","Orioles",64,48,14,0,"3","1","10",60,54,12,1,"1","0","8",9,3,"2014_08_05_balmlb_tormlb_1",-1,6,"Blue Jays",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014/08/06","Blue Jays","Orioles",64,49,1,1,"1","0","7",61,54,12,0,"1","0","8",1,5,"2014_08_06_balmlb_tormlb_1",-1,-4,"Blue Jays",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014/08/07","Blue Jays","Orioles",65,49,5,0,"1","0","8",61,55,4,0,"1","1","13",2,1,"2014_08_07_balmlb_tormlb_1",-1,1,"Blue Jays",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014/08/08","Orioles","Cardinals",61,53,4,1,"1","0","6",66,49,15,0,"6","0","8",2,12,"2014_08_08_slnmlb_balmlb_1",1,10,"Cardinals",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014/08/09","Orioles","Cardinals",61,54,9,1,"1","0","6",67,49,16,0,"3","0","8",3,10,"2014_08_09_slnmlb_balmlb_1",1,7,"Cardinals",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014/08/10","Orioles","Cardinals",62,54,17,0,"1","0","12",67,50,10,1,"0","0","10",8,3,"2014_08_10_slnmlb_balmlb_1",1,-5,"Cardinals",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014/08/11","Orioles","Yankees",61,57,6,0,"0","3","8",68,50,14,2,"3","0","7",3,11,"2014_08_11_nyamlb_balmlb_1",1,8,"Yankees",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2014/08/13","Orioles","Yankees",61,58,6,0,"1","1","8",69,50,6,0,"2","0","5",3,5,"2014_08_13_nyamlb_balmlb_1",1,2,"Yankees",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2014/08/15","Indians","Orioles",69,51,7,0,"0","0","9",61,60,6,1,"2","0","12",1,2,"2014_08_15_balmlb_clemlb_1",-1,-1,"Indians",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014/08/16","Indians","Orioles",69,52,4,1,"0","0","11",62,60,8,1,"2","2","6",0,6,"2014_08_16_balmlb_clemlb_1",-1,-6,"Indians",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014/08/17","Indians","Orioles",70,52,12,1,"2","0","6",62,61,2,1,"0","2","9",4,1,"2014_08_17_balmlb_clemlb_1",-1,3,"Indians",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014/08/18","White Sox","Orioles",71,52,12,0,"3","0","7",59,66,3,0,"0","0","11",8,2,"2014_08_18_balmlb_chamlb_1",-1,6,"White Sox",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2014/08/19","White Sox","Orioles",72,52,9,1,"0","0","0",59,67,3,0,"0","0","0",5,1,"2014_08_19_balmlb_chamlb_1",-1,4,"White Sox",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2014/08/20","White Sox","Orioles",73,52,8,0,"3","0","10",59,68,6,0,"1","0","9",4,3,"2014_08_20_balmlb_chamlb_1",-1,1,"White Sox",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2014/08/22","Cubs","Orioles",73,53,5,1,"1","0","10",56,72,9,0,"2","0","7",1,4,"2014_08_22_balmlb_chnmlb_1",-1,-3,"Cubs",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014/08/23","Cubs","Orioles",73,54,7,1,"0","0","10",57,72,11,0,"1","1","8",2,7,"2014_08_23_balmlb_chnmlb_1",-1,-5,"Cubs",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014/08/24","Cubs","Orioles",73,55,1,0,"1","0","4",58,72,6,0,"1","1","11",1,2,"2014_08_24_balmlb_chnmlb_1",-1,-1,"Cubs",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014/08/25","Orioles","Rays",64,67,4,2,"0","0","8",74,55,14,1,"5","0","4",1,9,"2014_08_25_tbamlb_balmlb_1",1,8,"Rays",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2014/08/26","Orioles","Rays",64,68,8,1,"0","0","7",75,55,9,0,"0","1","4",2,4,"2014_08_26_tbamlb_balmlb_1",1,2,"Rays",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2014/08/27","Orioles","Rays",65,68,9,1,"0","0","8",75,56,2,2,"1","1","8",3,1,"2014_08_27_tbamlb_balmlb_1",1,-2,"Rays",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2014/08/28","Orioles","Rays",65,69,7,2,"1","0","7",76,56,11,0,"1","2","6",4,5,"2014_08_28_tbamlb_balmlb_1",1,1,"Rays",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2014/08/29","Orioles","Twins",59,75,4,0,"1","0","13",77,56,7,0,"2","0","9",1,9,"2014_08_29_minmlb_balmlb_1",1,8,"Twins",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2014/08/30","Orioles","Twins",59,76,10,0,"0","0","6",78,56,8,1,"1","0","12",2,3,"2014_08_30_minmlb_balmlb_1",1,1,"Twins",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2014/08/31","Orioles","Twins",59,77,15,1,"0","0","0",79,56,18,0,"0","0","0",8,12,"2014_08_31_minmlb_balmlb_1",1,4,"Twins",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2014/09/01","Orioles","Twins",60,77,7,1,"0","0","5",79,57,6,1,"2","0","7",6,4,"2014_09_01_minmlb_balmlb_1",1,-2,"Twins",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2014/09/02","Orioles","Reds",66,72,7,0,"1","1","4",80,57,10,2,"1","0","10",4,5,"2014_09_02_cinmlb_balmlb_1",1,1,"Reds",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2014/09/03","Orioles","Reds",66,73,4,0,"0","0","5",81,57,7,1,"3","0","8",0,6,"2014_09_03_cinmlb_balmlb_1",1,6,"Reds",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2014/09/04","Orioles","Reds",66,74,11,0,"1","0","7",82,57,12,1,"3","0","8",7,9,"2014_09_04_cinmlb_balmlb_1",1,2,"Reds",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2014/09/05","Rays","Orioles",82,58,6,0,"0","0","0",68,74,8,0,"0","0","0",0,3,"2014_09_05_balmlb_tbamlb_1",-1,-3,"Rays",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2014/09/06","Rays","Orioles",82,59,7,1,"1","0","8",69,74,5,1,"0","0","13",2,3,"2014_09_06_balmlb_tbamlb_1",-1,-1,"Rays",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2014/09/07","Rays","Orioles",83,59,10,1,"2","0","8",69,75,12,0,"4","0","13",7,5,"2014_09_07_balmlb_tbamlb_1",-1,2,"Rays",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2014/09/08","Red Sox","Orioles",84,59,7,1,"0","1","9",63,81,7,3,"0","0","8",4,0,"2014_09_08_balmlb_bosmlb_1",-1,4,"Red Sox",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2014/09/09","Red Sox","Orioles",85,59,10,0,"3","1","9",63,82,8,0,"1","0","7",4,1,"2014_09_09_balmlb_bosmlb_1",-1,3,"Red Sox",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2014/09/10","Red Sox","Orioles",86,59,15,0,"1","1","4",63,83,8,1,"2","0","10",10,6,"2014_09_10_balmlb_bosmlb_1",-1,4,"Red Sox",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2014/09/12","Orioles","Yankees",75,70,9,0,"1","1","11",87,59,5,0,"0","1","13",1,2,"2014_09_12_nyamlb_balmlb_1",1,1,"Yankees",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2014/09/12","Orioles","Yankees",75,71,4,0,"0","1","6",88,59,8,1,"0","0","12",0,5,"2014_09_12_nyamlb_balmlb_2",1,5,"Yankees",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
