"original_date","home_team_name","away_team_name","away_win","away_loss","away_team_hits","away_team_errors","away_team_hr","away_team_sb","away_team_so","home_win","home_loss","home_team_hits","home_team_errors","home_team_hr","home_team_sb","home_team_so","away_team_runs","home_team_runs","gameday_link","isHome","score_diff","opponent","wins","opponentAngels","opponentAstros","opponentAthletics","opponentBlue.Jays","opponentBraves","opponentBrewers","opponentCardinals","opponentCubs","opponentD.backs","opponentDodgers","opponentGiants","opponentIndians","opponentMariners","opponentMarlins","opponentMets","opponentNationals","opponentPadres","opponentPhillies","opponentPirates","opponentRangers","opponentRays","opponentRed.Sox","opponentReds","opponentRockies","opponentRoyals","opponentTides","opponentTigers","opponentTwins","opponentWhite.Sox","opponentYankees"
"2014/09/13","Orioles","Yankees",76,71,4,0,"1","2","10",88,60,9,0,"1","1","2",3,2,"2014_09_13_nyamlb_balmlb_1",1,-1,"Yankees",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2014/09/14","Orioles","Yankees",76,72,6,0,"2","0","7",89,60,9,1,"0","0","10",2,3,"2014_09_14_nyamlb_balmlb_1",1,1,"Yankees",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2014/09/15","Orioles","Blue Jays",77,72,11,0,"0","1","5",90,60,10,0,"1","0","9",2,5,"2014_09_15_tormlb_balmlb_1",1,3,"Blue Jays",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014/09/16","Orioles","Blue Jays",77,73,4,1,"0","1","12",91,60,8,1,"2","0","10",2,8,"2014_09_16_tormlb_balmlb_1",1,6,"Blue Jays",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014/09/17","Orioles","Blue Jays",77,74,5,1,"0","0","6",92,60,9,0,"3","1","9",1,6,"2014_09_17_tormlb_balmlb_1",1,5,"Blue Jays",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014/09/19","Orioles","Red Sox",67,87,9,1,"3","0","6",92,61,10,3,"0","0","7",5,3,"2014_09_19_bosmlb_balmlb_1",1,-2,"Red Sox",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2014/09/20","Orioles","Red Sox",67,88,6,0,"1","0","12",93,61,11,1,"3","0","9",2,7,"2014_09_20_bosmlb_balmlb_1",1,5,"Red Sox",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2014/09/21","Orioles","Red Sox",68,88,12,0,"2","1","8",93,62,6,0,"0","1","8",3,2,"2014_09_21_bosmlb_balmlb_1",1,-1,"Red Sox",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2014/09/22","Yankees","Orioles",93,63,1,1,"0","0","7",81,75,8,0,"1","2","11",0,5,"2014_09_22_balmlb_nyamlb_1",-1,-5,"Yankees",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2014/09/23","Yankees","Orioles",94,63,17,0,"3","0","7",81,76,6,0,"1","1","11",5,4,"2014_09_23_balmlb_nyamlb_1",-1,1,"Yankees",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2014/09/24","Yankees","Orioles",95,63,15,0,"0","0","10",81,77,9,0,"3","0","7",9,5,"2014_09_24_balmlb_nyamlb_1",-1,4,"Yankees",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2014/09/25","Yankees","Orioles",95,64,5,3,"4","0","7",82,77,6,1,"0","0","11",5,6,"2014_09_25_balmlb_nyamlb_1",-1,-1,"Yankees",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2014/09/26","Blue Jays","Orioles",95,65,6,1,"0","1","6",82,78,12,1,"0","0","12",2,4,"2014_09_26_balmlb_tormlb_1",-1,-2,"Blue Jays",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014/09/27","Blue Jays","Orioles",95,66,4,3,"1","0","3",83,78,6,0,"0","1","5",2,4,"2014_09_27_balmlb_tormlb_1",-1,-2,"Blue Jays",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014/09/28","Blue Jays","Orioles",96,66,5,1,"1","0","8",83,79,6,0,"0","1","4",1,0,"2014_09_28_balmlb_tormlb_1",-1,1,"Blue Jays",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014/10/02","Orioles","Tigers",0,1,8,2,"3","0","6",1,0,12,0,"2","1","10",3,12,"2014_10_02_detmlb_balmlb_1",1,9,"Tigers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2014/10/03","Orioles","Tigers",0,2,10,0,"2","1","6",2,0,9,0,"1","0","9",6,7,"2014_10_03_detmlb_balmlb_1",1,1,"Tigers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2014/10/05","Tigers","Orioles",3,0,5,1,"1","1","7",0,3,4,0,"0","1","7",2,1,"2014_10_05_balmlb_detmlb_1",-1,1,"Tigers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2014/10/10","Orioles","Royals",1,0,12,1,"3","0","10",0,1,14,1,"0","2","9",8,6,"2014_10_10_kcamlb_balmlb_1",1,-2,"Royals",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2014/10/11","Orioles","Royals",2,0,13,1,"1","1","6",0,2,9,1,"1","0","8",6,4,"2014_10_11_kcamlb_balmlb_1",1,-2,"Royals",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2014/10/14","Royals","Orioles",0,3,3,0,"0","0","5",3,0,7,0,"0","0","5",1,2,"2014_10_14_balmlb_kcamlb_1",-1,-1,"Royals",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2014/10/15","Royals","Orioles",0,4,4,1,"1","0","6",4,0,5,0,"0","0","8",1,2,"2014_10_15_balmlb_kcamlb_1",-1,-1,"Royals",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2015/03/03","Tigers","Orioles",0,1,8,1,"0","0","6",1,0,10,1,"3","1","3",2,15,"2015_03_03_balmlb_detmlb_1",-1,-13,"Tigers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2015/03/04","Orioles","Tigers",2,0,11,3,"1","0","7",0,2,8,1,"1","0","6",5,4,"2015_03_04_detmlb_balmlb_1",1,-1,"Tigers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2015/03/05","Rays","Orioles",1,2,8,0,"1","0","9",0,1,7,1,"1","0","6",3,2,"2015_03_05_balmlb_tbamlb_1",-1,1,"Rays",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2015/03/05","Orioles","Blue Jays",1,2,4,0,"0","0","10",1,2,8,0,"2","0","9",0,5,"2015_03_05_tormlb_balmlb_1",1,5,"Blue Jays",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/03/06","Blue Jays","Orioles",2,3,6,1,"1","0","9",2,2,9,0,"1","0","4",4,5,"2015_03_06_balmlb_tormlb_1",-1,-1,"Blue Jays",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/03/07","Orioles","Red Sox",1,2,10,1,"2","1","9",2,4,6,0,"1","0","9",7,6,"2015_03_07_bosmlb_balmlb_1",1,-1,"Red Sox",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2015/03/08","Twins","Orioles",2,5,7,0,"0","0","7",2,2,4,1,"0","1","9",1,2,"2015_03_08_balmlb_minmlb_1",-1,-1,"Twins",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2015/03/09","Orioles","Phillies",3,3,6,0,"1","1","2",2,6,7,0,"0","0","7",1,0,"2015_03_09_phimlb_balmlb_1",1,-1,"Phillies",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2015/03/10","Orioles","Yankees",5,3,6,0,"1","1","8",3,6,9,0,"1","1","9",1,3,"2015_03_10_nyamlb_balmlb_1",1,2,"Yankees",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2015/03/11","Orioles","Blue Jays",4,6,8,0,"0","0","5",3,7,7,0,"0","0","4",5,2,"2015_03_11_tormlb_balmlb_1",1,-3,"Blue Jays",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/03/12","Cardinals","Orioles",3,8,5,0,"0","0","5",5,3,10,0,"1","1","8",2,8,"2015_03_12_balmlb_slnmlb_1",-1,-6,"Cardinals",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/03/13","Blue Jays","Orioles",3,9,10,1,"0","0","4",5,7,10,2,"0","2","5",3,5,"2015_03_13_balmlb_tormlb_1",-1,-2,"Blue Jays",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/03/14","Orioles","Rays",4,6,9,1,"1","2","7",3,10,4,0,"1","1","7",3,2,"2015_03_14_tbamlb_balmlb_1",1,-1,"Rays",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2015/03/15","Pirates","Orioles",3,11,7,0,"1","0","7",6,5,12,0,"0","1","8",2,4,"2015_03_15_balmlb_pitmlb_1",-1,-2,"Pirates",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2015/03/16","Phillies","Orioles",4,11,21,0,"5","0","11",8,6,8,1,"0","0","8",16,4,"2015_03_16_balmlb_phimlb_1",-1,12,"Phillies",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2015/03/17","Orioles","Twins",7,3,15,1,"4","0","6",4,12,10,1,"1","1","2",10,9,"2015_03_17_minmlb_balmlb_1",1,-1,"Twins",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2015/03/18","Twins","Orioles",5,12,8,0,"1","0","5",7,4,8,1,"0","0","5",3,2,"2015_03_18_balmlb_minmlb_1",-1,1,"Twins",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2015/03/19","Orioles","Pirates",7,7,10,2,"1","3","4",6,12,8,1,"3","4","12",4,6,"2015_03_19_pitmlb_balmlb_1",1,2,"Pirates",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2015/03/20","Red Sox","Orioles",7,12,14,3,"0","1","4",9,8,7,1,"1","0","5",11,5,"2015_03_20_balmlb_bosmlb_1",-1,6,"Red Sox",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2015/03/21","Twins","Orioles",8,12,8,0,"2","1","8",7,8,10,1,"0","0","7",5,3,"2015_03_21_balmlb_minmlb_1",-1,2,"Twins",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2015/03/22","Orioles","Cardinals",9,7,12,0,"2","4","6",8,13,10,3,"3","1","13",8,6,"2015_03_22_slnmlb_balmlb_1",1,-2,"Cardinals",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/03/24","Pirates","Orioles",9,13,16,1,"1","1","8",10,9,11,1,"0","0","1",9,2,"2015_03_24_balmlb_pitmlb_1",-1,7,"Pirates",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2015/03/25","Orioles","Blue Jays",13,9,8,1,"2","0","7",9,14,5,1,"1","0","5",5,2,"2015_03_25_tormlb_balmlb_1",1,-3,"Blue Jays",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/03/26","Tigers","Orioles",9,15,4,1,"1","0","9",9,15,9,0,"3","0","9",4,6,"2015_03_26_balmlb_detmlb_1",-1,-2,"Tigers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2015/03/28","Yankees","Orioles",10,15,12,0,"2","0","8",14,12,3,0,"2","0","12",10,2,"2015_03_28_balmlb_nyamlb_1",-1,8,"Yankees",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2015/03/29","Orioles","Twins",11,13,9,2,"2","1","5",10,16,7,1,"3","0","8",6,5,"2015_03_29_minmlb_balmlb_1",1,-1,"Twins",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2015/03/29","Blue Jays","Orioles",11,15,12,1,"1","0","4",15,12,10,1,"1","0","9",4,2,"2015_03_29_balmlb_tormlb_1",-1,2,"Blue Jays",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/03/31","Orioles","Rays",12,11,8,0,"1","0","6",11,17,11,2,"1","1","3",4,3,"2015_03_31_tbamlb_balmlb_1",1,-1,"Rays",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2015/04/02","Braves","Orioles",11,18,11,0,"1","2","7",14,16,14,3,"0","0","9",5,6,"2015_04_02_balmlb_atlmlb_1",-1,-1,"Braves",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/04/03","Orioles","Braves",14,17,5,0,"0","0","8",12,18,7,1,"1","1","11",2,3,"2015_04_03_atlmlb_balmlb_1",1,1,"Braves",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/04/04","Braves","Orioles",12,19,11,1,"1","1","3",15,17,10,4,"1","0","6",3,5,"2015_04_04_balmlb_atlmlb_1",-1,-2,"Braves",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/04/06","Rays","Orioles",1,0,8,0,"3","0","8",0,1,8,1,"1","0","11",6,2,"2015_04_06_balmlb_tbamlb_1",-1,4,"Rays",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2015/04/07","Rays","Orioles",2,0,6,0,"1","0","11",0,2,5,0,"2","2","5",6,5,"2015_04_07_balmlb_tbamlb_1",-1,1,"Rays",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2015/04/08","Rays","Orioles",2,1,3,0,"0","0","7",1,2,5,0,"0","0","13",0,2,"2015_04_08_balmlb_tbamlb_1",-1,-2,"Rays",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2015/04/10","Orioles","Blue Jays",3,1,16,1,"0","0","2",2,2,13,1,"2","0","6",12,5,"2015_04_10_tormlb_balmlb_1",1,-7,"Blue Jays",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/04/11","Orioles","Blue Jays",3,2,3,1,"0","1","8",3,2,9,0,"3","0","10",1,7,"2015_04_11_tormlb_balmlb_1",1,6,"Blue Jays",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/04/12","Orioles","Blue Jays",4,2,10,0,"3","1","9",3,3,8,0,"2","1","5",10,7,"2015_04_12_tormlb_balmlb_1",1,-3,"Blue Jays",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/04/13","Orioles","Yankees",3,4,7,0,"3","0","13",3,4,11,0,"1","1","7",6,5,"2015_04_13_nyamlb_balmlb_1",1,-1,"Yankees",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2015/04/14","Orioles","Yankees",3,5,6,2,"0","0","9",4,4,7,1,"1","0","10",3,4,"2015_04_14_nyamlb_balmlb_1",1,1,"Yankees",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2015/04/15","Orioles","Yankees",3,6,8,0,"1","1","11",5,4,15,0,"2","0","12",5,7,"2015_04_15_nyamlb_balmlb_1",1,2,"Yankees",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2015/04/17","Red Sox","Orioles",5,5,5,0,"1","1","5",7,3,4,1,"1","0","8",2,3,"2015_04_17_balmlb_bosmlb_1",-1,-1,"Red Sox",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2015/04/18","Red Sox","Orioles",6,5,13,1,"1","0","10",7,4,7,0,"0","1","8",4,1,"2015_04_18_balmlb_bosmlb_1",-1,3,"Red Sox",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2015/04/19","Red Sox","Orioles",7,5,15,1,"2","1","7",7,5,6,0,"1","0","9",8,3,"2015_04_19_balmlb_bosmlb_1",-1,5,"Red Sox",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2015/04/20","Red Sox","Orioles",7,6,4,3,"0","1","3",8,5,5,0,"0","1","7",1,7,"2015_04_20_balmlb_bosmlb_1",-1,-6,"Red Sox",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2015/04/21","Blue Jays","Orioles",7,7,12,2,"0","0","3",7,7,16,1,"3","1","5",6,13,"2015_04_21_balmlb_tormlb_1",-1,-7,"Blue Jays",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/04/22","Blue Jays","Orioles",7,8,5,1,"1","1","9",8,7,9,1,"2","2","6",2,4,"2015_04_22_balmlb_tormlb_1",-1,-2,"Blue Jays",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/04/23","Blue Jays","Orioles",7,9,8,0,"2","0","7",9,7,7,0,"1","0","9",6,7,"2015_04_23_balmlb_tormlb_1",-1,-1,"Blue Jays",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/04/24","Orioles","Red Sox",10,7,11,1,"0","0","0",7,10,10,2,"0","0","0",7,5,"2015_04_24_bosmlb_balmlb_1",1,-2,"Red Sox",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2015/04/25","Orioles","Red Sox",10,8,8,0,"2","0","4",8,10,11,1,"2","1","7",4,5,"2015_04_25_bosmlb_balmlb_1",1,1,"Red Sox",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2015/04/26","Orioles","Red Sox",10,9,9,1,"3","0","5",9,10,20,1,"1","0","3",7,18,"2015_04_26_bosmlb_balmlb_1",1,11,"Red Sox",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2015/04/29","Orioles","White Sox",8,10,4,1,"0","0","7",10,10,11,1,"2","0","9",2,8,"2015_04_29_chamlb_balmlb_1",1,6,"White Sox",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2015/05/01","Orioles","Rays",13,10,4,0,"0","0","13",10,11,4,1,"0","0","9",2,0,"2015_05_01_tbamlb_balmlb_1",1,-2,"Rays",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2015/05/02","Orioles","Rays",13,11,4,0,"0","0","6",11,11,7,0,"1","0","7",0,4,"2015_05_02_tbamlb_balmlb_1",1,4,"Rays",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2015/05/03","Orioles","Rays",13,12,7,0,"1","0","8",12,11,9,1,"0","0","8",2,4,"2015_05_03_tbamlb_balmlb_1",1,2,"Rays",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2015/05/05","Mets","Orioles",12,12,7,0,"2","0","5",17,10,7,0,"0","0","10",2,3,"2015_05_05_balmlb_nynmlb_1",-1,-1,"Mets",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/05/06","Mets","Orioles",12,13,9,0,"0","2","7",18,10,7,0,"2","0","12",1,5,"2015_05_06_balmlb_nynmlb_1",-1,-4,"Mets",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/05/07","Yankees","Orioles",12,14,6,0,"2","0","6",18,11,11,0,"1","0","6",3,4,"2015_05_07_balmlb_nyamlb_1",-1,-1,"Yankees",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2015/05/08","Yankees","Orioles",12,15,10,0,"0","0","6",19,11,8,0,"1","1","5",4,5,"2015_05_08_balmlb_nyamlb_1",-1,-1,"Yankees",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2015/05/09","Yankees","Orioles",13,15,9,2,"3","0","10",19,12,8,0,"0","0","9",6,2,"2015_05_09_balmlb_nyamlb_1",-1,4,"Yankees",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2015/05/10","Yankees","Orioles",13,16,8,0,"1","0","5",20,12,8,0,"2","1","18",2,6,"2015_05_10_balmlb_nyamlb_1",-1,-4,"Yankees",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2015/05/11","Orioles","Blue Jays",16,17,8,1,"0","1","9",14,16,8,0,"3","0","13",2,5,"2015_05_11_tormlb_balmlb_1",1,3,"Blue Jays",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/05/12","Orioles","Blue Jays",17,17,13,1,"3","0","5",14,17,5,3,"0","0","9",10,2,"2015_05_12_tormlb_balmlb_1",1,-8,"Blue Jays",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/05/13","Orioles","Blue Jays",17,18,4,1,"0","0","2",15,17,9,0,"1","0","7",1,6,"2015_05_13_tormlb_balmlb_1",1,5,"Blue Jays",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/05/15","Orioles","Angels",18,17,7,1,"1","0","6",15,18,5,1,"1","0","7",3,1,"2015_05_15_anamlb_balmlb_1",1,-2,"Angels",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/05/16","Orioles","Angels",19,17,13,0,"2","0","9",15,19,3,0,"1","0","7",6,1,"2015_05_16_anamlb_balmlb_1",1,-5,"Angels",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/05/17","Orioles","Angels",19,18,6,0,"0","0","7",16,19,7,0,"0","0","9",0,3,"2015_05_17_anamlb_balmlb_1",1,3,"Angels",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/05/19","Orioles","Mariners",17,21,6,1,"2","0","6",17,19,13,0,"1","2","9",4,9,"2015_05_19_seamlb_balmlb_1",1,5,"Mariners",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/05/20","Orioles","Mariners",18,21,12,0,"1","0","6",17,20,10,0,"0","0","6",4,2,"2015_05_20_seamlb_balmlb_1",1,-2,"Mariners",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/05/21","Orioles","Mariners",18,22,10,1,"0","1","10",18,20,6,1,"1","1","12",4,5,"2015_05_21_seamlb_balmlb_1",1,1,"Mariners",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/05/22","Marlins","Orioles",19,20,11,1,"0","0","6",16,27,14,1,"1","4","6",8,5,"2015_05_22_balmlb_miamlb_1",-1,3,"Marlins",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/05/23","Marlins","Orioles",19,21,9,1,"0","0","10",17,27,7,0,"0","1","15",0,1,"2015_05_23_balmlb_miamlb_1",-1,-1,"Marlins",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
